CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2,source_row_1based,sample_id,decision,decision_reason,quality_flags,label_source,V1_ml,V2_ml,canonical_smiles
134-20-3,Methyl anthranilate,0.98,1.168,200,DCM,300,0/1,15,2023-07-26_12-37-13.xlsx,Silica-CS 25g,1526.0,5035.0,COC(=O)C1=CC=CC=C1N,1526.0,5035.0,132,4fd3083cc8a398dce337,keep,,,verified_t1_t2,19.075,62.9375,COC(=O)c1ccccc1N
134-20-3,Methyl anthranilate,0.98,1.168,200,DCM,300,1/1,15,2023-07-26_12-43-55.xlsx,Silica-CS 25g,1576.0,2973.0,COC(=O)C1=CC=CC=C1N,1576.0,2973.0,133,f6875a82e44243a25a33,keep,,,verified_t1_t2,19.7,37.1625,COC(=O)c1ccccc1N
134-20-3,Methyl anthranilate,0.98,1.168,200,DCM,300,2/1,15,2023-07-26_12-51-41.xlsx,Silica-CS 25g,1907.0,3618.0,COC(=O)C1=CC=CC=C1N,1907.0,3618.0,134,645f40e3d4ee2de29718,keep,,,verified_t1_t2,23.8375,45.225,COC(=O)c1ccccc1N
134-20-3,Methyl anthranilate,0.98,1.168,200,DCM,300,10/1,15,2023-07-26_13-29-19.xlsx,Silica-CS 25g,2517.0,3423.0,COC(=O)C1=CC=CC=C1N,2517.0,3423.0,136,466ae247e1f554e07bd7,keep,,,verified_t1_t2,31.4625,42.7875,COC(=O)c1ccccc1N
134-20-3,Methyl anthranilate,0.98,1.168,200,DCM,300,20/1,15,2023-07-26_13-42-13.xlsx,Silica-CS 25g,1362.0,6683.0,COC(=O)C1=CC=CC=C1N,1362.0,6683.0,137,b2d7fe2a11a26dbd4be6,keep,,,verified_t1_t2,17.025,83.5375,COC(=O)c1ccccc1N
134-20-3,Methyl anthranilate,0.98,1.168,200,DCM,300,50/1,15,2023-07-26_14-04-59.xlsx,Silica-CS 25g,1783.0,9213.0,COC(=O)C1=CC=CC=C1N,1783.0,9213.0,138,d8bcd1078946aae66cee,keep,,,verified_t1_t2,22.2875,115.1625,COC(=O)c1ccccc1N
122-00-9,4'-Methylacetophenone,0.98,1.004,200,DCM,300,0/1,15,2023-07-26_14-44-03.xlsx,Silica-CS 25g,1369.0,2672.0,CC1=CC=C(C=C1)C(=O)C,1369.0,2672.0,139,a3e0a6c37ff0df8bc120,keep,,,verified_t1_t2,17.1125,33.4,CC(=O)c1ccc(C)cc1
122-00-9,4'-Methylacetophenone,0.98,1.004,200,DCM,300,2/1,15,2023-07-26_14-59-17.xlsx,Silica-CS 25g,1832.0,3609.0,CC1=CC=C(C=C1)C(=O)C,1832.0,3609.0,141,f006b45177ae4e6e00b4,keep,,,verified_t1_t2,22.9,45.1125,CC(=O)c1ccc(C)cc1
122-00-9,4'-Methylacetophenone,0.98,1.004,200,DCM,300,10/1,15,2023-07-26_15-20-58.xlsx,Silica-CS 25g,3623.0,6320.0,CC1=CC=C(C=C1)C(=O)C,3623.0,6320.0,143,7d89242a73ce7b12c178,keep,,,verified_t1_t2,45.2875,79.0,CC(=O)c1ccc(C)cc1
98-86-2,Acetophenone,0.9996,1.03,100,PE,300,0/1,15,2023-07-26_16-43-55.xlsx,Silica-CS 25g,1499.0,2223.0,CC(=O)C1=CC=CC=C1,1499.0,2223.0,146,5d3ce9525de8b7dafd63,keep,,,verified_t1_t2,18.7375,27.7875,CC(=O)c1ccccc1
98-86-2,Acetophenone,0.9996,1.03,100,PE,300,10/1,15,2023-07-26_18-16-13.xlsx,Silica-CS 25g,3909.0,5677.0,CC(=O)C1=CC=CC=C1,3909.0,5677.0,150,9b82553bdadb53cf3c81,keep,,,verified_t1_t2,48.8625,70.9625,CC(=O)c1ccccc1
98-86-2,Acetophenone,0.9996,1.03,100,PE,300,20/1,15,2023-07-26_18-31-57.xlsx,Silica-CS 25g,5967.0,8390.0,CC(=O)C1=CC=CC=C1,5967.0,8390.0,151,6b2f9046554646d10d1f,keep,,,verified_t1_t2,74.5875,104.875,CC(=O)c1ccccc1
98-86-2,Acetophenone,0.9996,1.03,100,PE,300,50/1,15,2023-07-26_18-58-55.xlsx,Silica-CS 25g,10949.0,15049.0,CC(=O)C1=CC=CC=C1,10949.0,15049.0,152,5d4bccae64543bc51c0c,keep,,,verified_t1_t2,136.8625,188.1125,CC(=O)c1ccccc1
1009-14-9,Valerophenone,0.98,0.975,50,DCM,300,0/1,15,2023-07-26_19-06-34.xlsx,Silica-CS 25g,1536.0,2186.0,CCCCC(=O)C1=CC=CC=C1,1536.0,2186.0,153,6dcd074e5f22197a66cc,keep,,,verified_t1_t2,19.2,27.325,CCCCC(=O)c1ccccc1
1009-14-9,Valerophenone,0.98,0.975,50,DCM,300,1/1,15,2023-07-26_19-11-45.xlsx,Silica-CS 25g,1463.0,2070.0,CCCCC(=O)C1=CC=CC=C1,1463.0,2070.0,154,27dc0ac27de2557f1dc0,keep,,,verified_t1_t2,18.2875,25.875,CCCCC(=O)c1ccccc1
1009-14-9,Valerophenone,0.98,0.975,50,DCM,300,10/1,15,2023-07-26_19-29-43.xlsx,Silica-CS 25g,1627.0,2722.0,CCCCC(=O)C1=CC=CC=C1,1627.0,2722.0,157,db0fc3b73210c1564242,keep,,,verified_t1_t2,20.3375,34.025,CCCCC(=O)c1ccccc1
1009-14-9,Valerophenone,0.98,0.975,50,DCM,300,20/1,15,2023-07-26_19-37-25.xlsx,Silica-CS 25g,2061.0,3584.0,CCCCC(=O)C1=CC=CC=C1,2061.0,3584.0,158,f98a0a0ff45e30693787,keep,,,verified_t1_t2,25.7625,44.8,CCCCC(=O)c1ccccc1
1009-14-9,Valerophenone,0.98,0.975,50,DCM,300,50/1,15,2023-07-26_20-06-04.xlsx,Silica-CS 25g,3785.0,5418.0,CCCCC(=O)C1=CC=CC=C1,3785.0,5418.0,159,080e7d86cceb8915cc94,keep,,,verified_t1_t2,47.3125,67.725,CCCCC(=O)c1ccccc1
577-16-2,2'-Methylacetophenone,0.98,1.026,100,DCM,300,0/1,15,2023-07-26_20-24-03.xlsx,Silica-CS 25g,1390.0,2036.0,CC1=CC=CC=C1C(=O)C,1390.0,2036.0,160,c05b19fd38d40b0c4d15,keep,,,verified_t1_t2,17.375,25.45,CC(=O)c1ccccc1C
577-16-2,2'-Methylacetophenone,0.98,1.026,100,DCM,300,10/1,15,2023-07-26_20-53-00.xlsx,Silica-CS 25g,2969.0,4396.0,CC1=CC=CC=C1C(=O)C,2969.0,4396.0,164,2ce4b120bd454a5b9e9a,keep,,,verified_t1_t2,37.1125,54.95,CC(=O)c1ccccc1C
577-16-2,2'-Methylacetophenone,0.98,1.026,100,DCM,300,20/1,15,2023-07-26_21-05-18.xlsx,Silica-CS 25g,4404.0,6299.0,CC1=CC=CC=C1C(=O)C,4404.0,6299.0,165,48a7521c5c50706d090c,keep,,,verified_t1_t2,55.05,78.7375,CC(=O)c1ccccc1C
93-89-0,Ethyl benzoate,0.99,1.045,100,PE,300,0/1,15,2023-07-27_11-15-24.xlsx,Silica-CS 25g,1452.0,1983.0,CCOC(=O)C1=CC=CC=C1,1452.0,1983.0,167,4c1fc65932ff60731729,keep,,,verified_t1_t2,18.15,24.7875,CCOC(=O)c1ccccc1
93-89-0,Ethyl benzoate,0.99,1.045,100,PE,300,1/1,15,2023-07-27_11-20-55.xlsx,Silica-CS 25g,1505.0,2279.0,CCOC(=O)C1=CC=CC=C1,1505.0,2279.0,168,fbf3e2490bfc611d238a,keep,,,verified_t1_t2,18.8125,28.4875,CCOC(=O)c1ccccc1
93-89-0,Ethyl benzoate,0.99,1.045,100,PE,300,2/1,15,2023-07-27_11-26-47.xlsx,Silica-CS 25g,1673.0,2470.0,CCOC(=O)C1=CC=CC=C1,1673.0,2470.0,169,88d457ca615277fcfe30,keep,,,verified_t1_t2,20.9125,30.875,CCOC(=O)c1ccccc1
93-89-0,Ethyl benzoate,0.99,1.045,100,PE,300,5/1,15,2023-07-27_11-33-14.xlsx,Silica-CS 25g,1946.0,2837.0,CCOC(=O)C1=CC=CC=C1,1946.0,2837.0,170,ebf533dc093533d79e89,keep,,,verified_t1_t2,24.325,35.4625,CCOC(=O)c1ccccc1
93-89-0,Ethyl benzoate,0.99,1.045,100,PE,300,10/1,15,2023-07-27_11-40-31.xlsx,Silica-CS 25g,2298.0,3333.0,CCOC(=O)C1=CC=CC=C1,2298.0,3333.0,171,c29278b0ad8b496fbeb3,keep,,,verified_t1_t2,28.725,41.6625,CCOC(=O)c1ccccc1
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,100,PE,300,1/1,15,2023-07-27_12-19-41.xlsx,Silica-CS 25g,1673.0,2982.0,CCOC(=O)C1=CC=CC=C1N,1673.0,2982.0,175,53084b28336566eb06f7,keep,,,verified_t1_t2,20.9125,37.275,CCOC(=O)c1ccccc1N
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,100,PE,300,2/1,15,2023-07-27_12-27-28.xlsx,Silica-CS 25g,2214.0,3608.0,CCOC(=O)C1=CC=CC=C1N,2214.0,3608.0,176,071712d307504ddb0806,keep,,,verified_t1_t2,27.675,45.1,CCOC(=O)c1ccccc1N
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,100,PE,300,5/1,15,2023-07-27_12-38-01.xlsx,Silica-CS 25g,3264.0,5023.0,CCOC(=O)C1=CC=CC=C1N,3264.0,5023.0,177,6fb280a01d338e9ff1f7,keep,,,verified_t1_t2,40.8,62.7875,CCOC(=O)c1ccccc1N
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,100,PE,300,20/1,15,2023-07-27_13-16-27.xlsx,Silica-CS 25g,8247.0,12806.0,CCOC(=O)C1=CC=CC=C1N,8247.0,12806.0,179,aa213ba2718e5202ab5b,keep,,,verified_t1_t2,103.0875,160.075,CCOC(=O)c1ccccc1N
87-25-2,Ethyl 2-Aminobenzoate,0.99,1.117,100,PE,300,50/1,15,2023-07-27_14-02-46.xlsx,Silica-CS 25g,17232.0,26421.0,CCOC(=O)C1=CC=CC=C1N,17232.0,26421.0,180,d88585bb11e3ac6cc5df,keep,,,verified_t1_t2,215.4,330.2625,CCOC(=O)c1ccccc1N
120-50-3,Isobutyl benzoate,0.99,0.996,100,PE,300,0/1,15,2023-07-27_14-23-29.xlsx,Silica-CS 25g,1346.0,1984.0,CC(C)COC(=O)C1=CC=CC=C1,1346.0,1984.0,181,3ee550dab179475edf7c,keep,,,verified_t1_t2,16.825,24.8,CC(C)COC(=O)c1ccccc1
120-50-3,Isobutyl benzoate,0.99,0.996,100,PE,300,1/1,15,2023-07-27_14-28-46.xlsx,Silica-CS 25g,1443.0,2147.0,CC(C)COC(=O)C1=CC=CC=C1,1443.0,2147.0,182,aa103d5795b653ee8059,keep,,,verified_t1_t2,18.0375,26.8375,CC(C)COC(=O)c1ccccc1
120-50-3,Isobutyl benzoate,0.99,0.996,100,PE,300,2/1,15,2023-07-27_14-34-17.xlsx,Silica-CS 25g,1567.0,2276.0,CC(C)COC(=O)C1=CC=CC=C1,1567.0,2276.0,183,cfb14c48adcceca01e4e,keep,,,verified_t1_t2,19.5875,28.45,CC(C)COC(=O)c1ccccc1
120-50-3,Isobutyl benzoate,0.99,0.996,100,PE,300,20/1,15,2023-07-27_14-53-56.xlsx,Silica-CS 25g,2006.0,3362.0,CC(C)COC(=O)C1=CC=CC=C1,2006.0,3362.0,186,2fc6ef9093cc6928ecdb,keep,,,verified_t1_t2,25.075,42.025,CC(C)COC(=O)c1ccccc1
83-13-6,Diethyl phenylmalonate,0.95,1.095,100,PE,300,0/1,15,2023-07-27_15-14-26.xlsx,Silica-CS 25g,1557.0,2260.0,CCOC(=O)C(C1=CC=CC=C1)C(=O)OCC,1557.0,2260.0,188,94681efab1a6b8a6d077,keep,,,verified_t1_t2,19.4625,28.25,CCOC(=O)C(C(=O)OCC)c1ccccc1
83-13-6,Diethyl phenylmalonate,0.95,1.095,100,PE,300,1/1,15,2023-07-27_15-19-52.xlsx,Silica-CS 25g,1588.0,2240.0,CCOC(=O)C(C1=CC=CC=C1)C(=O)OCC,1588.0,2240.0,189,9406db14912a71f66029,keep,,,verified_t1_t2,19.85,28.0,CCOC(=O)C(C(=O)OCC)c1ccccc1
83-13-6,Diethyl phenylmalonate,0.95,1.095,100,PE,300,2/1,15,2023-07-27_15-26-04.xlsx,Silica-CS 25g,1972.0,2665.0,CCOC(=O)C(C1=CC=CC=C1)C(=O)OCC,1972.0,2665.0,190,13203b2b3c24bee2738a,keep,,,verified_t1_t2,24.65,33.3125,CCOC(=O)C(C(=O)OCC)c1ccccc1
83-13-6,Diethyl phenylmalonate,0.95,1.095,100,PE,300,10/1,15,2023-07-27_16-04-09.xlsx,Silica-CS 25g,4613.0,6133.0,CCOC(=O)C(C1=CC=CC=C1)C(=O)OCC,4613.0,6133.0,192,840e043b7a1c1158bb2e,keep,,,verified_t1_t2,57.6625,76.6625,CCOC(=O)C(C(=O)OCC)c1ccccc1
83-13-6,Diethyl phenylmalonate,0.95,1.095,100,PE,300,20/1,15,2023-07-27_16-23-34.xlsx,Silica-CS 25g,8293.0,11332.0,CCOC(=O)C(C1=CC=CC=C1)C(=O)OCC,8293.0,11332.0,193,28f7555e586059bb9ae2,keep,,,verified_t1_t2,103.6625,141.65,CCOC(=O)C(C(=O)OCC)c1ccccc1
48145-04-6,2-PHENOXYETHYL ACRYLATE,0.9,1.104,100,DCM,300,0/1,15,2023-07-27_17-12-07.xlsx,Silica-CS 25g,1358.0,2011.0,C=CC(=O)OCCOC1=CC=CC=C1,1358.0,2011.0,195,3bd89ede44cb34972852,keep,,,verified_t1_t2,16.975,25.1375,C=CC(=O)OCCOc1ccccc1
48145-04-6,2-PHENOXYETHYL ACRYLATE,0.9,1.104,100,DCM,300,1/1,15,2023-07-27_17-18-23.xlsx,Silica-CS 25g,1552.0,2722.0,C=CC(=O)OCCOC1=CC=CC=C1,1552.0,2722.0,196,8f5da33bc2f073aa7c41,keep,,,verified_t1_t2,19.4,34.025,C=CC(=O)OCCOc1ccccc1
48145-04-6,2-PHENOXYETHYL ACRYLATE,0.9,1.104,100,DCM,300,2/1,15,2023-07-27_17-25-05.xlsx,Silica-CS 25g,2044.0,2956.0,C=CC(=O)OCCOC1=CC=CC=C1,2044.0,2956.0,197,521980e9deddfcb2089e,keep,,,verified_t1_t2,25.55,36.95,C=CC(=O)OCCOc1ccccc1
48145-04-6,2-PHENOXYETHYL ACRYLATE,0.9,1.104,100,DCM,300,20/1,15,2023-07-27_18-06-45.xlsx,Silica-CS 25g,7963.0,10943.0,C=CC(=O)OCCOC1=CC=CC=C1,7963.0,10943.0,200,ba66f838543b52445935,keep,,,verified_t1_t2,99.5375,136.7875,C=CC(=O)OCCOc1ccccc1
48145-04-6,2-PHENOXYETHYL ACRYLATE,0.9,1.104,100,DCM,300,50/1,15,2023-07-27_18-47-27.xlsx,Silica-CS 25g,17360.0,23574.0,C=CC(=O)OCCOC1=CC=CC=C1,17360.0,23574.0,201,4e1b2829b3ac353cbbdc,keep,,,verified_t1_t2,217.0,294.675,C=CC(=O)OCCOc1ccccc1
105-13-5,(4-Methoxybenzyl)methanol,0.9919,1.113,100,DCM,300,0/1,15,2023-07-27_19-02-30.xlsx,Silica-CS 25g,1638.0,2987.0,COC1=CC=C(C=C1)CO,1638.0,2987.0,202,b1f4073f199c7637ea66,keep,,,verified_t1_t2,20.475,37.3375,COc1ccc(CO)cc1
105-13-5,(4-Methoxybenzyl)methanol,0.9919,1.113,100,DCM,300,1/1,15,2023-07-27_19-14-33.xlsx,Silica-CS 25g,4305.0,6171.0,COC1=CC=C(C=C1)CO,4305.0,6171.0,203,0df9f40b3dfc5cbfd1f6,keep,,,verified_t1_t2,53.8125,77.1375,COc1ccc(CO)cc1
105-13-5,(4-Methoxybenzyl)methanol,0.9919,1.113,100,DCM,300,2/1,15,2023-07-27_19-33-58.xlsx,Silica-CS 25g,7463.0,10589.0,COC1=CC=C(C=C1)CO,7463.0,10589.0,204,d48252103baffb24ed44,keep,,,verified_t1_t2,93.2875,132.3625,COc1ccc(CO)cc1
25245-34-5,"1-Bromo-2,5-dimethoxybenzene",0.9945,1.445,100,DCM,300,0/1,15,2023-10-22_11-30-10.xlsx,Silica-CS 25g,1371.0,2022.0,COC1=CC(=C(C=C1)OC)Br,1371.0,2022.0,205,4d402e98ee1405a29ee4,keep,,,verified_t1_t2,17.1375,25.275,COc1ccc(OC)c(Br)c1
25245-34-5,"1-Bromo-2,5-dimethoxybenzene",0.9945,1.445,100,DCM,300,1/1,15,2023-10-22_11-36-28.xlsx,Silica-CS 25g,1789.0,2600.0,COC1=CC(=C(C=C1)OC)Br,1789.0,2600.0,206,b381fe255bcb2275978a,keep,,,verified_t1_t2,22.3625,32.5,COc1ccc(OC)c(Br)c1
25245-34-5,"1-Bromo-2,5-dimethoxybenzene",0.9945,1.445,100,DCM,300,2/1,15,2023-10-22_11-43-25.xlsx,Silica-CS 25g,2076.0,3033.0,COC1=CC(=C(C=C1)OC)Br,2076.0,3033.0,207,f7964d69a0299ccaa23a,keep,,,verified_t1_t2,25.95,37.9125,COc1ccc(OC)c(Br)c1
25245-34-5,"1-Bromo-2,5-dimethoxybenzene",0.9945,1.445,100,DCM,300,5/1,15,2023-10-22_11-52-13.xlsx,Silica-CS 25g,2793.0,4119.0,COC1=CC(=C(C=C1)OC)Br,2793.0,4119.0,208,7448caa62295671a73e8,keep,,,verified_t1_t2,34.9125,51.4875,COc1ccc(OC)c(Br)c1
25245-34-5,"1-Bromo-2,5-dimethoxybenzene",0.9945,1.445,100,DCM,300,10/1,15,2023-10-22_12-03-11.xlsx,Silica-CS 25g,3637.0,5403.0,COC1=CC(=C(C=C1)OC)Br,3637.0,5403.0,209,95f35ffb76fe32a53218,keep,,,verified_t1_t2,45.4625,67.5375,COc1ccc(OC)c(Br)c1
25245-34-5,"1-Bromo-2,5-dimethoxybenzene",0.9945,1.445,100,DCM,300,20/1,15,2023-10-22_12-16-56.xlsx,Silica-CS 25g,4745.0,7069.0,COC1=CC(=C(C=C1)OC)Br,4745.0,7069.0,210,bd8a08298ee02c96a7f7,keep,,,verified_t1_t2,59.3125,88.3625,COc1ccc(OC)c(Br)c1
25245-34-5,"1-Bromo-2,5-dimethoxybenzene",0.9945,1.445,100,DCM,300,50/1,15,2023-10-22_12-35-57.xlsx,Silica-CS 25g,6954.0,10208.0,COC1=CC(=C(C=C1)OC)Br,6954.0,10208.0,211,6893c69caab63eca4232,keep,,,verified_t1_t2,86.925,127.6,COc1ccc(OC)c(Br)c1
614-18-6,Ethyl nicotinate,0.98,1.107,100,DCM,300,0/1,15,2023-10-22_12-48-19.xlsx,Silica-CS 25g,2234.0,4608.0,CCOC(=O)C1=CN=CC=C1,2234.0,4608.0,212,2990315c8a3935e82347,keep,,,verified_t1_t2,27.925,57.6,CCOC(=O)c1cccnc1
614-18-6,Ethyl nicotinate,0.98,1.107,100,DCM,300,1/1,15,2023-10-22_13-02-18.xlsx,Silica-CS 25g,4404.0,7226.0,CCOC(=O)C1=CN=CC=C1,4404.0,7226.0,213,a1dad8e3e3b54186a986,keep,,,verified_t1_t2,55.05,90.325,CCOC(=O)c1cccnc1
614-18-6,Ethyl nicotinate,0.98,1.107,100,DCM,300,2/1,15,2023-10-22_13-22-10.xlsx,Silica-CS 25g,6443.0,10774.0,CCOC(=O)C1=CN=CC=C1,6443.0,10774.0,214,069debbf36f3be33a193,keep,,,verified_t1_t2,80.5375,134.675,CCOC(=O)c1cccnc1
614-18-6,Ethyl nicotinate,0.98,1.107,100,DCM,300,5/1,15,2023-10-22_14-01-16.xlsx,Silica-CS 25g,12980.0,22081.0,CCOC(=O)C1=CN=CC=C1,12980.0,22081.0,215,2ab2cc09463ede52b11a,keep,,,verified_t1_t2,162.25,276.0125,CCOC(=O)c1cccnc1
620-79-1,THYL 2-BENZYLACETOACETATE,0.97,1.036,100,DCM,300,0/1,15,2023-10-22_15-21-44.xlsx,Silica-CS 25g,1502.0,2202.0,CCOC(=O)C(CC1=CC=CC=C1)C(=O)C,1502.0,2202.0,216,ba8b355b94a083b0d0b1,keep,,,verified_t1_t2,18.775,27.525,CCOC(=O)C(Cc1ccccc1)C(C)=O
620-79-1,THYL 2-BENZYLACETOACETATE,0.97,1.036,100,DCM,300,1/1,15,2023-10-22_15-28-06.xlsx,Silica-CS 25g,1739.0,2666.0,CCOC(=O)C(CC1=CC=CC=C1)C(=O)C,1739.0,2666.0,217,c6ca195b7a5e8b1dcd96,keep,,,verified_t1_t2,21.7375,33.325,CCOC(=O)C(Cc1ccccc1)C(C)=O
620-79-1,THYL 2-BENZYLACETOACETATE,0.97,1.036,100,DCM,300,2/1,15,2023-10-22_15-35-38.xlsx,Silica-CS 25g,2089.0,3385.0,CCOC(=O)C(CC1=CC=CC=C1)C(=O)C,2089.0,3385.0,218,1d2f2271547e39306a1e,keep,,,verified_t1_t2,26.1125,42.3125,CCOC(=O)C(Cc1ccccc1)C(C)=O
620-79-1,THYL 2-BENZYLACETOACETATE,0.97,1.036,100,DCM,300,5/1,15,2023-10-22_15-46-07.xlsx,Silica-CS 25g,3264.0,5129.0,CCOC(=O)C(CC1=CC=CC=C1)C(=O)C,3264.0,5129.0,219,e03079b4527b2433a348,keep,,,verified_t1_t2,40.8,64.1125,CCOC(=O)C(Cc1ccccc1)C(C)=O
620-79-1,THYL 2-BENZYLACETOACETATE,0.97,1.036,100,DCM,300,10/1,15,2023-10-22_16-02-07.xlsx,Silica-CS 25g,5421.0,8425.0,CCOC(=O)C(CC1=CC=CC=C1)C(=O)C,5421.0,8425.0,220,dc40d5f9a34a0626f84a,keep,,,verified_t1_t2,67.7625,105.3125,CCOC(=O)C(Cc1ccccc1)C(C)=O
620-79-1,THYL 2-BENZYLACETOACETATE,0.97,1.036,100,DCM,300,20/1,15,2023-10-22_16-31-55.xlsx,Silica-CS 25g,9684.0,15210.0,CCOC(=O)C(CC1=CC=CC=C1)C(=O)C,9684.0,15210.0,221,ce53bd377dcb60574337,keep,,,verified_t1_t2,121.05,190.125,CCOC(=O)C(Cc1ccccc1)C(C)=O
328-70-1,"3,5-Bis(trifluoromethyl)bromobenzene",0.98,1.699,100,DCM,300,0/1,15,2023-10-22_17-41-24.xlsx,Silica-CS 25g,1204.0,1763.0,C1=C(C=C(C=C1C(F)(F)F)Br)C(F)(F)F,1204.0,1763.0,223,862876f88fba22b901a8,keep,,,verified_t1_t2,15.05,22.0375,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1
328-70-1,"3,5-Bis(trifluoromethyl)bromobenzene",0.98,1.699,100,DCM,300,1/1,15,2023-10-22_17-46-57.xlsx,Silica-CS 25g,1476.0,2162.0,C1=C(C=C(C=C1C(F)(F)F)Br)C(F)(F)F,1476.0,2162.0,224,aab186b4be5257116e21,keep,,,verified_t1_t2,18.45,27.025,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1
328-70-1,"3,5-Bis(trifluoromethyl)bromobenzene",0.98,1.699,100,DCM,300,2/1,15,2023-10-22_17-52-29.xlsx,Silica-CS 25g,1563.0,2171.0,C1=C(C=C(C=C1C(F)(F)F)Br)C(F)(F)F,1563.0,2171.0,225,2cdbd3c32b0ada3229ca,keep,,,verified_t1_t2,19.5375,27.1375,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1
328-70-1,"3,5-Bis(trifluoromethyl)bromobenzene",0.98,1.699,100,DCM,300,5/1,15,2023-10-22_17-58-00.xlsx,Silica-CS 25g,1613.0,2188.0,C1=C(C=C(C=C1C(F)(F)F)Br)C(F)(F)F,1613.0,2188.0,226,368cc5cdec903f8d65bf,keep,,,verified_t1_t2,20.1625,27.35,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1
328-70-1,"3,5-Bis(trifluoromethyl)bromobenzene",0.98,1.699,100,DCM,300,10/1,15,2023-10-22_18-03-37.xlsx,Silica-CS 25g,1674.0,2237.0,C1=C(C=C(C=C1C(F)(F)F)Br)C(F)(F)F,1674.0,2237.0,227,bf1f39b165c34bbb48c1,keep,,,verified_t1_t2,20.925,27.9625,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1
328-70-1,"3,5-Bis(trifluoromethyl)bromobenzene",0.98,1.699,100,DCM,300,20/1,15,2023-10-22_18-09-19.xlsx,Silica-CS 25g,1712.0,2275.0,C1=C(C=C(C=C1C(F)(F)F)Br)C(F)(F)F,1712.0,2275.0,228,afe921294a1024fd32f4,keep,,,verified_t1_t2,21.4,28.4375,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1
328-70-1,"3,5-Bis(trifluoromethyl)bromobenzene",0.98,1.699,100,DCM,300,50/1,15,2023-10-22_18-15-07.xlsx,Silica-CS 25g,1743.0,2331.0,C1=C(C=C(C=C1C(F)(F)F)Br)C(F)(F)F,1743.0,2331.0,229,e2102bd18fe82fcafd51,keep,,,verified_t1_t2,21.7875,29.1375,FC(F)(F)c1cc(Br)cc(C(F)(F)F)c1
27139-97-5,2-Bromo-4-chlorotoluene,0.98,1.54,100,DCM,300,0/1,15,2023-10-22_18-51-43.xlsx,Silica-CS 25g,1278.0,1976.0,CC1=C(C=C(C=C1)Cl)Br,1278.0,1976.0,230,6da9e44f6e5c91b99a6a,keep,,,verified_t1_t2,15.975,24.7,Cc1ccc(Cl)cc1Br
27139-97-5,2-Bromo-4-chlorotoluene,0.98,1.54,100,DCM,300,1/1,15,2023-10-22_18-57-39.xlsx,Silica-CS 25g,1586.0,2432.0,CC1=C(C=C(C=C1)Cl)Br,1586.0,2432.0,231,bdf49c3bd5e70af7a3a7,keep,,,verified_t1_t2,19.825,30.4,Cc1ccc(Cl)cc1Br
27139-97-5,2-Bromo-4-chlorotoluene,0.98,1.54,100,DCM,300,2/1,15,2023-10-22_19-03-32.xlsx,Silica-CS 25g,1674.0,2383.0,CC1=C(C=C(C=C1)Cl)Br,1674.0,2383.0,232,aa74a7a5d8f53641188b,keep,,,verified_t1_t2,20.925,29.7875,Cc1ccc(Cl)cc1Br
27139-97-5,2-Bromo-4-chlorotoluene,0.98,1.54,100,DCM,300,5/1,15,2023-10-22_19-09-19.xlsx,Silica-CS 25g,1734.0,2313.0,CC1=C(C=C(C=C1)Cl)Br,1734.0,2313.0,233,393d514aa5d319214e4a,keep,,,verified_t1_t2,21.675,28.9125,Cc1ccc(Cl)cc1Br
27139-97-5,2-Bromo-4-chlorotoluene,0.98,1.54,100,DCM,300,10/1,15,2023-10-22_19-15-01.xlsx,Silica-CS 25g,1773.0,2264.0,CC1=C(C=C(C=C1)Cl)Br,1773.0,2264.0,234,1f654540e74bbe1f7cf8,keep,,,verified_t1_t2,22.1625,28.3,Cc1ccc(Cl)cc1Br
27139-97-5,2-Bromo-4-chlorotoluene,0.98,1.54,100,DCM,300,20/1,15,2023-10-22_19-22-28.xlsx,Silica-CS 25g,2566.0,3329.0,CC1=C(C=C(C=C1)Cl)Br,2566.0,3329.0,235,57a2e2d65ddc2fd19333,keep,,,verified_t1_t2,32.075,41.6125,Cc1ccc(Cl)cc1Br
27139-97-5,2-Bromo-4-chlorotoluene,0.98,1.54,100,DCM,300,50/1,15,2023-10-22_19-29-56.xlsx,Silica-CS 25g,2597.0,3331.0,CC1=C(C=C(C=C1)Cl)Br,2597.0,3331.0,236,9dbfada8084b3b4b0d8d,keep,,,verified_t1_t2,32.4625,41.6375,Cc1ccc(Cl)cc1Br
