CAS,name,Purity,Density g/ml,V/ul,loading solvent,Volume of loading solvent/ul,PE/EA,Flow mL/min,Ending time,column_specs,t1,t2,smiles,verified t1,verified t2,source_row_1based,sample_id,decision,decision_reason,quality_flags,label_source,V1_ml,V2_ml
27139-97-5,2-Bromo-4-chlorotoluene,0.98,1.54,100,DCM,300,20/1,30,2023-11-20_11-15-36.xlsx,Silica-CS 40g,1459,1837,CC1=C(C=C(C=C1)Cl)Br,1459,1837,370,be645be09746d65ab28f,keep,,,verified_t1_t2,36.475,45.925
23145-07-5,5-Bromo-1-benzofuran,0.9975,1.573,100,DCM,300,0/1,30,2023-11-20_11-32-27.xlsx,Silica-CS 40g,1099,1720,C1=CC2=C(C=CO2)C=C1Br,1099,1720,371,449d551f7fbfc0ccbc21,keep,,,verified_t1_t2,27.475,43.0
23145-07-5,5-Bromo-1-benzofuran,0.9975,1.573,100,DCM,300,1/1,30,2023-11-20_11-37-20.xlsx,Silica-CS 40g,1124,1862,C1=CC2=C(C=CO2)C=C1Br,1124,1862,372,48039c5b756fa9e56c09,keep,,,verified_t1_t2,28.1,46.55
23145-07-5,5-Bromo-1-benzofuran,0.9975,1.573,100,DCM,300,2/1,30,2023-11-20_11-42-34.xlsx,Silica-CS 40g,3409,3402,C1=CC2=C(C=CO2)C=C1Br,3409,3402,373,c826b031776b9e37cfa7,keep,,t1_gt_t2,verified_t1_t2,85.225,85.05
23145-07-5,5-Bromo-1-benzofuran,0.9975,1.573,100,DCM,300,5/1,30,2023-11-20_11-48-08.xlsx,Silica-CS 40g,1336,2267,C1=CC2=C(C=CO2)C=C1Br,1336,2267,374,01f80c96eb07e97f0e97,keep,,,verified_t1_t2,33.4,56.675
23145-07-5,5-Bromo-1-benzofuran,0.9975,1.573,100,DCM,300,10/1,30,2023-11-20_11-54-07.xlsx,Silica-CS 40g,1437,2527,C1=CC2=C(C=CO2)C=C1Br,1437,2527,375,2c2e1a9b16a09c936d01,keep,,,verified_t1_t2,35.925,63.175
883546-30-3,2-Bromo-4-trifluoromethoxy-1-iodobenzene,0.98,2.182,100,DCM,300,0/1,30,2023-11-20_12-15-18.xlsx,Silica-CS 40g,1114,1552,C1=CC(=C(C=C1OC(F)(F)F)Br)I,1114,1552,376,138e8adb3b5cfd544929,keep,,,verified_t1_t2,27.85,38.8
883546-30-3,2-Bromo-4-trifluoromethoxy-1-iodobenzene,0.98,2.182,100,DCM,300,1/1,30,2023-11-20_12-19-44.xlsx,Silica-CS 40g,1120,1608,C1=CC(=C(C=C1OC(F)(F)F)Br)I,1120,1608,377,727cba5e0f9b9e6a66a1,keep,,,verified_t1_t2,28.0,40.2
883546-30-3,2-Bromo-4-trifluoromethoxy-1-iodobenzene,0.98,2.182,100,DCM,300,2/1,30,2023-11-20_12-24-16.xlsx,Silica-CS 40g,1182,1666,C1=CC(=C(C=C1OC(F)(F)F)Br)I,1182,1666,378,7129c98b2c056976896c,keep,,,verified_t1_t2,29.55,41.65
883546-30-3,2-Bromo-4-trifluoromethoxy-1-iodobenzene,0.98,2.182,100,DCM,300,5/1,30,2023-11-20_12-28-59.xlsx,Silica-CS 40g,1226,1762,C1=CC(=C(C=C1OC(F)(F)F)Br)I,1226,1762,379,36c45e89a17a0bf85216,keep,,,verified_t1_t2,30.65,44.05
883546-30-3,2-Bromo-4-trifluoromethoxy-1-iodobenzene,0.98,2.182,100,DCM,300,10/1,30,2023-11-20_12-33-46.xlsx,Silica-CS 40g,1285,1845,C1=CC(=C(C=C1OC(F)(F)F)Br)I,1285,1845,380,ca1438b169275f547d3d,keep,,,verified_t1_t2,32.125,46.125
883546-30-3,2-Bromo-4-trifluoromethoxy-1-iodobenzene,0.98,2.182,100,DCM,300,20/1,30,2023-11-20_12-38-43.xlsx,Silica-CS 40g,1335,1906,C1=CC(=C(C=C1OC(F)(F)F)Br)I,1335,1906,381,0ea35f177d1eb05008e2,keep,,,verified_t1_t2,33.375,47.65
883546-30-3,2-Bromo-4-trifluoromethoxy-1-iodobenzene,0.98,2.182,100,DCM,300,50/1,30,2023-11-20_12-43-45.xlsx,Silica-CS 40g,1398,1957,C1=CC(=C(C=C1OC(F)(F)F)Br)I,1398,1957,382,44574e7a98b8e7d5bf17,keep,,,verified_t1_t2,34.95,48.925
2042-37-7,2-Bromobenzonitrile,0.99,1.496,100,DCM,300,0/1,30,2023-11-20_12-54-24.xlsx,Silica-CS 40g,1119,1615,C1=CC=C(C(=C1)C#N)Br,1119,1615,383,e3860202fabe8435fa57,keep,,,verified_t1_t2,27.975,40.375
2042-37-7,2-Bromobenzonitrile,0.99,1.496,100,DCM,300,1/1,30,2023-11-20_12-59-52.xlsx,Silica-CS 40g,1750,2204,C1=CC=C(C(=C1)C#N)Br,1750,2204,384,8173e353ebaa4897662a,keep,,,verified_t1_t2,43.75,55.1
2042-37-7,2-Bromobenzonitrile,0.99,1.496,100,DCM,300,2/1,30,2023-11-20_13-06-10.xlsx,Silica-CS 40g,2165,2736,C1=CC=C(C(=C1)C#N)Br,2165,2736,385,b1534f63fa5511df64a5,keep,,,verified_t1_t2,54.125,68.4
2042-37-7,2-Bromobenzonitrile,0.99,1.496,100,DCM,300,5/1,30,2023-11-20_13-14-48.xlsx,Silica-CS 40g,3294,4131,C1=CC=C(C(=C1)C#N)Br,3294,4131,386,ca06fa53f09b1ffe3b3f,keep,,,verified_t1_t2,82.35,103.275
2042-37-7,2-Bromobenzonitrile,0.99,1.496,100,DCM,300,10/1,30,2023-11-20_13-26-22.xlsx,Silica-CS 40g,4732,5897,C1=CC=C(C(=C1)C#N)Br,4732,5897,387,3dba5840310323ef6923,keep,,,verified_t1_t2,118.3,147.425
2042-37-7,2-Bromobenzonitrile,0.99,1.496,100,DCM,300,20/1,30,2023-11-20_13-41-37.xlsx,Silica-CS 40g,6626,8059,C1=CC=C(C(=C1)C#N)Br,6626,8059,388,b974219da74b70061c76,keep,,,verified_t1_t2,165.65,201.475
2042-37-7,2-Bromobenzonitrile,0.99,1.496,100,DCM,300,50/1,30,2023-11-20_14-02-44.xlsx,Silica-CS 40g,9952,12172,C1=CC=C(C(=C1)C#N)Br,9952,12172,389,4712675d61b496d74149,keep,,,verified_t1_t2,248.8,304.3
67713-23-9,"2,6-DIBROMOBENZALDEHYDE",0.9994,1.977,100,DCM,500,0/1,30,2023-11-20_14-31-43.xlsx,Silica-CS 40g,1026,1619,C1=CC(=C(C(=C1)Br)C=O)Br,1026,1619,390,403a7c7415da5ad787a8,keep,,,verified_t1_t2,25.65,40.475
67713-23-9,"2,6-DIBROMOBENZALDEHYDE",0.9994,1.977,100,DCM,500,1/1,30,2023-11-20_14-36-45.xlsx,Silica-CS 40g,1242,1986,C1=CC(=C(C(=C1)Br)C=O)Br,1242,1986,391,e61552f46be0f0aeefc7,keep,,,verified_t1_t2,31.05,49.65
67713-23-9,"2,6-DIBROMOBENZALDEHYDE",0.9994,1.977,100,DCM,500,2/1,30,2023-11-20_14-42-17.xlsx,Silica-CS 40g,1447,2267,C1=CC(=C(C(=C1)Br)C=O)Br,1447,2267,392,c4f9caf2cdc6a1ccc5f9,keep,,,verified_t1_t2,36.175,56.675
67713-23-9,"2,6-DIBROMOBENZALDEHYDE",0.9994,1.977,100,DCM,500,5/1,30,2023-11-20_14-48-50.xlsx,Silica-CS 40g,1852,2891,C1=CC(=C(C(=C1)Br)C=O)Br,1852,2891,393,9bfd562c41ba570967e2,keep,,,verified_t1_t2,46.3,72.275
67713-23-9,"2,6-DIBROMOBENZALDEHYDE",0.9994,1.977,100,DCM,500,10/1,30,2023-11-20_14-56-38.xlsx,Silica-CS 40g,2362,3632,C1=CC(=C(C(=C1)Br)C=O)Br,2362,3632,394,5e95d4cc16e572982b27,keep,,,verified_t1_t2,59.05,90.8
67713-23-9,"2,6-DIBROMOBENZALDEHYDE",0.9994,1.977,100,DCM,500,20/1,30,2023-11-20_15-05-56.xlsx,Silica-CS 40g,2983,4527,C1=CC(=C(C(=C1)Br)C=O)Br,2983,4527,395,1ae2478e4dd3fda4dd76,keep,,,verified_t1_t2,74.575,113.175
67713-23-9,"2,6-DIBROMOBENZALDEHYDE",0.9994,1.977,100,DCM,500,50/1,30,2023-11-20_15-17-35.xlsx,Silica-CS 40g,3987,5944,C1=CC(=C(C(=C1)Br)C=O)Br,3987,5944,396,c4ca13eb71255aa41895,keep,,,verified_t1_t2,99.675,148.6
3392-97-0,"2,6-Dimethoxybenzaldehyde",0.99,1.1708,100,DCM,500,0/1,30,2023-11-20_15-39-48.xlsx,Silica-CS 40g,1287,2957,COC1=C(C(=CC=C1)OC)C=O,1287,2957,397,13b944325f967b9b2c95,keep,,,verified_t1_t2,32.175,73.925
3392-97-0,"2,6-Dimethoxybenzaldehyde",0.99,1.1708,100,DCM,500,1/1,30,2023-11-20_15-50-16.xlsx,Silica-CS 40g,3171,5215,COC1=C(C(=CC=C1)OC)C=O,3171,5215,398,78c3c584333980fbee0a,keep,,,verified_t1_t2,79.275,130.375
3392-97-0,"2,6-Dimethoxybenzaldehyde",0.99,1.1708,100,DCM,500,2/1,30,2023-11-20_16-07-27.xlsx,Silica-CS 40g,5749,9200,COC1=C(C(=CC=C1)OC)C=O,5749,9200,399,c2651c76b54ceb075dbb,keep,,,verified_t1_t2,143.725,230.0
3392-97-0,"2,6-Dimethoxybenzaldehyde",0.99,1.1708,100,DCM,500,5/1,30,2023-11-20_16-50-45.xlsx,Silica-CS 40g,17497,24619,COC1=C(C(=CC=C1)OC)C=O,17497,24619,400,c7d1e3074397a774a7a6,keep,,,verified_t1_t2,437.425,615.475
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100,PE,300,0/1,30,2023-11-20_17-20-43.xlsx,Silica-CS 40g,1045,2298,CC1=CC(=C(C=C1)C=O)C,1045,2298,401,4e08a0e1086325e87b75,keep,,,verified_t1_t2,26.125,57.45
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100,PE,300,1/1,30,2023-11-20_17-25-55.xlsx,Silica-CS 40g,1304,2063,CC1=CC(=C(C=C1)C=O)C,1304,2063,402,bd9b2eac43f696add676,keep,,,verified_t1_t2,32.6,51.575
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100,PE,300,2/1,30,2023-11-20_17-31-32.xlsx,Silica-CS 40g,1521,2318,CC1=CC(=C(C=C1)C=O)C,1521,2318,403,e12c7cc754ae4a8f7076,keep,,,verified_t1_t2,38.025,57.95
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100,PE,300,5/1,30,2023-11-20_17-38-10.xlsx,Silica-CS 40g,1896,2921,CC1=CC(=C(C=C1)C=O)C,1896,2921,404,2586a1007a02aaea9728,keep,,,verified_t1_t2,47.4,73.025
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100,PE,300,10/1,30,2023-11-20_17-46-08.xlsx,Silica-CS 40g,2407,3747,CC1=CC(=C(C=C1)C=O)C,2407,3747,405,694dd38368cd56c0fc52,keep,,,verified_t1_t2,60.175,93.675
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100,PE,300,20/1,30,2023-11-20_17-56-27.xlsx,Silica-CS 40g,3291,5111,CC1=CC(=C(C=C1)C=O)C,3291,5111,406,cd81bb5aeb73fa7d2d26,keep,,,verified_t1_t2,82.275,127.775
15764-16-6,"2,4-Dimethylbenzaldehyde",0.95,0.962,100,PE,300,50/1,30,2023-11-20_18-11-42.xlsx,Silica-CS 40g,5918,8086,CC1=CC(=C(C=C1)C=O)C,5918,8086,407,0b57f4a4b92d5532de5e,keep,,,verified_t1_t2,147.95,202.15
611-70-1,Isobutyrophenone,0.97,0.988,100,DCM,300,0/1,30,2023-11-20_18-23-42.xlsx,Silica-CS 40g,1055,1641,CC(C)C(=O)C1=CC=CC=C1,1055,1641,408,c41081aba07f0df70ad9,keep,,,verified_t1_t2,26.375,41.025
611-70-1,Isobutyrophenone,0.97,0.988,100,DCM,300,1/1,30,2023-11-20_18-28-29.xlsx,Silica-CS 40g,1243,1847,CC(C)C(=O)C1=CC=CC=C1,1243,1847,409,a89f3d2488b5459d883f,keep,,,verified_t1_t2,31.075,46.175
611-70-1,Isobutyrophenone,0.97,0.988,100,DCM,300,2/1,30,2023-11-20_18-33-31.xlsx,Silica-CS 40g,1385,1990,CC(C)C(=O)C1=CC=CC=C1,1385,1990,410,76d5f88e39ed2ce5d349,keep,,,verified_t1_t2,34.625,49.75
611-70-1,Isobutyrophenone,0.97,0.988,100,DCM,300,5/1,30,2023-11-20_18-39-08.xlsx,Silica-CS 40g,1511,2315,CC(C)C(=O)C1=CC=CC=C1,1511,2315,411,6ef55169394384b47bbc,keep,,,verified_t1_t2,37.775,57.875
611-70-1,Isobutyrophenone,0.97,0.988,100,DCM,300,10/1,30,2023-11-20_18-45-36.xlsx,Silica-CS 40g,2005,2837,CC(C)C(=O)C1=CC=CC=C1,2005,2837,412,1f542d0d7e1dee2bd1c5,keep,,,verified_t1_t2,50.125,70.925
611-70-1,Isobutyrophenone,0.97,0.988,100,DCM,300,20/1,30,2023-11-20_18-52-59.xlsx,Silica-CS 40g,2360,3365,CC(C)C(=O)C1=CC=CC=C1,2360,3365,413,3b614a05f035eb43fa10,keep,,,verified_t1_t2,59.0,84.125
611-70-1,Isobutyrophenone,0.97,0.988,100,DCM,300,50/1,30,2023-11-20_19-03-07.xlsx,Silica-CS 40g,3411,5039,CC(C)C(=O)C1=CC=CC=C1,3411,5039,414,fd152405879f68f06147,keep,,,verified_t1_t2,85.275,125.975
2142-69-0,2'-Bromoacetophenone,0.98,1.476,100,DCM,300,0/1,30,2023-11-20_19-15-27.xlsx,Silica-CS 40g,1162,1602,CC(=O)C1=CC=CC=C1Br,1162,1602,415,1271c08d7c132066f750,keep,,,verified_t1_t2,29.05,40.05
2142-69-0,2'-Bromoacetophenone,0.98,1.476,100,DCM,300,1/1,30,2023-11-20_19-20-44.xlsx,Silica-CS 40g,1527,2102,CC(=O)C1=CC=CC=C1Br,1527,2102,416,599eb66eaa30c1ecdfa5,keep,,,verified_t1_t2,38.175,52.55
2142-69-0,2'-Bromoacetophenone,0.98,1.476,100,DCM,300,2/1,30,2023-11-20_19-26-41.xlsx,Silica-CS 40g,1819,2517,CC(=O)C1=CC=CC=C1Br,1819,2517,417,446cc493fc47d2914f3a,keep,,,verified_t1_t2,45.475,62.925
2142-69-0,2'-Bromoacetophenone,0.98,1.476,100,DCM,300,5/1,30,2023-11-20_19-34-19.xlsx,Silica-CS 40g,2630,3545,CC(=O)C1=CC=CC=C1Br,2630,3545,418,0ca736cd3f696174c313,keep,,,verified_t1_t2,65.75,88.625
2142-69-0,2'-Bromoacetophenone,0.98,1.476,100,DCM,300,10/1,30,2023-11-20_19-44-23.xlsx,Silica-CS 40g,3708,4990,CC(=O)C1=CC=CC=C1Br,3708,4990,419,b15f6e22de34050a122e,keep,,,verified_t1_t2,92.7,124.75
2142-69-0,2'-Bromoacetophenone,0.98,1.476,100,DCM,300,20/1,30,2023-11-20_19-58-18.xlsx,Silica-CS 40g,5512,7294,CC(=O)C1=CC=CC=C1Br,5512,7294,420,19668525b73435763546,keep,,,verified_t1_t2,137.8,182.35
2142-69-0,2'-Bromoacetophenone,0.98,1.476,100,DCM,300,50/1,30,2023-11-20_20-21-07.xlsx,Silica-CS 40g,10251,12580,CC(=O)C1=CC=CC=C1Br,10251,12580,421,8c75343adeed4a184262,keep,,,verified_t1_t2,256.275,314.5
437-81-0,"2,6-Difluorobenzaldehyde",0.95,1.317,100,DCM,300,0/1,30,2023-11-20_20-32-52.xlsx,Silica-CS 40g,1150,1690,C1=CC(=C(C(=C1)F)C=O)F,1150,1690,422,a1918a5abc4ecb30e553,keep,,,verified_t1_t2,28.75,42.25
437-81-0,"2,6-Difluorobenzaldehyde",0.95,1.317,100,DCM,300,1/1,30,2023-11-20_20-38-29.xlsx,Silica-CS 40g,1592,2315,C1=CC(=C(C(=C1)F)C=O)F,1592,2315,423,866c77a9f4812c10c2b9,keep,,,verified_t1_t2,39.8,57.875
437-81-0,"2,6-Difluorobenzaldehyde",0.95,1.317,100,DCM,300,2/1,30,2023-11-20_20-44-47.xlsx,Silica-CS 40g,1947,2724,C1=CC(=C(C(=C1)F)C=O)F,1947,2724,424,bb5183226f30452c07b9,keep,,,verified_t1_t2,48.675,68.1
437-81-0,"2,6-Difluorobenzaldehyde",0.95,1.317,100,DCM,300,5/1,30,2023-11-20_20-53-10.xlsx,Silica-CS 40g,2891,3974,C1=CC(=C(C(=C1)F)C=O)F,2891,3974,425,4062a38b32c851cc5d75,keep,,,verified_t1_t2,72.275,99.35
437-81-0,"2,6-Difluorobenzaldehyde",0.95,1.317,100,DCM,300,10/1,30,2023-11-20_21-04-19.xlsx,Silica-CS 40g,4073,5617,C1=CC(=C(C(=C1)F)C=O)F,4073,5617,426,c47d3ac4b60cc6691c5c,keep,,,verified_t1_t2,101.825,140.425
437-81-0,"2,6-Difluorobenzaldehyde",0.95,1.317,100,DCM,300,20/1,30,2023-11-20_21-19-19.xlsx,Silica-CS 40g,5706,7927,C1=CC(=C(C(=C1)F)C=O)F,5706,7927,427,a7505daca496f98df560,keep,,,verified_t1_t2,142.65,198.175
437-81-0,"2,6-Difluorobenzaldehyde",0.95,1.317,100,DCM,300,50/1,30,2023-11-20_21-41-36.xlsx,Silica-CS 40g,9209,12268,C1=CC(=C(C(=C1)F)C=O)F,9209,12268,428,0acb54154e168d945dd8,keep,,,verified_t1_t2,230.225,306.7
20469-65-2,"1-Bromo-3,5-dimethoxybenzene",0.999,1.412,100,DCM,300,0/1,30,2023-11-21_09-17-49.xlsx,Silica-CS 40g,1136,1526,COC1=CC(=CC(=C1)Br)OC,1136,1526,429,60c911f7f259e8e786fb,keep,,,verified_t1_t2,28.4,38.15
20469-65-2,"1-Bromo-3,5-dimethoxybenzene",0.999,1.412,100,DCM,300,1/1,30,2023-11-21_09-22-46.xlsx,Silica-CS 40g,1446,1913,COC1=CC(=CC(=C1)Br)OC,1446,1913,430,939c2cd403b28f8fdd05,keep,,,verified_t1_t2,36.15,47.825
20469-65-2,"1-Bromo-3,5-dimethoxybenzene",0.999,1.412,100,DCM,300,2/1,30,2023-11-21_09-28-13.xlsx,Silica-CS 40g,1678,2201,COC1=CC(=CC(=C1)Br)OC,1678,2201,431,e3308a68a74cbb5789d0,keep,,,verified_t1_t2,41.95,55.025
20469-65-2,"1-Bromo-3,5-dimethoxybenzene",0.999,1.412,100,DCM,300,5/1,30,2023-11-21_09-35-11.xlsx,Silica-CS 40g,2419,3139,COC1=CC(=CC(=C1)Br)OC,2419,3139,432,aefa6831a8f275203536,keep,,,verified_t1_t2,60.475,78.475
20469-65-2,"1-Bromo-3,5-dimethoxybenzene",0.999,1.412,100,DCM,300,10/1,30,2023-11-21_09-43-14.xlsx,Silica-CS 40g,2871,3780,COC1=CC(=CC(=C1)Br)OC,2871,3780,433,01e4ac01d04664bbfe5c,keep,,,verified_t1_t2,71.775,94.5
20469-65-2,"1-Bromo-3,5-dimethoxybenzene",0.999,1.412,100,DCM,300,20/1,30,2023-11-21_09-53-12.xlsx,Silica-CS 40g,3754,4945,COC1=CC(=CC(=C1)Br)OC,3754,4945,434,d6f2704d10a68d09b888,keep,,,verified_t1_t2,93.85,123.625
20469-65-2,"1-Bromo-3,5-dimethoxybenzene",0.999,1.412,100,DCM,300,50/1,30,2023-11-21_10-06-42.xlsx,Silica-CS 40g,5423,7045,COC1=CC(=CC(=C1)Br)OC,5423,7045,435,fe54c03962b9b6149ad0,keep,,,verified_t1_t2,135.575,176.125
32249-35-7,Methyl 3-cyclopropyl-3-oxopropionate,0.95,1.174,100,DCM,300,0/1,30,2023-11-21_10-57-22.xlsx,Silica-CS 40g,1453,2015,COC(=O)CC(=O)C1CC1,1453,2015,436,acf253a4f190e3a1bce7,keep,,,verified_t1_t2,36.325,50.375
32249-35-7,Methyl 3-cyclopropyl-3-oxopropionate,0.95,1.174,100,DCM,300,1/1,30,2023-11-21_11-04-20.xlsx,Silica-CS 40g,2183,3148,COC(=O)CC(=O)C1CC1,2183,3148,437,f7bbfa3a6fd951e8118e,keep,,,verified_t1_t2,54.575,78.7
32249-35-7,Methyl 3-cyclopropyl-3-oxopropionate,0.95,1.174,100,DCM,300,2/1,30,2023-11-21_11-13-48.xlsx,Silica-CS 40g,3080,4646,COC(=O)CC(=O)C1CC1,3080,4646,438,bae61371df5627a3022d,keep,,,verified_t1_t2,77.0,116.15
32249-35-7,Methyl 3-cyclopropyl-3-oxopropionate,0.95,1.174,100,DCM,300,5/1,30,2023-11-21_11-32-30.xlsx,Silica-CS 40g,5853,9155,COC(=O)CC(=O)C1CC1,5853,9155,439,88a299541a5d83e8cb29,keep,,,verified_t1_t2,146.325,228.875
32249-35-7,Methyl 3-cyclopropyl-3-oxopropionate,0.95,1.174,100,DCM,300,10/1,30,2023-11-21_12-04-15.xlsx,Silica-CS 40g,11852,17823,COC(=O)CC(=O)C1CC1,11852,17823,440,53065cbddabc0463a101,keep,,,verified_t1_t2,296.3,445.575
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,100,PE,300,0/1,30,2023-11-21_14-11-44.xlsx,Silica-CS 40g,1002,3871,CC1=CC(=C(C=C1)C(=O)C)C,1002,3871,441,d575ee3f9bf4ce07ff74,keep,,,verified_t1_t2,25.05,96.775
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,100,PE,300,1/1,30,2023-11-21_14-17-37.xlsx,Silica-CS 40g,1227,2458,CC1=CC(=C(C=C1)C(=O)C)C,1227,2458,442,3276486ad48aa52e230c,keep,,,verified_t1_t2,30.675,61.45
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,100,PE,300,2/1,30,2023-11-21_14-23-16.xlsx,Silica-CS 40g,1416,2330,CC1=CC(=C(C=C1)C(=O)C)C,1416,2330,443,b083e33e93185d2b7e77,keep,,,verified_t1_t2,35.4,58.25
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,100,PE,300,5/1,30,2023-11-21_14-30-15.xlsx,Silica-CS 40g,1904,3145,CC1=CC(=C(C=C1)C(=O)C)C,1904,3145,444,1d2806cc428721648efb,keep,,,verified_t1_t2,47.6,78.625
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,100,PE,300,10/1,30,2023-11-21_14-39-35.xlsx,Silica-CS 40g,2465,4535,CC1=CC(=C(C=C1)C(=O)C)C,2465,4535,445,d3b753ea679462f92c86,keep,,,verified_t1_t2,61.625,113.375
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,100,PE,300,20/1,30,2023-11-21_14-51-05.xlsx,Silica-CS 40g,3045,5801,CC1=CC(=C(C=C1)C(=O)C)C,3045,5801,446,b9e0895f9d39bca3a43d,keep,,,verified_t1_t2,76.125,145.025
89-74-7,"2',4'-Dimethylacetophenone",0.98,0.997,100,PE,300,50/1,30,2023-11-21_15-10-13.xlsx,Silica-CS 40g,7118,10367,CC1=CC(=C(C=C1)C(=O)C)C,7118,10367,447,ca44926ff598bcd2704b,keep,,,verified_t1_t2,177.95,259.175
585-74-0,3'-Methylacetophenone,0.97,0.986,100,PE,300,0/1,30,2023-11-21_15-27-48.xlsx,Silica-CS 40g,1046,3106,CC1=CC(=CC=C1)C(=O)C,1046,3106,448,0fdb878053e4346847a6,keep,,,verified_t1_t2,26.15,77.65
585-74-0,3'-Methylacetophenone,0.97,0.986,100,PE,300,1/1,30,2023-11-21_15-33-15.xlsx,Silica-CS 40g,1277,2234,CC1=CC(=CC=C1)C(=O)C,1277,2234,449,3e34a992ff9b40d376ad,keep,,,verified_t1_t2,31.925,55.85
585-74-0,3'-Methylacetophenone,0.97,0.986,100,PE,300,2/1,30,2023-11-21_15-39-02.xlsx,Silica-CS 40g,1576,2445,CC1=CC(=CC=C1)C(=O)C,1576,2445,450,5bb2219a6b1984a7228a,keep,,,verified_t1_t2,39.4,61.125
585-74-0,3'-Methylacetophenone,0.97,0.986,100,PE,300,5/1,30,2023-11-21_15-53-51.xlsx,Silica-CS 40g,2000,3198,CC1=CC(=CC=C1)C(=O)C,2000,3198,451,b7ca30fc1aac5dc15133,keep,,,verified_t1_t2,50.0,79.95
585-74-0,3'-Methylacetophenone,0.97,0.986,100,PE,300,10/1,30,2023-11-21_16-03-30.xlsx,Silica-CS 40g,3091,4706,CC1=CC(=CC=C1)C(=O)C,3091,4706,452,66bd65e1fc242ecccd8c,keep,,,verified_t1_t2,77.275,117.65
585-74-0,3'-Methylacetophenone,0.97,0.986,100,PE,300,20/1,30,2023-11-21_16-17-04.xlsx,Silica-CS 40g,4765,7091,CC1=CC(=CC=C1)C(=O)C,4765,7091,453,6e32a827411645f6feb5,keep,,,verified_t1_t2,119.125,177.275
585-74-0,3'-Methylacetophenone,0.97,0.986,100,PE,300,50/1,30,2023-11-21_16-40-47.xlsx,Silica-CS 40g,9729,13095,CC1=CC(=CC=C1)C(=O)C,9729,13095,454,bcf9fb6adc027ba343a8,keep,,,verified_t1_t2,243.225,327.375
579-74-8,2'-Methoxyacetophenone,0.98,1.09,100,PE,300,0/1,30,2023-11-21_17-07-54.xlsx,Silica-CS 40g,1092,2997,CC(=O)C1=CC=CC=C1OC,1092,2997,455,9d339b5182d562394df6,keep,,,verified_t1_t2,27.3,74.925
579-74-8,2'-Methoxyacetophenone,0.98,1.09,100,PE,300,1/1,30,2023-11-21_17-33-57.xlsx,Silica-CS 40g,1242,2267,CC(=O)C1=CC=CC=C1OC,1242,2267,456,4c95b0a7e43037a0035f,keep,,,verified_t1_t2,31.05,56.675
579-74-8,2'-Methoxyacetophenone,0.98,1.09,100,PE,300,2/1,30,2023-11-21_17-40-35.xlsx,Silica-CS 40g,1511,2944,CC(=O)C1=CC=CC=C1OC,1511,2944,457,ebc614bda74b418b0045,keep,,,verified_t1_t2,37.775,73.6
579-74-8,2'-Methoxyacetophenone,0.98,1.09,100,PE,300,5/1,30,2023-11-21_17-49-58.xlsx,Silica-CS 40g,3075,4541,CC(=O)C1=CC=CC=C1OC,3075,4541,458,293959778f42b44eaa55,keep,,,verified_t1_t2,76.875,113.525
579-74-8,2'-Methoxyacetophenone,0.98,1.09,100,PE,300,10/1,30,2023-11-21_17-56-46.xlsx,Silica-CS 40g,3207,4020,CC(=O)C1=CC=CC=C1OC,3207,4020,459,ce998320e746f397eae7,keep,,,verified_t1_t2,80.175,100.5
579-74-8,2'-Methoxyacetophenone,0.98,1.09,100,PE,300,20/1,30,2023-11-21_18-05-14.xlsx,Silica-CS 40g,1211,4038,CC(=O)C1=CC=CC=C1OC,1211,4038,460,a223509b94ea219a27fb,keep,,,verified_t1_t2,30.275,100.95
403-42-9,4-Fluoroacetophenone,0.99,1.143,100,PE,300,0/1,30,2023-11-21_18-31-27.xlsx,Silica-CS 40g,4378,4387,CC(=O)C1=CC=C(C=C1)F,4378,4387,461,26bb6c46c002dc0c2a8b,keep,,,verified_t1_t2,109.45,109.675
403-42-9,4-Fluoroacetophenone,0.99,1.143,100,PE,300,1/1,30,2023-11-21_18-37-14.xlsx,Silica-CS 40g,1502,2405,CC(=O)C1=CC=C(C=C1)F,1502,2405,462,0e717b6f9dd298c708ad,keep,,,verified_t1_t2,37.55,60.125
403-42-9,4-Fluoroacetophenone,0.99,1.143,100,PE,300,2/1,30,2023-11-21_18-43-52.xlsx,Silica-CS 40g,1900,2920,CC(=O)C1=CC=C(C=C1)F,1900,2920,463,d4f74c5f3d61b0dd49d8,keep,,,verified_t1_t2,47.5,73.0
