column,protocol,seed,budget,actual_budget,method,target,dimension,level,q33,q67,q90,n,rmse,mae,median_absolute_error,compounds,eligible
8g,row,769539383,30,30,physics_scale_residual,V2,source_q50,mid,11.6150533,16.86315068,28.017366000000006,29,10.59131424890731,6.3354742655274485,3.9927170299506827,,
8g,row,769539383,30,30,physics_scale_residual,V2,source_q50,high,11.6150533,16.86315068,28.017366000000006,38,27.507628326325182,17.200410667149537,11.846686399865437,,
8g,row,769539383,30,30,physics_scale_residual,V2,source_q50,top10,11.6150533,16.86315068,28.017366000000006,17,38.86475087802177,27.97372257329299,16.18352229326689,,
8g,row,769539383,30,30,physics_scale_residual,V2,target_magnitude,low,18.405666666666665,29.608500000000006,63.74333333333334,38,17.847970682077346,5.7728823417457145,2.3891804169999844,,
8g,row,769539383,30,30,physics_scale_residual,V2,target_magnitude,mid,18.405666666666665,29.608500000000006,63.74333333333334,39,8.28728489712753,5.7250140822668625,3.629799492177522,,
8g,row,769539383,30,30,physics_scale_residual,V2,target_magnitude,high,18.405666666666665,29.608500000000006,63.74333333333334,38,22.17103524159538,15.275560118044424,10.498655639595114,,
8g,row,769539383,30,30,physics_scale_residual,V2,target_magnitude,top10,18.405666666666665,29.608500000000006,63.74333333333334,12,36.19319302848526,29.70299839247042,26.17280889455316,,
8g,row,769539383,30,30,physics_scale_residual,V2,EA,low,,,,40,25.019868708898045,12.709855369349173,3.997883345756531,,
8g,row,769539383,30,30,physics_scale_residual,V2,EA,mid,,,,55,10.992727207525153,6.81375341611165,3.7338210315415434,,
8g,row,769539383,30,30,physics_scale_residual,V2,EA,high,,,,20,9.42473668810274,6.99828550101626,4.9248318676446825,,
8g,row,769539383,30,30,physics_scale_residual,V1,flow_ml_min,10,,,,115,8.47020359165099,4.171194866980949,2.2870259732459894,68.0,True
8g,row,769539383,30,30,physics_scale_residual,V2,flow_ml_min,10,,,,115,17.058077079933543,8.89666402330811,3.919417175737241,68.0,True
8g,row,769539383,30,30,raw_column_conditioned,V1,source_q50,low,5.393416254,7.247428477,15.695322000000013,54,5.2073379144995435,3.936926417901235,3.279971266666667,,
8g,row,769539383,30,30,raw_column_conditioned,V1,source_q50,mid,5.393416254,7.247428477,15.695322000000013,30,3.8276986877153543,3.3933058766666666,3.3287219166666677,,
8g,row,769539383,30,30,raw_column_conditioned,V1,source_q50,high,5.393416254,7.247428477,15.695322000000013,31,14.629209623412915,10.493089322580646,6.909105,,
8g,row,769539383,30,30,raw_column_conditioned,V1,source_q50,top10,5.393416254,7.247428477,15.695322000000013,10,24.416682999739905,22.15878476666667,19.065434999999997,,
8g,row,769539383,30,30,raw_column_conditioned,V1,target_magnitude,low,9.839333333333332,13.844000000000005,30.655000000000022,38,7.218991208253213,3.461192360526315,2.70332815,,
8g,row,769539383,30,30,raw_column_conditioned,V1,target_magnitude,mid,9.839333333333332,13.844000000000005,30.655000000000022,39,3.936780290710687,3.7185021495726502,3.5680579999999997,,
8g,row,769539383,30,30,raw_column_conditioned,V1,target_magnitude,high,9.839333333333332,13.844000000000005,30.655000000000022,38,12.516822554181942,9.556107324561404,6.845117000000001,,
8g,row,769539383,30,30,raw_column_conditioned,V1,target_magnitude,top10,9.839333333333332,13.844000000000005,30.655000000000022,12,19.263128257189052,16.671660722222224,14.61883333333333,,
8g,row,769539383,30,30,raw_column_conditioned,V1,EA,low,,,,40,12.275723344939973,7.819117517500001,4.342777666666666,,
8g,row,769539383,30,30,raw_column_conditioned,V1,EA,mid,,,,55,6.482793490992841,4.974167367272727,3.5680579999999997,,
8g,row,769539383,30,30,raw_column_conditioned,V1,EA,high,,,,20,3.154760077022814,2.666753298333334,2.382694333333334,,
8g,row,769539383,30,30,raw_column_conditioned,V2,source_q50,low,11.6150533,16.86315068,28.017366000000006,48,6.987238779028183,5.166606961805556,4.090164,,
8g,row,769539383,30,30,raw_column_conditioned,V2,source_q50,mid,11.6150533,16.86315068,28.017366000000006,29,12.978393548470834,8.520940425287357,5.952615333333334,,
8g,row,769539383,30,30,raw_column_conditioned,V2,source_q50,high,11.6150533,16.86315068,28.017366000000006,38,21.12843129394395,13.57152097368421,10.522135499999996,,
8g,row,769539383,30,30,raw_column_conditioned,V2,source_q50,top10,11.6150533,16.86315068,28.017366000000006,17,29.54776364569104,20.57388825490196,13.906293333333338,,
8g,row,769539383,30,30,raw_column_conditioned,V2,target_magnitude,low,18.405666666666665,29.608500000000006,63.74333333333334,38,14.70178248761399,5.309131210526318,3.5271469999999994,,
8g,row,769539383,30,30,raw_column_conditioned,V2,target_magnitude,mid,18.405666666666665,29.608500000000006,63.74333333333334,39,7.262487497600338,6.388989794871795,5.952615333333334,,
8g,row,769539383,30,30,raw_column_conditioned,V2,target_magnitude,high,18.405666666666665,29.608500000000006,63.74333333333334,38,19.140299805570862,14.734331986842108,12.691998333333324,,
8g,row,769539383,30,30,raw_column_conditioned,V2,target_magnitude,top10,18.405666666666665,29.608500000000006,63.74333333333334,12,28.62486840371344,23.503213416666668,14.486251999999997,,
8g,row,769539383,30,30,raw_column_conditioned,V2,EA,low,,,,40,20.01255803004291,11.754472541666667,6.173361166666666,,
8g,row,769539383,30,30,raw_column_conditioned,V2,EA,mid,,,,55,10.747155627758893,7.352757627272727,5.3751999999999995,,
8g,row,769539383,30,30,raw_column_conditioned,V2,EA,high,,,,20,9.53699129420672,6.812081616666665,4.155925666666667,,
8g,row,769539383,30,30,raw_column_conditioned,V1,flow_ml_min,10,,,,115,8.616591275031416,5.562425842318841,3.5721676333333328,68.0,True
8g,row,769539383,30,30,raw_column_conditioned,V2,flow_ml_min,10,,,,115,14.503899832368543,8.789758291304347,5.347492333333333,68.0,True
8g,row,769539383,30,30,mass_normalized_column_conditioned,V1,source_q50,low,5.393416254,7.247428477,15.695322000000013,54,4.191293213931739,2.7044109598765433,1.5754778333333328,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V1,source_q50,mid,5.393416254,7.247428477,15.695322000000013,30,3.1203938720524342,2.319406116666666,1.8129055833333307,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V1,source_q50,high,5.393416254,7.247428477,15.695322000000013,31,14.711822325341647,9.482468494623657,4.446666666666665,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V1,source_q50,top10,5.393416254,7.247428477,15.695322000000013,10,21.024984310760146,14.737810266666665,5.878994166666665,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V1,target_magnitude,low,9.839333333333332,13.844000000000005,30.655000000000022,38,8.559426288043571,4.031003771929825,2.131388666666666,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V1,target_magnitude,mid,9.839333333333332,13.844000000000005,30.655000000000022,39,3.64308948345536,2.28206223076923,1.4114223333333342,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V1,target_magnitude,high,9.839333333333332,13.844000000000005,30.655000000000022,38,11.060425084904985,7.036798114035087,2.989665499999999,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V1,target_magnitude,top10,9.839333333333332,13.844000000000005,30.655000000000022,12,16.262999579665397,11.29381522222222,4.960489999999998,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V1,EA,low,,,,40,12.48617897227854,7.525458845833333,2.989665499999999,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V1,EA,mid,,,,55,5.191541214510926,2.7244732909090907,1.437742,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V1,EA,high,,,,20,3.4039499846979098,2.935625691666666,2.4182181666666676,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V2,source_q50,low,11.6150533,16.86315068,28.017366000000006,48,5.158998830525498,3.951837503472222,3.910938166666668,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V2,source_q50,mid,11.6150533,16.86315068,28.017366000000006,29,10.37106273746828,6.783172793103449,4.829614666666664,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V2,source_q50,high,11.6150533,16.86315068,28.017366000000006,38,28.529057493117556,21.810972096491227,17.172063166666668,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V2,source_q50,top10,11.6150533,16.86315068,28.017366000000006,17,39.24810959073653,33.48950296078432,26.29958,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V2,target_magnitude,low,18.405666666666665,29.608500000000006,63.74333333333334,38,13.903066081590948,5.738689298245615,4.199727500000001,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V2,target_magnitude,mid,18.405666666666665,29.608500000000006,63.74333333333334,39,9.06062900525627,6.682258106837608,4.570716333333337,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V2,target_magnitude,high,18.405666666666665,29.608500000000006,63.74333333333334,38,25.535469946040447,19.382602403508773,12.979991166666668,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V2,target_magnitude,top10,18.405666666666665,29.608500000000006,63.74333333333334,12,38.96596639902705,34.26156508333334,38.93795166666668,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V2,EA,low,,,,40,23.71495368277449,15.539944566666668,7.952336666666671,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V2,EA,mid,,,,55,13.888581007264486,7.681794027272728,4.570716333333337,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V2,EA,high,,,,20,10.536019627391056,8.556034833333335,6.647977666666666,,
8g,row,769539383,30,30,mass_normalized_column_conditioned,V1,flow_ml_min,10,,,,115,8.314622861632252,4.431103466666667,2.030495333333331,68.0,True
8g,row,769539383,30,30,mass_normalized_column_conditioned,V2,flow_ml_min,10,,,,115,17.52643043856784,10.56710565942029,5.727577666666667,68.0,True
8g,row,769539383,50,50,scale_only,V1,source_q50,low,5.3149071469999996,7.45597713,16.425144,52,3.932456868145884,3.155725278706675,2.8071258819962166,,
8g,row,769539383,50,50,scale_only,V1,source_q50,mid,5.3149071469999996,7.45597713,16.425144,34,5.054862239638723,4.521351558189628,4.505513723768266,,
8g,row,769539383,50,50,scale_only,V1,source_q50,high,5.3149071469999996,7.45597713,16.425144,29,15.633903778849252,10.351467533204534,6.413044242418447,,
8g,row,769539383,50,50,scale_only,V1,source_q50,top10,5.3149071469999996,7.45597713,16.425144,9,25.08332011562606,17.298037316518972,9.436724431199394,,
8g,row,769539383,50,50,scale_only,V1,target_magnitude,low,9.839333333333332,13.844000000000005,30.655000000000022,38,11.310264209139037,6.284190940760134,3.7265988926810096,,
8g,row,769539383,50,50,scale_only,V1,target_magnitude,mid,9.839333333333332,13.844000000000005,30.655000000000022,39,3.646425818245804,3.193396023721953,3.0426515231722906,,
8g,row,769539383,50,50,scale_only,V1,target_magnitude,high,9.839333333333332,13.844000000000005,30.655000000000022,38,9.433206912177019,6.70196119105486,5.184573574478232,,
8g,row,769539383,50,50,scale_only,V1,target_magnitude,top10,9.839333333333332,13.844000000000005,30.655000000000022,12,13.552432557016024,9.65469037312285,5.932322728693368,,
8g,row,769539383,50,50,scale_only,V1,EA,low,,,,40,12.469528697793644,6.988907835915431,3.651904145740124,,
8g,row,769539383,50,50,scale_only,V1,EA,mid,,,,55,5.679407785726225,4.287947266889392,2.957477991449979,,
8g,row,769539383,50,50,scale_only,V1,EA,high,,,,20,6.194418511602621,5.13114064092961,4.198177030116504,,
8g,row,769539383,50,50,scale_only,V2,source_q50,low,11.82125168,16.427606530000002,31.693171299999992,50,5.6349861970220845,4.711962687994304,4.427648911890858,,
8g,row,769539383,50,50,scale_only,V2,source_q50,mid,11.82125168,16.427606530000002,31.693171299999992,24,10.37748812089154,7.0719741700414644,5.397803227426854,,
8g,row,769539383,50,50,scale_only,V2,source_q50,high,11.82125168,16.427606530000002,31.693171299999992,41,23.63789238222317,16.662037074789275,13.063539388112972,,
8g,row,769539383,50,50,scale_only,V2,source_q50,top10,11.82125168,16.427606530000002,31.693171299999992,14,35.65242821980651,25.9904734206973,18.54233322213398,,
8g,row,769539383,50,50,scale_only,V2,target_magnitude,low,18.405666666666665,29.608500000000006,63.74333333333334,38,17.174820923987436,7.499434969495109,4.510356837262021,,
8g,row,769539383,50,50,scale_only,V2,target_magnitude,mid,18.405666666666665,29.608500000000006,63.74333333333334,39,9.564990409907912,7.381150888863686,6.055301707509365,,
8g,row,769539383,50,50,scale_only,V2,target_magnitude,high,18.405666666666665,29.608500000000006,63.74333333333334,38,17.994087690278562,13.569095290541389,10.259264001113149,,
8g,row,769539383,50,50,scale_only,V2,target_magnitude,top10,18.405666666666665,29.608500000000006,63.74333333333334,12,27.883246689769432,23.750368637579914,21.0105634808383,,
8g,row,769539383,50,50,scale_only,V2,EA,low,,,,40,22.232768125117754,13.832103337953518,8.516573527360617,,
8g,row,769539383,50,50,scale_only,V2,EA,mid,,,,55,10.13120331548448,7.054518517501592,4.589179616138619,,
8g,row,769539383,50,50,scale_only,V2,EA,high,,,,20,9.121146687058594,7.359319128317116,5.006758853369124,,
8g,row,769539383,50,50,scale_only,V1,flow_ml_min,10,,,,115,8.728286975492207,5.374054138557617,3.625036880768695,68.0,True
8g,row,769539383,50,50,scale_only,V2,flow_ml_min,10,,,,115,15.345588776166684,9.464948126496266,6.269951813793469,68.0,True
8g,row,769539383,50,50,local_identity_shrinkage,V1,source_q50,low,5.3149071469999996,7.45597713,16.425144,52,3.431658417478456,2.0998756471698856,1.404246347910087,,
8g,row,769539383,50,50,local_identity_shrinkage,V1,source_q50,mid,5.3149071469999996,7.45597713,16.425144,34,3.7279575061497123,3.1201506142595536,3.1172566999224838,,
8g,row,769539383,50,50,local_identity_shrinkage,V1,source_q50,high,5.3149071469999996,7.45597713,16.425144,29,13.845444787148548,8.523381434784659,4.428541832540798,,
8g,row,769539383,50,50,local_identity_shrinkage,V1,source_q50,top10,5.3149071469999996,7.45597713,16.425144,9,22.604228883966293,14.829274528226923,6.864614934334952,,
8g,row,769539383,50,50,local_identity_shrinkage,V1,target_magnitude,low,9.839333333333332,13.844000000000005,30.655000000000022,38,10.170555379273454,4.734423166971003,2.2729444494653213,,
8g,row,769539383,50,50,local_identity_shrinkage,V1,target_magnitude,mid,9.839333333333332,13.844000000000005,30.655000000000022,39,2.3443521652907533,1.8873370364058388,1.54859026386392,,
8g,row,769539383,50,50,local_identity_shrinkage,V1,target_magnitude,high,9.839333333333332,13.844000000000005,30.655000000000022,38,8.109465141160623,5.498486615307582,3.91255515143607,,
8g,row,769539383,50,50,local_identity_shrinkage,V1,target_magnitude,top10,9.839333333333332,13.844000000000005,30.655000000000022,12,11.417916240599075,7.763787993283098,3.91255515143607,,
8g,row,769539383,50,50,local_identity_shrinkage,V1,EA,low,,,,40,11.185272025900474,5.664203801981945,2.8429716666165827,,
8g,row,769539383,50,50,local_identity_shrinkage,V1,EA,mid,,,,55,4.583148819362081,2.941341667289061,1.4943095358582248,,
8g,row,769539383,50,50,local_identity_shrinkage,V1,EA,high,,,,20,4.921279226014463,3.7057386183118908,2.731009771037368,,
8g,row,769539383,50,50,local_identity_shrinkage,V2,source_q50,low,11.82125168,16.427606530000002,31.693171299999992,50,5.094704489275864,3.5553313219426483,2.371396443707365,,
8g,row,769539383,50,50,local_identity_shrinkage,V2,source_q50,mid,11.82125168,16.427606530000002,31.693171299999992,24,10.061163819265838,6.085242705794674,4.815880561887086,,
8g,row,769539383,50,50,local_identity_shrinkage,V2,source_q50,high,11.82125168,16.427606530000002,31.693171299999992,41,22.559548728129368,15.002845880353824,10.892945658761228,,
8g,row,769539383,50,50,local_identity_shrinkage,V2,source_q50,top10,11.82125168,16.427606530000002,31.693171299999992,14,34.60021833835591,24.362413287320717,16.70783876199106,,
8g,row,769539383,50,50,local_identity_shrinkage,V2,target_magnitude,low,18.405666666666665,29.608500000000006,63.74333333333334,38,16.415490248679777,5.535588998340655,2.571161042274664,,
8g,row,769539383,50,50,local_identity_shrinkage,V2,target_magnitude,mid,18.405666666666665,29.608500000000006,63.74333333333334,39,8.343621034602357,6.122422828480735,5.100427222801262,,
8g,row,769539383,50,50,local_identity_shrinkage,V2,target_magnitude,high,18.405666666666665,29.608500000000006,63.74333333333334,38,17.500895668758396,12.889531575868888,8.81950429579271,,
8g,row,769539383,50,50,local_identity_shrinkage,V2,target_magnitude,top10,18.405666666666665,29.608500000000006,63.74333333333334,12,27.521956138224056,22.839973884752215,19.5070561589178,,
8g,row,769539383,50,50,local_identity_shrinkage,V2,EA,low,,,,40,21.343729118645165,12.272153606056927,6.382675862914203,,
