column,protocol,seed,budget,actual_budget,method,target,dimension,level,q33,q67,q90,n,rmse,mae,median_absolute_error,compounds,eligible
8g,compound,536279090,70,67,conditional_policy,V2,target_magnitude,mid,18.52,29.57833333333334,59.71666666666667,41,2.9346090659763098,2.3902588174107158,2.2233100886549764,,
8g,compound,536279090,70,67,conditional_policy,V2,target_magnitude,high,18.52,29.57833333333334,59.71666666666667,40,14.226222940770825,8.003017498301668,5.355740281262317,,
8g,compound,536279090,70,67,conditional_policy,V2,target_magnitude,top10,18.52,29.57833333333334,59.71666666666667,13,22.76476979776786,13.807999640558933,7.220959491947653,,
8g,compound,536279090,70,67,conditional_policy,V2,EA,low,,,,47,8.153221537884454,5.156726097207568,3.581741434142579,,
8g,compound,536279090,70,67,conditional_policy,V2,EA,mid,,,,55,9.670488264901833,3.515740410942784,2.004806944148392,,
8g,compound,536279090,70,67,conditional_policy,V2,EA,high,,,,19,4.44167527774997,2.538633444412835,1.895039132175775,,
8g,compound,536279090,70,67,conditional_policy,V1,flow_ml_min,10,,,,121,5.211698805347433,3.260414964309245,2.073564322602114,18.0,True
8g,compound,536279090,70,67,conditional_policy,V2,flow_ml_min,10,,,,121,8.451453977616643,3.9997180546648985,2.1870233584865346,18.0,True
8g,compound,536279090,70,67,target_head_only,V1,source_q50,low,4.7131182250000005,5.703503571000001,8.416436650000001,25,1.710100809387267,1.3193329986666662,1.0985643333333321,,
8g,compound,536279090,70,67,target_head_only,V1,source_q50,mid,4.7131182250000005,5.703503571000001,8.416436650000001,27,1.8477565575891102,1.2436287530864196,0.9417308333333345,,
8g,compound,536279090,70,67,target_head_only,V1,source_q50,high,4.7131182250000005,5.703503571000001,8.416436650000001,69,7.636898332059615,4.7115470845410625,2.3527856666666658,,
8g,compound,536279090,70,67,target_head_only,V1,source_q50,top10,4.7131182250000005,5.703503571000001,8.416436650000001,36,10.21933840226533,7.121652638888889,4.989953333333334,,
8g,compound,536279090,70,67,target_head_only,V1,target_magnitude,low,9.791666666666668,16.180000000000003,34.35,40,2.8476001225276755,1.8005886841666665,1.0602528499999995,,
8g,compound,536279090,70,67,target_head_only,V1,target_magnitude,mid,9.791666666666668,16.180000000000003,34.35,41,1.7939282179643314,1.4568141040650404,1.5416136666666667,,
8g,compound,536279090,70,67,target_head_only,V1,target_magnitude,high,9.791666666666668,16.180000000000003,34.35,40,9.66078306078269,6.497628112499998,3.838381499999999,,
8g,compound,536279090,70,67,target_head_only,V1,target_magnitude,top10,9.791666666666668,16.180000000000003,34.35,13,15.337544393884796,11.883708564102562,8.096139999999998,,
8g,compound,536279090,70,67,target_head_only,V1,EA,low,,,,47,6.393213183555752,4.2744625673758865,2.592855666666667,,
8g,compound,536279090,70,67,target_head_only,V1,EA,mid,,,,55,6.212976776778799,2.7910620721212123,1.3773683333333313,,
8g,compound,536279090,70,67,target_head_only,V1,EA,high,,,,19,2.766614014892507,1.9605208157894733,1.096392333333334,,
8g,compound,536279090,70,67,target_head_only,V2,source_q50,low,10.38165143,16.65913857,24.247070100000002,39,2.356114672089177,1.8602730769230766,1.3593639999999994,,
8g,compound,536279090,70,67,target_head_only,V2,source_q50,mid,10.38165143,16.65913857,24.247070100000002,43,5.414089220711291,3.6319929069767447,2.6227129999999974,,
8g,compound,536279090,70,67,target_head_only,V2,source_q50,high,10.38165143,16.65913857,24.247070100000002,39,20.03259220745149,11.493352564102562,6.27028,,
8g,compound,536279090,70,67,target_head_only,V2,source_q50,top10,10.38165143,16.65913857,24.247070100000002,21,26.77003223362107,17.20617766666666,12.279446666666658,,
8g,compound,536279090,70,67,target_head_only,V2,target_magnitude,low,18.52,29.57833333333334,59.71666666666667,40,1.9679517429720585,1.5378753416666664,1.2962685,,
8g,compound,536279090,70,67,target_head_only,V2,target_magnitude,mid,18.52,29.57833333333334,59.71666666666667,41,3.2519217899160786,2.8562005934959345,2.935837666666666,,
8g,compound,536279090,70,67,target_head_only,V2,target_magnitude,high,18.52,29.57833333333334,59.71666666666667,40,20.334286591828,12.458696425,7.818699500000001,,
8g,compound,536279090,70,67,target_head_only,V2,target_magnitude,top10,18.52,29.57833333333334,59.71666666666667,13,33.63999146944297,24.700996461538452,17.551696666666672,,
8g,compound,536279090,70,67,target_head_only,V2,EA,low,,,,47,10.40044213952163,6.847677163120567,4.016363666666667,,
8g,compound,536279090,70,67,target_head_only,V2,EA,mid,,,,55,14.52229333304001,5.464129248484848,2.4637973333333356,,
8g,compound,536279090,70,67,target_head_only,V2,EA,high,,,,19,4.836969327922604,2.8736399824561403,1.978209333333334,,
8g,compound,536279090,70,67,target_head_only,V1,flow_ml_min,10,,,,121,5.884232712721284,3.23684338953168,1.6768206666666643,18.0,True
8g,compound,536279090,70,67,target_head_only,V2,flow_ml_min,10,,,,121,11.897571326194265,5.594769380165289,2.8911153333333317,18.0,True
8g,compound,536279090,70,67,standard_shallow_finetune,V1,source_q50,low,4.7131182250000005,5.703503571000001,8.416436650000001,25,1.8903546878727802,1.6219821079999996,1.7013243333333339,,
8g,compound,536279090,70,67,standard_shallow_finetune,V1,source_q50,mid,4.7131182250000005,5.703503571000001,8.416436650000001,27,2.1417241059314387,1.3571922407407409,0.8896680000000003,,
8g,compound,536279090,70,67,standard_shallow_finetune,V1,source_q50,high,4.7131182250000005,5.703503571000001,8.416436650000001,69,7.159674872343065,4.285549555555556,2.3607996666666686,,
8g,compound,536279090,70,67,standard_shallow_finetune,V1,source_q50,top10,4.7131182250000005,5.703503571000001,8.416436650000001,36,9.512060393595155,6.22763712037037,3.5613470000000005,,
8g,compound,536279090,70,67,standard_shallow_finetune,V1,target_magnitude,low,9.791666666666668,16.180000000000003,34.35,40,2.5819609464879383,1.7909038999999995,1.1520906833333324,,
8g,compound,536279090,70,67,standard_shallow_finetune,V1,target_magnitude,mid,9.791666666666668,16.180000000000003,34.35,41,2.1849262452988625,1.641949407317073,1.377532333333333,,
8g,compound,536279090,70,67,standard_shallow_finetune,V1,target_magnitude,high,9.791666666666668,16.180000000000003,34.35,40,9.0661441507497,5.848514520833333,3.233074833333334,,
8g,compound,536279090,70,67,standard_shallow_finetune,V1,target_magnitude,top10,9.791666666666668,16.180000000000003,34.35,13,14.276459271982164,10.495608564102563,8.032495000000004,,
8g,compound,536279090,70,67,standard_shallow_finetune,V1,EA,low,,,,47,5.5897148257036715,3.8974742198581565,2.3607996666666686,,
8g,compound,536279090,70,67,standard_shallow_finetune,V1,EA,mid,,,,55,6.302042690053703,2.83494488060606,1.4397613333333332,,
8g,compound,536279090,70,67,standard_shallow_finetune,V1,EA,high,,,,19,2.263125742627748,1.7786003035087719,0.9623059999999999,,
8g,compound,536279090,70,67,standard_shallow_finetune,V2,source_q50,low,10.38165143,16.65913857,24.247070100000002,39,2.5706939260521655,2.0401545256410256,1.7377386666666652,,
8g,compound,536279090,70,67,standard_shallow_finetune,V2,source_q50,mid,10.38165143,16.65913857,24.247070100000002,43,5.132170681283263,3.3235463875969002,2.21706,,
8g,compound,536279090,70,67,standard_shallow_finetune,V2,source_q50,high,10.38165143,16.65913857,24.247070100000002,39,16.519040845543003,8.324871914529917,4.195073666666673,,
8g,compound,536279090,70,67,standard_shallow_finetune,V2,source_q50,top10,10.38165143,16.65913857,24.247070100000002,21,22.060153068156716,12.323230047619044,7.01367033333333,,
8g,compound,536279090,70,67,standard_shallow_finetune,V2,target_magnitude,low,18.52,29.57833333333334,59.71666666666667,40,2.3227719192023106,1.7152356624999996,1.2625289999999998,,
8g,compound,536279090,70,67,standard_shallow_finetune,V2,target_magnitude,mid,18.52,29.57833333333334,59.71666666666667,41,3.265961059948228,2.71631450406504,2.61055,,
8g,compound,536279090,70,67,standard_shallow_finetune,V2,target_magnitude,high,18.52,29.57833333333334,59.71666666666667,40,16.86671808013656,9.179255116666667,5.734913333333335,,
8g,compound,536279090,70,67,standard_shallow_finetune,V2,target_magnitude,top10,18.52,29.57833333333334,59.71666666666667,13,27.77434520976308,17.54525715384615,12.001316666666668,,
8g,compound,536279090,70,67,standard_shallow_finetune,V2,EA,low,,,,47,7.779763882488564,5.035561914893616,3.640119999999996,,
8g,compound,536279090,70,67,standard_shallow_finetune,V2,EA,mid,,,,55,12.610833719243915,4.643566766666666,2.0333550000000002,,
8g,compound,536279090,70,67,standard_shallow_finetune,V2,EA,high,,,,19,4.818278680584426,2.8989970350877194,1.928094999999999,,
8g,compound,536279090,70,67,standard_shallow_finetune,V1,flow_ml_min,10,,,,121,5.56716294518541,3.0817905994490356,1.9800473666666658,18.0,True
8g,compound,536279090,70,67,standard_shallow_finetune,V2,flow_ml_min,10,,,,121,9.972103442321103,4.521888643250689,2.2500176666666682,18.0,True
8g,compound,536279090,70,67,packing_mass_physical_scale,V1,source_q50,low,4.7131182250000005,5.703503571000001,8.416436650000001,25,1.485107230813111,1.06564117304484,0.9670397440592442,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V1,source_q50,mid,4.7131182250000005,5.703503571000001,8.416436650000001,27,1.0322255877190063,0.809153679270803,0.755755043029783,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V1,source_q50,high,4.7131182250000005,5.703503571000001,8.416436650000001,69,7.130295854789405,4.450229933181248,2.408586438496908,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V1,source_q50,top10,4.7131182250000005,5.703503571000001,8.416436650000001,36,9.383448452347677,6.368659302040384,5.062534332275391,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V1,target_magnitude,low,9.791666666666668,16.180000000000003,34.35,40,3.35103886669347,2.053499388694763,0.9747545242309563,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V1,target_magnitude,mid,9.791666666666668,16.180000000000003,34.35,41,1.2776696354901818,1.0885586490476031,1.076978302001951,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V1,target_magnitude,high,9.791666666666668,16.180000000000003,34.35,40,8.769030063900479,5.7195790974299126,3.6397068023681687,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V1,target_magnitude,top10,9.791666666666668,16.180000000000003,34.35,13,13.597762502271634,10.057519863813354,6.699552917480489,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V1,EA,low,,,,47,5.13504877392932,3.6269022217879066,1.8658551534016965,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V1,EA,mid,,,,55,6.215243068678454,2.535478105834036,0.9670397440592442,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V1,EA,high,,,,19,3.4641422387194094,2.402018095317639,1.6674026489257798,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V2,source_q50,low,10.38165143,16.65913857,24.247070100000002,39,3.0598567262613763,2.6232546798184395,2.4730612436930333,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V2,source_q50,mid,10.38165143,16.65913857,24.247070100000002,43,6.141129336751564,5.032687664771266,4.2478366851806655,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V2,source_q50,high,10.38165143,16.65913857,24.247070100000002,39,13.788954659062334,10.31645524114625,9.22041549682617,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V2,source_q50,top10,10.38165143,16.65913857,24.247070100000002,21,17.560404293995738,13.752908942812965,12.106128946940103,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V2,target_magnitude,low,18.52,29.57833333333334,59.71666666666667,40,4.322025720388818,3.7314476283391316,3.404546292622884,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V2,target_magnitude,mid,18.52,29.57833333333334,59.71666666666667,41,5.013195403901417,3.88660915343742,3.3429504394531264,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V2,target_magnitude,high,18.52,29.57833333333334,59.71666666666667,40,13.806237213184536,10.311134401957194,8.71480407714844,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V2,target_magnitude,top10,18.52,29.57833333333334,59.71666666666667,13,20.343678007819914,15.659579056959881,13.3574223836263,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V2,EA,low,,,,47,11.283645675176874,8.198250918016363,5.487301635742185,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V2,EA,mid,,,,55,7.364299128890231,4.86877025719845,3.304695638020835,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V2,EA,high,,,,19,4.7860562205386366,3.5765315373738606,3.3429504394531264,,
8g,compound,536279090,70,67,packing_mass_physical_scale,V1,flow_ml_min,10,,,,121,5.448439019385024,2.938463174016023,1.3244893391927093,18.0,True
8g,compound,536279090,70,67,packing_mass_physical_scale,V2,flow_ml_min,10,,,,121,8.81494830455189,5.959126086799896,3.9858670552571596,18.0,True
8g,compound,536279090,70,67,physics_scale_residual,V1,source_q50,low,4.7131182250000005,5.703503571000001,8.416436650000001,25,1.2455499424332366,0.9039333733497186,0.6715599566582595,,
8g,compound,536279090,70,67,physics_scale_residual,V1,source_q50,mid,4.7131182250000005,5.703503571000001,8.416436650000001,27,1.4856694343375978,1.2446947608414334,1.158380093212548,,
8g,compound,536279090,70,67,physics_scale_residual,V1,source_q50,high,4.7131182250000005,5.703503571000001,8.416436650000001,69,6.7137616844641395,4.519225470990914,2.80610559555487,,
8g,compound,536279090,70,67,physics_scale_residual,V1,source_q50,top10,4.7131182250000005,5.703503571000001,8.416436650000001,36,8.727851159862597,6.424962832313675,4.548045395578253,,
8g,compound,536279090,70,67,physics_scale_residual,V1,target_magnitude,low,9.791666666666668,16.180000000000003,34.35,40,3.415335011512649,2.1429110788185177,1.1472256223344628,,
8g,compound,536279090,70,67,physics_scale_residual,V1,target_magnitude,mid,9.791666666666668,16.180000000000003,34.35,41,1.6618067358987734,1.3718210934066721,1.101349491264184,,
8g,compound,536279090,70,67,physics_scale_residual,V1,target_magnitude,high,9.791666666666668,16.180000000000003,34.35,40,8.106664789086063,5.651763559810513,4.130907210522514,,
8g,compound,536279090,70,67,physics_scale_residual,V1,target_magnitude,top10,9.791666666666668,16.180000000000003,34.35,13,12.163190334251711,9.093028887130505,6.440976765806369,,
8g,compound,536279090,70,67,physics_scale_residual,V1,EA,low,,,,47,5.9328041554058,4.015313354708865,2.3648428892285445,,
8g,compound,536279090,70,67,physics_scale_residual,V1,EA,mid,,,,55,4.9774171464752515,2.551525656137605,1.1805859809431798,,
8g,compound,536279090,70,67,physics_scale_residual,V1,EA,high,,,,19,3.175610300508837,2.051474295576307,1.101349491264184,,
8g,compound,536279090,70,67,physics_scale_residual,V2,source_q50,low,10.38165143,16.65913857,24.247070100000002,39,2.2820556768394797,1.7809242741009745,1.4952691990941442,,
8g,compound,536279090,70,67,physics_scale_residual,V2,source_q50,mid,10.38165143,16.65913857,24.247070100000002,43,4.809400341827148,3.243040617212644,2.1998722960295467,,
8g,compound,536279090,70,67,physics_scale_residual,V2,source_q50,high,10.38165143,16.65913857,24.247070100000002,39,16.70223359200856,9.156962789651821,5.887323799578617,,
8g,compound,536279090,70,67,physics_scale_residual,V2,source_q50,top10,10.38165143,16.65913857,24.247070100000002,21,22.272948338325477,13.539286435203305,8.875212228804955,,
8g,compound,536279090,70,67,physics_scale_residual,V2,target_magnitude,low,18.52,29.57833333333334,59.71666666666667,40,2.774197693594656,2.083797363981927,1.5380281771835511,,
8g,compound,536279090,70,67,physics_scale_residual,V2,target_magnitude,mid,18.52,29.57833333333334,59.71666666666667,41,2.8563760088702104,2.249082185745577,1.86436015534197,,
8g,compound,536279090,70,67,physics_scale_residual,V2,target_magnitude,high,18.52,29.57833333333334,59.71666666666667,40,16.907813375008825,9.761601946291426,6.251176914639082,,
8g,compound,536279090,70,67,physics_scale_residual,V2,target_magnitude,top10,18.52,29.57833333333334,59.71666666666667,13,27.613022823327597,17.636875571454294,11.054938046773117,,
8g,compound,536279090,70,67,physics_scale_residual,V2,EA,low,,,,47,8.558891608542904,5.421360870919008,3.506954304059917,,
8g,compound,536279090,70,67,physics_scale_residual,V2,EA,mid,,,,55,12.259818781949837,4.603750812777062,1.8616114954240466,,
8g,compound,536279090,70,67,physics_scale_residual,V2,EA,high,,,,19,4.399080442034103,3.053583494240582,2.5433069529931878,,
8g,compound,536279090,70,67,physics_scale_residual,V1,flow_ml_min,10,,,,121,5.1494417225009785,3.0415838873953285,1.4353702279968097,18.0,True
8g,compound,536279090,70,67,physics_scale_residual,V2,flow_ml_min,10,,,,121,9.990626713999838,4.677920182037214,2.4121779488713244,18.0,True
8g,compound,536279090,70,67,raw_column_conditioned,V1,source_q50,low,4.7131182250000005,5.703503571000001,8.416436650000001,25,2.5007537560686437,2.1584928586666665,2.434202,,
8g,compound,536279090,70,67,raw_column_conditioned,V1,source_q50,mid,4.7131182250000005,5.703503571000001,8.416436650000001,27,2.1770495381254773,1.7882692061728394,1.4430650000000007,,
8g,compound,536279090,70,67,raw_column_conditioned,V1,source_q50,high,4.7131182250000005,5.703503571000001,8.416436650000001,69,25.133251169736088,15.951698896618359,9.082311666666667,,
8g,compound,536279090,70,67,raw_column_conditioned,V1,source_q50,top10,4.7131182250000005,5.703503571000001,8.416436650000001,36,34.468400896516584,26.68791845277778,18.504940166666668,,
8g,compound,536279090,70,67,raw_column_conditioned,V1,target_magnitude,low,9.791666666666668,16.180000000000003,34.35,40,2.3002476761447,1.9215580033333333,1.8037109999999998,,
8g,compound,536279090,70,67,raw_column_conditioned,V1,target_magnitude,mid,9.791666666666668,16.180000000000003,34.35,41,4.0765819481044865,3.352676133333333,3.1423924000000003,,
8g,compound,536279090,70,67,raw_column_conditioned,V1,target_magnitude,high,9.791666666666668,16.180000000000003,34.35,40,32.77851763002136,24.7147693075,16.572805666666667,,
8g,compound,536279090,70,67,raw_column_conditioned,V1,target_magnitude,top10,9.791666666666668,16.180000000000003,34.35,13,53.47408217884859,48.10772025641025,44.079251,,
8g,compound,536279090,70,67,raw_column_conditioned,V1,EA,low,,,,47,22.533411688342788,14.770115615602839,9.082311666666667,,
8g,compound,536279090,70,67,raw_column_conditioned,V1,EA,mid,,,,55,18.971402675769845,8.41561399030303,2.7569953333333332,,
8g,compound,536279090,70,67,raw_column_conditioned,V1,EA,high,,,,19,3.3285754079655665,2.4136110789473677,1.3093146999999998,,
8g,compound,536279090,70,67,raw_column_conditioned,V2,source_q50,low,10.38165143,16.65913857,24.247070100000002,39,4.14871296206023,3.643623615384615,3.4117940000000004,,
8g,compound,536279090,70,67,raw_column_conditioned,V2,source_q50,mid,10.38165143,16.65913857,24.247070100000002,43,7.779726396046405,6.01992642248062,5.341977333333334,,
8g,compound,536279090,70,67,raw_column_conditioned,V2,source_q50,high,10.38165143,16.65913857,24.247070100000002,39,59.65912650964212,39.85461732478632,25.25838333333333,,
8g,compound,536279090,70,67,raw_column_conditioned,V2,source_q50,top10,10.38165143,16.65913857,24.247070100000002,21,80.02060277051834,62.33177653968255,42.33852366666666,,
8g,compound,536279090,70,67,raw_column_conditioned,V2,target_magnitude,low,18.52,29.57833333333334,59.71666666666667,40,3.489553274423016,2.993111275,2.9297329999999997,,
8g,compound,536279090,70,67,raw_column_conditioned,V2,target_magnitude,mid,18.52,29.57833333333334,59.71666666666667,41,6.808352206881511,5.785742800813007,5.567989666666666,,
8g,compound,536279090,70,67,raw_column_conditioned,V2,target_magnitude,high,18.52,29.57833333333334,59.71666666666667,40,59.09641770396499,39.958708175,24.949269833333332,,
8g,compound,536279090,70,67,raw_column_conditioned,V2,target_magnitude,top10,18.52,29.57833333333334,59.71666666666667,13,99.10976815680772,82.97660207692306,62.793866666666666,,
8g,compound,536279090,70,67,raw_column_conditioned,V2,EA,low,,,,47,34.47723247890919,21.26327855673759,11.230297666666669,,
8g,compound,536279090,70,67,raw_column_conditioned,V2,EA,mid,,,,55,39.29976014881114,15.435794890909088,4.991673333333331,,
8g,compound,536279090,70,67,raw_column_conditioned,V2,EA,high,,,,19,8.173095567823317,5.6287064035087715,3.108731333333333,,
8g,compound,536279090,70,67,raw_column_conditioned,V1,flow_ml_min,10,,,,121,19.04111550297054,9.941428214049589,3.432272666666667,18.0,True
8g,compound,536279090,70,67,raw_column_conditioned,V2,flow_ml_min,10,,,,121,34.26718580116902,16.15940688292011,5.653486999999998,18.0,True
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V1,source_q50,low,4.7131182250000005,5.703503571000001,8.416436650000001,25,1.9691506510231522,1.550298373333333,1.3499986666666661,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V1,source_q50,mid,4.7131182250000005,5.703503571000001,8.416436650000001,27,2.182855295498337,1.8160875925925926,1.618178666666667,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V1,source_q50,high,4.7131182250000005,5.703503571000001,8.416436650000001,69,12.446774698880693,7.698350685990336,4.257227000000002,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V1,source_q50,top10,4.7131182250000005,5.703503571000001,8.416436650000001,36,16.894591659926856,12.155588759259256,6.990012666666665,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V1,target_magnitude,low,9.791666666666668,16.180000000000003,34.35,40,3.065677973155984,2.2167354541666664,1.6904105000000005,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V1,target_magnitude,mid,9.791666666666668,16.180000000000003,34.35,41,2.6137816430158294,2.2671397845528456,1.9594283333333333,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V1,target_magnitude,high,9.791666666666668,16.180000000000003,34.35,40,16.014977786136797,10.933896808333333,6.410207,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V1,target_magnitude,top10,9.791666666666668,16.180000000000003,34.35,13,26.06505888179567,21.509338410256404,22.212232,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V1,EA,low,,,,47,10.289706954476848,6.458602929078013,4.481999999999999,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V1,EA,mid,,,,55,10.294566656492353,5.023749742424242,2.750896666666666,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V1,EA,high,,,,19,2.40784826739911,2.0588130614035087,1.7663779999999996,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V2,source_q50,low,10.38165143,16.65913857,24.247070100000002,39,6.452730118992031,4.878034820512821,4.126865000000002,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V2,source_q50,mid,10.38165143,16.65913857,24.247070100000002,43,7.462092318730486,5.678513906976745,4.508950666666664,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V2,source_q50,high,10.38165143,16.65913857,24.247070100000002,39,21.275909338996595,13.498390572649573,8.250493333333331,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V2,source_q50,top10,10.38165143,16.65913857,24.247070100000002,21,27.87081132345274,19.631501968253968,14.03340333333334,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V2,target_magnitude,low,18.52,29.57833333333334,59.71666666666667,40,7.122204331042021,5.639726166666667,4.779603,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V2,target_magnitude,mid,18.52,29.57833333333334,59.71666666666667,41,6.908881747683099,5.033521471544716,3.7663133333333363,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V2,target_magnitude,high,18.52,29.57833333333334,59.71666666666667,40,21.027405184177802,13.222331533333332,8.281315,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V2,target_magnitude,top10,18.52,29.57833333333334,59.71666666666667,13,34.69965305643892,26.923899666666664,20.45317633333333,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V2,EA,low,,,,47,12.053001528574171,8.507853801418438,7.146001333333334,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V2,EA,mid,,,,55,15.949894476558317,8.284525509090912,4.720661333333336,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V2,EA,high,,,,19,6.697489494575872,5.544139824561403,4.432135000000002,,
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V1,flow_ml_min,10,,,,121,9.497812636651767,5.115520840220386,2.7134363333333322,18.0,True
8g,compound,536279090,70,67,mass_normalized_column_conditioned,V2,flow_ml_min,10,,,,121,13.383146259335378,7.940964366391185,5.030672666666666,18.0,True
8g,compound,536279090,100,97,scale_only,V1,source_q50,low,4.83365987,6.09044592,10.7731028,31,1.706329731800154,1.2203223599714077,0.9522873172756352,,
8g,compound,536279090,100,97,scale_only,V1,source_q50,mid,4.83365987,6.09044592,10.7731028,26,2.4384620457524675,2.0949030269637436,2.0566815146675816,,
8g,compound,536279090,100,97,scale_only,V1,source_q50,high,4.83365987,6.09044592,10.7731028,64,6.82911470415525,4.543367798077247,2.705120581244249,,
8g,compound,536279090,100,97,scale_only,V1,source_q50,top10,4.83365987,6.09044592,10.7731028,21,8.297844278578372,6.103624477442847,4.310063119894956,,
8g,compound,536279090,100,97,scale_only,V1,target_magnitude,low,9.791666666666668,16.180000000000003,34.35,40,4.221915764093077,2.868963688371084,1.78412716555194,,
8g,compound,536279090,100,97,scale_only,V1,target_magnitude,mid,9.791666666666668,16.180000000000003,34.35,41,1.8242770269117243,1.4612020767355396,1.370582160975017,,
8g,compound,536279090,100,97,scale_only,V1,target_magnitude,high,9.791666666666668,16.180000000000003,34.35,40,7.71391963996645,5.210129456402859,3.7907059234341336,,
8g,compound,536279090,100,97,scale_only,V1,target_magnitude,top10,9.791666666666668,16.180000000000003,34.35,13,11.818099930186223,8.759784348960519,5.9689059961296635,,
8g,compound,536279090,100,97,scale_only,V1,EA,low,,,,47,5.1882525047556545,3.5276752064260766,2.169641925138741,,
8g,compound,536279090,100,97,scale_only,V1,EA,mid,,,,55,5.411070292311992,2.8696712675397684,1.6161789020783246,,
8g,compound,536279090,100,97,scale_only,V1,EA,high,,,,19,4.316954374088722,3.1284398168632577,2.2099158335353035,,
8g,compound,536279090,100,97,scale_only,V2,source_q50,low,11.39951456,18.381317510000002,31.329919800000003,48,3.2243097283505184,2.0993403408968376,1.7391865144240484,,
8g,compound,536279090,100,97,scale_only,V2,source_q50,mid,11.39951456,18.381317510000002,31.329919800000003,40,4.697593502209301,3.207316524649807,2.0083633159197856,,
8g,compound,536279090,100,97,scale_only,V2,source_q50,high,11.39951456,18.381317510000002,31.329919800000003,33,13.898179647815214,8.058240308280048,5.136334050808557,,
8g,compound,536279090,100,97,scale_only,V2,source_q50,top10,11.39951456,18.381317510000002,31.329919800000003,12,19.438725440912677,11.319143043770062,5.476580517999388,,
8g,compound,536279090,100,97,scale_only,V2,target_magnitude,low,18.52,29.57833333333334,59.71666666666667,40,2.573561538354158,2.0172609655220297,1.8458766815410401,,
8g,compound,536279090,100,97,scale_only,V2,target_magnitude,mid,18.52,29.57833333333334,59.71666666666667,41,3.0940109287357056,2.369515960316142,1.7874762185574262,,
8g,compound,536279090,100,97,scale_only,V2,target_magnitude,high,18.52,29.57833333333334,59.71666666666667,40,13.321555852381563,7.928558363210977,5.485159693737611,,
8g,compound,536279090,100,97,scale_only,V2,target_magnitude,top10,18.52,29.57833333333334,59.71666666666667,13,21.028984166638594,13.05853460125229,5.8339853366666645,,
8g,compound,536279090,100,97,scale_only,V2,EA,low,,,,47,8.237332574993301,5.480241098769313,3.595469457143622,,
8g,compound,536279090,100,97,scale_only,V2,EA,mid,,,,55,8.748397769965806,3.4277453810727305,1.9975519907570742,,
8g,compound,536279090,100,97,scale_only,V2,EA,high,,,,19,4.337443298711862,2.572926311638118,1.8900083365682594,,
8g,compound,536279090,100,97,scale_only,V1,flow_ml_min,10,,,,121,5.166334610916133,3.1658926523728494,1.8919028476715756,18.0,True
8g,compound,536279090,100,97,scale_only,V2,flow_ml_min,10,,,,121,8.006181403990121,4.090767996051919,2.428654166063838,18.0,True
8g,compound,536279090,100,97,local_identity_shrinkage,V1,source_q50,low,4.83365987,6.09044592,10.7731028,31,1.5243212278508154,1.0706299014612624,0.7687309787286694,,
8g,compound,536279090,100,97,local_identity_shrinkage,V1,source_q50,mid,4.83365987,6.09044592,10.7731028,26,2.0449245808323555,1.7078825767778532,1.6139710774343143,,
