column,protocol,seed,budget,actual_budget,method,target,n,rmse,mae,median_absolute_error
25g,compound,769539383,30,30,mass_normalized_column_conditioned,center,111,43.08435474959494,20.735079144144148,8.545406
25g,compound,769539383,30,30,mass_normalized_column_conditioned,width,111,22.001756752014117,14.34566801801802,9.831654000000007
25g,compound,769539383,50,52,scale_only,center,111,19.482693550046164,15.395716905931039,13.818806250570105
25g,compound,769539383,50,52,scale_only,width,111,17.09041731154406,11.19264251409919,6.547275711271915
25g,compound,769539383,50,52,local_identity_shrinkage,center,111,17.170904456603232,11.392741248085223,7.499340872657804
25g,compound,769539383,50,52,local_identity_shrinkage,width,111,18.05224127327598,13.085335558271614,9.97914639762082
25g,compound,769539383,50,52,conditional_EA,center,111,17.00584595651119,12.024189047400627,7.813183287664998
25g,compound,769539383,50,52,conditional_EA,width,111,17.18179787821076,11.798338033110841,7.896028923924991
25g,compound,769539383,50,52,conditional_policy,center,111,17.00584595651119,12.024189047400627,7.813183287664998
25g,compound,769539383,50,52,conditional_policy,width,111,17.18179787821076,11.798338033110841,7.896028923924991
25g,compound,769539383,50,52,target_head_only,center,111,40.500454474758634,23.487897403153145,10.999918999999995
25g,compound,769539383,50,52,target_head_only,width,111,27.32786098943625,17.175437067567568,9.529896
25g,compound,769539383,50,52,standard_shallow_finetune,center,111,26.360302327592265,15.24723072072072,7.597721
25g,compound,769539383,50,52,standard_shallow_finetune,width,111,15.60533778517739,9.981145927927926,5.270443999999998
25g,compound,769539383,50,52,packing_mass_physical_scale,center,111,27.214675894435143,23.966859040711373,21.606669211387633
25g,compound,769539383,50,52,packing_mass_physical_scale,width,111,37.373752516013944,31.056089876149148,25.969101059436802
25g,compound,769539383,50,52,physics_scale_residual,center,111,20.57769870516271,12.893760497128637,6.679243526862528
25g,compound,769539383,50,52,physics_scale_residual,width,111,15.91024111469138,10.616178960969883,6.357201980766973
25g,compound,769539383,50,52,raw_column_conditioned,center,111,48.095786587478614,26.986961650000005,12.950136999999998
25g,compound,769539383,50,52,raw_column_conditioned,width,111,22.04672374464337,11.759724033333333,5.031351000000001
25g,compound,769539383,50,52,mass_normalized_column_conditioned,center,111,43.1420239806662,20.750140593243245,7.844929499999999
25g,compound,769539383,50,52,mass_normalized_column_conditioned,width,111,22.341283220485984,14.278855083783785,8.803070000000005
25g,compound,769539383,70,70,scale_only,center,111,19.38947760523074,12.9886062056089,9.9103570886438
25g,compound,769539383,70,70,scale_only,width,111,15.90783867248024,10.62566958428896,6.8594578619112205
25g,compound,769539383,70,70,local_identity_shrinkage,center,111,16.439144638754865,9.681632275035419,4.80236457229017
25g,compound,769539383,70,70,local_identity_shrinkage,width,111,16.954359179553204,12.01951929577518,8.96917373749626
25g,compound,769539383,70,70,conditional_EA,center,111,16.634114196337038,10.449180307477654,6.419955952592083
25g,compound,769539383,70,70,conditional_EA,width,111,16.101217629729323,10.675305344677787,6.77512916928063
25g,compound,769539383,70,70,conditional_policy,center,111,16.634114196337038,10.449180307477654,6.419955952592083
25g,compound,769539383,70,70,conditional_policy,width,111,16.101217629729323,10.675305344677787,6.77512916928063
25g,compound,769539383,70,70,target_head_only,center,111,40.84847855958444,23.626480815315315,10.688196499999997
25g,compound,769539383,70,70,target_head_only,width,111,27.186047565701692,17.099351720720723,9.394911000000004
25g,compound,769539383,70,70,standard_shallow_finetune,center,111,26.692338502242425,14.851130031531534,7.453217999999993
25g,compound,769539383,70,70,standard_shallow_finetune,width,111,14.78827270899713,9.250315288288288,4.9350580000000015
25g,compound,769539383,70,70,packing_mass_physical_scale,center,111,27.214675894435143,23.966859040711373,21.606669211387633
25g,compound,769539383,70,70,packing_mass_physical_scale,width,111,37.373752516013944,31.056089876149148,25.969101059436802
25g,compound,769539383,70,70,physics_scale_residual,center,111,21.11298555265054,12.574597659084372,6.47202190733131
25g,compound,769539383,70,70,physics_scale_residual,width,111,15.932155061790512,10.593776823410266,6.430551067634092
25g,compound,769539383,70,70,raw_column_conditioned,center,111,49.24344191407356,26.994895711711713,11.8033325
25g,compound,769539383,70,70,raw_column_conditioned,width,111,23.453810210496943,12.40851646846847,4.423608
25g,compound,769539383,70,70,mass_normalized_column_conditioned,center,111,44.81087326254664,21.409821315315316,8.300528
25g,compound,769539383,70,70,mass_normalized_column_conditioned,width,111,22.427394581124105,14.95475742342342,10.952609000000006
25g,compound,769539383,100,98,scale_only,center,111,19.6069118264836,12.721781227876175,9.636120938932805
25g,compound,769539383,100,98,scale_only,width,111,15.983768020937289,10.446479046327498,6.563269097658811
25g,compound,769539383,100,98,local_identity_shrinkage,center,111,17.35997219044697,10.076927003392727,5.813778385003761
25g,compound,769539383,100,98,local_identity_shrinkage,width,111,16.35417479144094,11.029682056245115,6.023854237490177
25g,compound,769539383,100,98,conditional_EA,center,111,18.23069972344144,10.87898454515263,6.92603951937317
25g,compound,769539383,100,98,conditional_EA,width,111,15.239108046520842,9.58415741402021,5.273290184143226
25g,compound,769539383,100,98,conditional_policy,center,111,18.23069972344144,10.87898454515263,6.92603951937317
25g,compound,769539383,100,98,conditional_policy,width,111,15.239108046520842,9.58415741402021,5.273290184143226
25g,compound,769539383,100,98,target_head_only,center,111,40.93016676666435,23.560034833333333,10.471732499999998
25g,compound,769539383,100,98,target_head_only,width,111,27.223422507451737,17.06405853153153,9.298585000000003
25g,compound,769539383,100,98,standard_shallow_finetune,center,111,28.608122635988515,16.57546341216216,8.4302
25g,compound,769539383,100,98,standard_shallow_finetune,width,111,15.406920662762856,9.520323626126126,5.146695000000001
25g,compound,769539383,100,98,packing_mass_physical_scale,center,111,27.214675894435143,23.966859040711373,21.606669211387633
25g,compound,769539383,100,98,packing_mass_physical_scale,width,111,37.373752516013944,31.056089876149148,25.969101059436802
25g,compound,769539383,100,98,physics_scale_residual,center,111,20.349097687867275,12.571088689477229,7.023927104780327
25g,compound,769539383,100,98,physics_scale_residual,width,111,16.27681378430596,10.439651134397698,5.984626773941216
25g,compound,769539383,100,98,raw_column_conditioned,center,111,45.19869503426173,22.468379308558564,8.505719499999998
25g,compound,769539383,100,98,raw_column_conditioned,width,111,20.741071472471692,11.989771166666666,6.217262000000002
25g,compound,769539383,100,98,mass_normalized_column_conditioned,center,111,46.096362277537146,21.737282615765768,8.848566000000005
25g,compound,769539383,100,98,mass_normalized_column_conditioned,width,111,23.916609059847527,15.76581235405405,10.560254000000004
25g,compound,1425370602,30,33,scale_only,center,101,17.408199608138453,12.437933375700474,10.252684375624305
25g,compound,1425370602,30,33,scale_only,width,101,10.646175636755014,8.283464547663659,6.484574484936761
25g,compound,1425370602,30,33,local_identity_shrinkage,center,101,15.825713566302571,9.502040908715792,5.30146414539751
25g,compound,1425370602,30,33,local_identity_shrinkage,width,101,11.397941466910769,8.64619541711351,6.777292188108291
25g,compound,1425370602,30,33,conditional_EA,center,101,14.355899368076113,9.528753557285699,5.880708523046508
25g,compound,1425370602,30,33,conditional_EA,width,101,14.320323452370644,11.30437092198818,9.296120066792199
25g,compound,1425370602,30,33,conditional_policy,center,101,14.355899368076113,9.528753557285699,5.880708523046508
25g,compound,1425370602,30,33,conditional_policy,width,101,14.320323452370644,11.30437092198818,9.296120066792199
25g,compound,1425370602,30,33,target_head_only,center,101,34.907076150423784,21.32957741336634,10.136391
25g,compound,1425370602,30,33,target_head_only,width,101,20.811500458652496,14.636516242574256,8.660623000000001
25g,compound,1425370602,30,33,standard_shallow_finetune,center,101,21.08359701465549,11.820666747524752,5.3659
25g,compound,1425370602,30,33,standard_shallow_finetune,width,101,7.932582156708673,5.880689831683169,4.161317
25g,compound,1425370602,30,33,packing_mass_physical_scale,center,101,27.294066272937037,24.54998364064953,24.687872350215912
25g,compound,1425370602,30,33,packing_mass_physical_scale,width,101,37.571999475035554,32.45058795072065,29.246695065498336
25g,compound,1425370602,30,33,physics_scale_residual,center,101,16.31325798355332,9.98161347037366,5.866656078746914
25g,compound,1425370602,30,33,physics_scale_residual,width,101,9.322102565554431,7.311490997025489,6.1465230107834365
25g,compound,1425370602,30,33,raw_column_conditioned,center,101,35.6918641942425,22.94938452871287,12.6525937
25g,compound,1425370602,30,33,raw_column_conditioned,width,101,11.897796124079731,7.914263033663368,4.821039000000013
25g,compound,1425370602,30,33,mass_normalized_column_conditioned,center,101,24.337917262280563,15.669914811881188,12.568173000000002
25g,compound,1425370602,30,33,mass_normalized_column_conditioned,width,101,17.479579565094706,14.326668910891092,11.276486999999996
25g,compound,1425370602,50,47,scale_only,center,101,17.597780469426763,12.199082009891187,9.228050768728092
25g,compound,1425370602,50,47,scale_only,width,101,10.276942083950404,7.892920910895411,5.870451622922602
25g,compound,1425370602,50,47,local_identity_shrinkage,center,101,15.841695670955001,9.579607667782494,5.896831350536321
25g,compound,1425370602,50,47,local_identity_shrinkage,width,101,10.977223415796544,8.15626443872783,6.403899429064921
25g,compound,1425370602,50,47,conditional_EA,center,101,14.84031385835072,9.078728062740874,4.82932130460447
25g,compound,1425370602,50,47,conditional_EA,width,101,11.657291452015416,8.750928459408149,6.359148085491938
25g,compound,1425370602,50,47,conditional_policy,center,101,14.84031385835072,9.078728062740874,4.82932130460447
25g,compound,1425370602,50,47,conditional_policy,width,101,11.657291452015416,8.750928459408149,6.359148085491938
25g,compound,1425370602,50,47,target_head_only,center,101,34.967188829615715,21.14535172029703,9.687251
25g,compound,1425370602,50,47,target_head_only,width,101,20.85046402514736,14.726488084158415,8.762276
25g,compound,1425370602,50,47,standard_shallow_finetune,center,101,23.34780020869242,12.598622366336636,4.689224500000002
25g,compound,1425370602,50,47,standard_shallow_finetune,width,101,8.157278318763838,5.66913396039604,3.8201959999999957
25g,compound,1425370602,50,47,packing_mass_physical_scale,center,101,27.294066272937037,24.54998364064953,24.687872350215912
25g,compound,1425370602,50,47,packing_mass_physical_scale,width,101,37.571999475035554,32.45058795072065,29.246695065498336
25g,compound,1425370602,50,47,physics_scale_residual,center,101,15.893120730370944,9.768842306381412,5.97532394648367
25g,compound,1425370602,50,47,physics_scale_residual,width,101,8.553681770035555,6.568216224077455,4.798057118459795
25g,compound,1425370602,50,47,raw_column_conditioned,center,101,33.521985574379286,22.088259230693073,12.5050789
25g,compound,1425370602,50,47,raw_column_conditioned,width,101,11.023661297253827,7.377496267326732,4.5497060000000005
25g,compound,1425370602,50,47,mass_normalized_column_conditioned,center,101,32.03494386850414,17.59199749009901,9.489519999999999
25g,compound,1425370602,50,47,mass_normalized_column_conditioned,width,101,14.061988695645361,10.803505811881188,8.854066000000003
25g,compound,1425370602,70,72,scale_only,center,101,17.498621627447292,12.303859605141154,9.652082251967506
25g,compound,1425370602,70,72,scale_only,width,101,10.369387527838926,7.88578711588568,6.003599917625962
25g,compound,1425370602,70,72,local_identity_shrinkage,center,101,15.555794510281183,9.564573799915957,5.8778886327517945
25g,compound,1425370602,70,72,local_identity_shrinkage,width,101,10.78464223172375,7.920967920146663,6.850358353726474
25g,compound,1425370602,70,72,conditional_EA,center,101,14.344177971297093,9.382109342156506,5.348587794216627
25g,compound,1425370602,70,72,conditional_EA,width,101,11.989205931994317,9.10545487909519,8.062972003824985
25g,compound,1425370602,70,72,conditional_policy,center,101,14.344177971297093,9.382109342156506,5.348587794216627
25g,compound,1425370602,70,72,conditional_policy,width,101,11.989205931994317,9.10545487909519,8.062972003824985
25g,compound,1425370602,70,72,target_head_only,center,101,34.6013448894789,20.76462855445544,9.646297500000003
25g,compound,1425370602,70,72,target_head_only,width,101,20.71064101671097,14.537609346534653,8.290094
25g,compound,1425370602,70,72,standard_shallow_finetune,center,101,21.46603344877411,12.501862673267324,6.341818499999995
25g,compound,1425370602,70,72,standard_shallow_finetune,width,101,7.81006825967847,5.662495742574257,4.1277940000000015
25g,compound,1425370602,70,72,packing_mass_physical_scale,center,101,27.294066272937037,24.54998364064953,24.687872350215912
25g,compound,1425370602,70,72,packing_mass_physical_scale,width,101,37.571999475035554,32.45058795072065,29.246695065498336
25g,compound,1425370602,70,72,physics_scale_residual,center,101,14.348339239740374,9.40570321015156,5.810795819471476
25g,compound,1425370602,70,72,physics_scale_residual,width,101,8.27531655425878,6.352606088565439,4.814506612861507
25g,compound,1425370602,70,72,raw_column_conditioned,center,101,30.647656568188513,21.084712032673263,13.510080000000016
25g,compound,1425370602,70,72,raw_column_conditioned,width,101,9.574206218011375,6.718557287128713,4.429464999999979
25g,compound,1425370602,70,72,mass_normalized_column_conditioned,center,101,27.754664106839424,20.613070960396037,16.551810999999997
25g,compound,1425370602,70,72,mass_normalized_column_conditioned,width,101,23.94654984903727,15.386356712871288,10.544712
25g,compound,1425370602,100,99,scale_only,center,101,17.30652951251056,12.805150799843092,11.268525330011116
25g,compound,1425370602,100,99,scale_only,width,101,10.72524006710273,8.118427750749738,6.3615519097985
25g,compound,1425370602,100,99,local_identity_shrinkage,center,101,15.20320414621253,9.823471075794433,7.060183277967418
25g,compound,1425370602,100,99,local_identity_shrinkage,width,101,11.3269841968857,8.280123640824531,7.155118059671388
25g,compound,1425370602,100,99,conditional_EA,center,101,14.184852747565849,9.712838113410859,6.918700671622673
25g,compound,1425370602,100,99,conditional_EA,width,101,11.421149381034747,8.400467669358113,6.7530986407768
25g,compound,1425370602,100,99,conditional_policy,center,101,14.184852747565849,9.712838113410859,6.918700671622673
25g,compound,1425370602,100,99,conditional_policy,width,101,11.421149381034747,8.400467669358113,6.7530986407768
25g,compound,1425370602,100,99,target_head_only,center,101,34.54936145399523,20.62997184405941,9.647263000000002
25g,compound,1425370602,100,99,target_head_only,width,101,20.808833062166087,14.663214965346535,8.525251
25g,compound,1425370602,100,99,standard_shallow_finetune,center,101,20.718228368900583,12.556934935643564,6.697102000000001
25g,compound,1425370602,100,99,standard_shallow_finetune,width,101,7.753484332144032,5.643961158415841,4.534631999999995
25g,compound,1425370602,100,99,packing_mass_physical_scale,center,101,27.294066272937037,24.54998364064953,24.687872350215912
25g,compound,1425370602,100,99,packing_mass_physical_scale,width,101,37.571999475035554,32.45058795072065,29.246695065498336
25g,compound,1425370602,100,99,physics_scale_residual,center,101,13.835584408513082,9.63287464019782,6.800720787173084
25g,compound,1425370602,100,99,physics_scale_residual,width,101,8.293387766076046,6.406898232245521,5.130110730206209
25g,compound,1425370602,100,99,raw_column_conditioned,center,101,30.628626678915957,21.43589226980198,14.468468699999999
25g,compound,1425370602,100,99,raw_column_conditioned,width,101,9.538011064245826,6.721179222772278,4.640940999999998
25g,compound,1425370602,100,99,mass_normalized_column_conditioned,center,101,34.6747957424974,18.78753378712871,10.8607045
25g,compound,1425370602,100,99,mass_normalized_column_conditioned,width,101,15.002963621013139,11.38390602970297,8.788378000000002
25g,compound,536279090,30,33,scale_only,center,106,10.87209961683391,9.141632137210173,8.70457400806796
25g,compound,536279090,30,33,scale_only,width,106,8.76440139871279,6.710185350244593,5.070562594484118
25g,compound,536279090,30,33,local_identity_shrinkage,center,106,9.154633916216316,7.0812132876323135,5.92087519574053
25g,compound,536279090,30,33,local_identity_shrinkage,width,106,10.115708414747887,8.37398140865642,7.374860182238818
25g,compound,536279090,30,33,conditional_EA,center,106,9.426195641873916,7.154644610884596,5.4095181510401975
25g,compound,536279090,30,33,conditional_EA,width,106,10.583503909801754,8.093527809986956,6.661160276023443
25g,compound,536279090,30,33,conditional_policy,center,106,9.154633839970755,7.08121322668202,5.920875320872858
25g,compound,536279090,30,33,conditional_policy,width,106,10.115708286755732,8.373981319271218,7.374860789060378
25g,compound,536279090,30,33,target_head_only,center,106,23.7085981751689,14.431250070754714,8.707237250000002
25g,compound,536279090,30,33,target_head_only,width,106,17.31565447450952,11.47953763207547,6.456559500000001
25g,compound,536279090,30,33,standard_shallow_finetune,center,106,19.21226527591887,12.554894658018867,8.212820874999998
25g,compound,536279090,30,33,standard_shallow_finetune,width,106,11.35456399210112,7.337866193396227,4.469551999999998
25g,compound,536279090,30,33,packing_mass_physical_scale,center,106,25.543136542892235,22.983815287812707,21.16854649484158
25g,compound,536279090,30,33,packing_mass_physical_scale,width,106,38.03744421754201,32.4160618724688,26.929356694221497
25g,compound,536279090,30,33,physics_scale_residual,center,106,11.217328557824047,8.597736963379171,7.777777744810734
25g,compound,536279090,30,33,physics_scale_residual,width,106,11.38921886708636,7.9800469540231065,5.134070239729953
25g,compound,536279090,30,33,raw_column_conditioned,center,106,30.258675764723836,14.977833780660378,5.139943125
25g,compound,536279090,30,33,raw_column_conditioned,width,106,18.738392878554944,10.188085608490566,4.25493
25g,compound,536279090,30,33,mass_normalized_column_conditioned,center,106,26.38459995129982,14.568186108490567,8.538376500000002
25g,compound,536279090,30,33,mass_normalized_column_conditioned,width,106,16.855529756630528,11.69216191509434,7.9665949999999945
25g,compound,536279090,50,48,scale_only,center,106,10.423106945892284,7.532127560590356,6.445706127821639
25g,compound,536279090,50,48,scale_only,width,106,8.99624129903755,6.737563550415907,4.552228561384203
25g,compound,536279090,50,48,local_identity_shrinkage,center,106,9.299101206361724,6.793940761189553,5.275829792914633
25g,compound,536279090,50,48,local_identity_shrinkage,width,106,9.214374355801466,7.118539445254288,5.9900375453524255
25g,compound,536279090,50,48,conditional_EA,center,106,9.541108223575916,7.138800827349015,5.943973758012314
25g,compound,536279090,50,48,conditional_EA,width,106,9.157296633803686,6.889160192251929,5.8816369636402595
25g,compound,536279090,50,48,conditional_policy,center,106,9.541108223575916,7.138800827349015,5.943973758012314
25g,compound,536279090,50,48,conditional_policy,width,106,9.157296633803686,6.889160192251929,5.8816369636402595
25g,compound,536279090,50,48,target_head_only,center,106,23.938454702481945,15.216036577830186,9.662960499999997
25g,compound,536279090,50,48,target_head_only,width,106,17.039159138052344,11.50386051415094,6.470382
25g,compound,536279090,50,48,standard_shallow_finetune,center,106,16.878949647948847,12.108696430188678,7.819725625
25g,compound,536279090,50,48,standard_shallow_finetune,width,106,9.167416679741546,6.140727290566038,3.9233449999999976
25g,compound,536279090,50,48,packing_mass_physical_scale,center,106,25.543136542892235,22.983815287812707,21.16854649484158
25g,compound,536279090,50,48,packing_mass_physical_scale,width,106,38.03744421754201,32.4160618724688,26.929356694221497
25g,compound,536279090,50,48,physics_scale_residual,center,106,14.159200581333772,10.915865839513279,7.971844644594267
25g,compound,536279090,50,48,physics_scale_residual,width,106,11.056938940937007,8.259351579647008,5.387329558353063
25g,compound,536279090,50,48,raw_column_conditioned,center,106,22.881844762833996,16.96132221509434,12.6331446
25g,compound,536279090,50,48,raw_column_conditioned,width,106,9.962082156505394,6.830839098113207,4.689549749999993
25g,compound,536279090,50,48,mass_normalized_column_conditioned,center,106,26.122879374560924,15.310881391509433,9.7831455
25g,compound,536279090,50,48,mass_normalized_column_conditioned,width,106,19.35917217608504,14.703533933962262,11.797885
25g,compound,536279090,70,71,scale_only,center,106,11.463897872608412,9.788881282861459,9.870312379514385
25g,compound,536279090,70,71,scale_only,width,106,11.558803798876385,8.66384228400993,5.94317464013109
25g,compound,536279090,70,71,local_identity_shrinkage,center,106,8.956939768273763,6.949309714075203,5.477983435844024
25g,compound,536279090,70,71,local_identity_shrinkage,width,106,11.686385446000914,8.927185795943169,7.4261175805130835
25g,compound,536279090,70,71,conditional_EA,center,106,9.301458640233516,7.050242833012337,5.312208136910897
25g,compound,536279090,70,71,conditional_EA,width,106,11.549522266890623,8.548672796615065,6.0400277980086585
25g,compound,536279090,70,71,conditional_policy,center,106,8.956939761419527,6.94930969165819,5.477983322368761
25g,compound,536279090,70,71,conditional_policy,width,106,11.686385595539656,8.927185908303127,7.426117696020541
25g,compound,536279090,70,71,target_head_only,center,106,23.312700699259445,14.942088375000003,9.863414249999998
25g,compound,536279090,70,71,target_head_only,width,106,17.148229060608116,11.566967882075472,6.507147749999998
25g,compound,536279090,70,71,standard_shallow_finetune,center,106,16.560044940784756,11.487604121226415,8.849573249999999
25g,compound,536279090,70,71,standard_shallow_finetune,width,106,9.51296531124316,6.152126644339623,3.637427999999999
25g,compound,536279090,70,71,packing_mass_physical_scale,center,106,25.543136542892235,22.983815287812707,21.16854649484158
25g,compound,536279090,70,71,packing_mass_physical_scale,width,106,38.03744421754201,32.4160618724688,26.929356694221497
25g,compound,536279090,70,71,physics_scale_residual,center,106,17.708705230665263,12.556502745984185,9.148310244396598
25g,compound,536279090,70,71,physics_scale_residual,width,106,10.446538161712816,7.9645926888805025,6.233278153631796
25g,compound,536279090,70,71,raw_column_conditioned,center,106,20.15260977400039,11.834735974056603,5.850521250000001
25g,compound,536279090,70,71,raw_column_conditioned,width,106,11.986565044752775,7.714077325471698,4.2018535
25g,compound,536279090,70,71,mass_normalized_column_conditioned,center,106,26.609374930553017,14.904339124999998,9.816555000000003
25g,compound,536279090,70,71,mass_normalized_column_conditioned,width,106,17.63633800327729,12.816622400943395,8.882007999999999
25g,compound,536279090,100,98,scale_only,center,106,11.454246061514084,9.786926581384272,9.82346072597078
25g,compound,536279090,100,98,scale_only,width,106,10.67371225590604,7.949125191097394,4.9802296439245
25g,compound,536279090,100,98,local_identity_shrinkage,center,106,9.079001176783658,6.878540354215508,5.320755442424202
25g,compound,536279090,100,98,local_identity_shrinkage,width,106,11.466775136656718,8.970973750293316,7.886138892799087
25g,compound,536279090,100,98,conditional_EA,center,106,9.28730896014971,7.03237752745867,5.7175305032082475
25g,compound,536279090,100,98,conditional_EA,width,106,11.03102056288531,8.329916925372146,6.712348801818553
25g,compound,536279090,100,98,conditional_policy,center,106,9.079001180244191,6.878540354276772,5.320755450954348
25g,compound,536279090,100,98,conditional_policy,width,106,11.466775222945172,8.970973801154642,7.886138931259946
25g,compound,536279090,100,98,target_head_only,center,106,23.400449518212465,15.03867621226415,9.981529249999998
25g,compound,536279090,100,98,target_head_only,width,106,16.988312976330796,11.327121518867926,6.292767499999997
25g,compound,536279090,100,98,standard_shallow_finetune,center,106,15.172341393570887,10.917412843396226,8.236901499999998
25g,compound,536279090,100,98,standard_shallow_finetune,width,106,9.452472933716129,6.290714954716981,3.708278
25g,compound,536279090,100,98,packing_mass_physical_scale,center,106,25.543136542892235,22.983815287812707,21.16854649484158
25g,compound,536279090,100,98,packing_mass_physical_scale,width,106,38.03744421754201,32.4160618724688,26.929356694221497
25g,compound,536279090,100,98,physics_scale_residual,center,106,17.21222914513911,10.912940079756552,6.102864566173356
25g,compound,536279090,100,98,physics_scale_residual,width,106,8.909089795719227,6.762072443600063,5.44509482713161
25g,compound,536279090,100,98,raw_column_conditioned,center,106,22.136381299039382,13.341923866037734,7.754807000000003
25g,compound,536279090,100,98,raw_column_conditioned,width,106,12.991077599566287,8.05572314528302,4.101342500000001
25g,compound,536279090,100,98,mass_normalized_column_conditioned,center,106,26.27786915400505,14.842553033018868,9.654974750000001
25g,compound,536279090,100,98,mass_normalized_column_conditioned,width,106,16.17656070284441,11.347754198113206,7.798256999999996
25g,compound,2767143051,30,30,scale_only,center,87,18.65428221724708,14.340904201640072,11.806916716640089
25g,compound,2767143051,30,30,scale_only,width,87,13.262941610418391,9.82034361990693,7.645316229283907
25g,compound,2767143051,30,30,local_identity_shrinkage,center,87,17.59978379847378,9.986411254940661,5.303425312156353
25g,compound,2767143051,30,30,local_identity_shrinkage,width,87,14.56941559177589,10.993427228545489,8.960310867076469
25g,compound,2767143051,30,30,conditional_EA,center,87,18.55222279144971,12.215554962906841,7.691764539904909
25g,compound,2767143051,30,30,conditional_EA,width,87,16.84704474914991,12.300384920158827,9.403211115014933
25g,compound,2767143051,30,30,conditional_policy,center,87,18.55222279144971,12.215554962906841,7.691764539904909
25g,compound,2767143051,30,30,conditional_policy,width,87,16.84704474914991,12.300384920158827,9.403211115014933
25g,compound,2767143051,30,30,target_head_only,center,87,40.207385514815364,25.872717862068974,13.730342999999998
25g,compound,2767143051,30,30,target_head_only,width,87,24.611493123218597,17.099820229885058,10.775442000000002
25g,compound,2767143051,30,30,standard_shallow_finetune,center,87,25.6308111370624,15.915838471264367,8.4540745
25g,compound,2767143051,30,30,standard_shallow_finetune,width,87,16.921836289264814,9.748667747126436,4.9967439999999925
25g,compound,2767143051,30,30,packing_mass_physical_scale,center,87,27.16567490205173,22.32140736216786,19.003419625759122
25g,compound,2767143051,30,30,packing_mass_physical_scale,width,87,39.01663187101831,31.164902671863288,25.651344311237334
25g,compound,2767143051,30,30,physics_scale_residual,center,87,20.029314980438055,11.428151140195332,5.723626047610637
25g,compound,2767143051,30,30,physics_scale_residual,width,87,16.044278695603385,11.402167014529413,8.240914163950308
25g,compound,2767143051,30,30,raw_column_conditioned,center,87,33.03903536440164,21.39376330862069,11.388080000000002
25g,compound,2767143051,30,30,raw_column_conditioned,width,87,15.163591603631344,10.741432026436785,7.446409000000003
25g,compound,2767143051,30,30,mass_normalized_column_conditioned,center,87,32.03444436841938,17.738721258620693,8.64994999999999
25g,compound,2767143051,30,30,mass_normalized_column_conditioned,width,87,15.159700444508822,10.30821872413793,6.706602999999998
25g,compound,2767143051,50,48,scale_only,center,87,17.66966513977057,11.50067719427556,7.694187973445395
25g,compound,2767143051,50,48,scale_only,width,87,11.571757437936375,8.621240961425272,6.4632649347646485
25g,compound,2767143051,50,48,local_identity_shrinkage,center,87,17.65879945044565,10.369849757161468,5.479822631217299
25g,compound,2767143051,50,48,local_identity_shrinkage,width,87,13.460755531194966,10.207666081638568,8.370518903249064
25g,compound,2767143051,50,48,conditional_EA,center,87,17.035515307522832,10.648180962137216,6.685114158004808
25g,compound,2767143051,50,48,conditional_EA,width,87,14.45083623932806,10.975425030998787,8.164615382145943
25g,compound,2767143051,50,48,conditional_policy,center,87,17.035515307522832,10.648180962137216,6.685114158004808
25g,compound,2767143051,50,48,conditional_policy,width,87,14.45083623932806,10.975425030998787,8.164615382145943
25g,compound,2767143051,50,48,target_head_only,center,87,40.417054343519446,25.83724098563219,13.374139999999997
25g,compound,2767143051,50,48,target_head_only,width,87,24.44776663039776,16.916653132183907,10.625128
25g,compound,2767143051,50,48,standard_shallow_finetune,center,87,25.91797998885186,15.61986947413793,8.883276500000001
25g,compound,2767143051,50,48,standard_shallow_finetune,width,87,11.135578697675077,6.709671660919539,3.964809999999993
25g,compound,2767143051,50,48,packing_mass_physical_scale,center,87,27.16567490205173,22.32140736216786,19.003419625759122
25g,compound,2767143051,50,48,packing_mass_physical_scale,width,87,39.01663187101831,31.164902671863288,25.651344311237334
25g,compound,2767143051,50,48,physics_scale_residual,center,87,20.899864005221023,12.37064961410787,7.220449935492997
25g,compound,2767143051,50,48,physics_scale_residual,width,87,13.661571447930251,9.02889623107811,6.19727786800178
25g,compound,2767143051,50,48,raw_column_conditioned,center,87,46.55245460496759,26.979980974137927,12.356645499999999
25g,compound,2767143051,50,48,raw_column_conditioned,width,87,24.268637318518312,16.228942051724136,8.834564000000007
25g,compound,2767143051,50,48,mass_normalized_column_conditioned,center,87,29.79245867788856,16.116681103448276,7.036811500000002
25g,compound,2767143051,50,48,mass_normalized_column_conditioned,width,87,19.331841222506366,14.424156712643681,10.69567
25g,compound,2767143051,70,69,scale_only,center,87,17.673979988001168,11.491540662752175,7.683351944639792
25g,compound,2767143051,70,69,scale_only,width,87,11.274347635697994,8.312126963975132,6.184942577064749
25g,compound,2767143051,70,69,local_identity_shrinkage,center,87,16.94733819786694,9.526391716245733,4.823860197746839
25g,compound,2767143051,70,69,local_identity_shrinkage,width,87,13.349542462310573,10.162213380775302,8.677249799332934
25g,compound,2767143051,70,69,conditional_EA,center,87,16.423026325143095,9.751470056013606,5.317103594546072
25g,compound,2767143051,70,69,conditional_EA,width,87,13.227051106801895,9.857300715203678,8.191861643879395
25g,compound,2767143051,70,69,conditional_policy,center,87,16.423026325143095,9.751470056013606,5.317103594546072
25g,compound,2767143051,70,69,conditional_policy,width,87,13.227051106801895,9.857300715203678,8.191861643879395
25g,compound,2767143051,70,69,target_head_only,center,87,40.382735753324376,25.64959128160919,13.130164
