column,protocol,seed,budget,actual_budget,method,target,n,rmse,mae,median_absolute_error
25g,row,1425370602,50,50,scale_only,width,98,16.837082541034405,12.224207786731803,9.089557111822094
25g,row,1425370602,50,50,local_identity_shrinkage,center,98,29.29991792087207,20.837726127869534,13.419157805076097
25g,row,1425370602,50,50,local_identity_shrinkage,width,98,26.01896883025821,18.922362720821067,13.801855304629232
25g,row,1425370602,50,50,conditional_EA,center,98,29.452000039806112,20.628438799143144,14.179336760964521
25g,row,1425370602,50,50,conditional_EA,width,98,25.16578262606401,18.115968400526597,13.2529165464726
25g,row,1425370602,50,50,conditional_policy,center,98,26.928425304753553,18.88411024863606,13.374773629620451
25g,row,1425370602,50,50,conditional_policy,width,98,16.837082541034405,12.224207786731803,9.089557111822094
25g,row,1425370602,50,50,target_head_only,center,98,45.50423944194492,26.82827905357143,11.637627500000002
25g,row,1425370602,50,50,target_head_only,width,98,28.1254115606343,18.450994158163265,10.058076999999999
25g,row,1425370602,50,50,standard_shallow_finetune,center,98,27.99012702041885,15.559614642857142,7.8468175
25g,row,1425370602,50,50,standard_shallow_finetune,width,98,11.940758191200773,7.806849234693879,4.958554999999997
25g,row,1425370602,50,50,packing_mass_physical_scale,center,98,35.84250298373935,29.13938444992717,21.870958060026165
25g,row,1425370602,50,50,packing_mass_physical_scale,width,98,43.76864603865559,35.741780827118426,31.081202036142347
25g,row,1425370602,50,50,physics_scale_residual,center,98,35.50211813745178,21.812854900831162,11.034127409992616
25g,row,1425370602,50,50,physics_scale_residual,width,98,18.216728520457373,12.133818597855338,6.578501371498266
25g,row,1425370602,50,50,raw_column_conditioned,center,98,55.434414949205646,28.408413775510205,8.6579905
25g,row,1425370602,50,50,raw_column_conditioned,width,98,27.618509968255648,14.720821,5.084363
25g,row,1425370602,50,50,mass_normalized_column_conditioned,center,98,38.98872700521728,21.06349730612245,11.917524749999998
25g,row,1425370602,50,50,mass_normalized_column_conditioned,width,98,18.773977900643054,11.08048542857143,6.196467499999997
25g,row,1425370602,70,70,scale_only,center,98,25.953845989116253,17.208354959091235,12.3151635491649
25g,row,1425370602,70,70,scale_only,width,98,16.22105995967996,11.538068135009555,8.688612719755556
25g,row,1425370602,70,70,local_identity_shrinkage,center,98,27.84761558522496,16.931191579222304,8.337592235205234
25g,row,1425370602,70,70,local_identity_shrinkage,width,98,19.864176587330434,14.026160469119567,8.906681021827588
25g,row,1425370602,70,70,conditional_EA,center,98,27.696123214355918,16.941733591483537,8.532569663286921
25g,row,1425370602,70,70,conditional_EA,width,98,20.19361862721406,13.653856703618956,8.206413718988458
25g,row,1425370602,70,70,conditional_policy,center,98,25.953845989116253,17.208354959091235,12.3151635491649
25g,row,1425370602,70,70,conditional_policy,width,98,16.22105995967996,11.538068135009555,8.688612719755556
25g,row,1425370602,70,70,target_head_only,center,98,45.59591658192534,26.88901520408163,11.737770750000001
25g,row,1425370602,70,70,target_head_only,width,98,27.92111045522088,18.289082857142855,10.017473499999998
25g,row,1425370602,70,70,standard_shallow_finetune,center,98,27.829445502978754,15.237604831632652,7.291458750000002
25g,row,1425370602,70,70,standard_shallow_finetune,width,98,11.800981555085656,7.706253948979593,4.8458640000000095
25g,row,1425370602,70,70,packing_mass_physical_scale,center,98,35.84250298373935,29.13938444992717,21.870958060026165
25g,row,1425370602,70,70,packing_mass_physical_scale,width,98,43.76864603865559,35.741780827118426,31.081202036142347
25g,row,1425370602,70,70,physics_scale_residual,center,98,32.34515158923299,19.36172027896268,9.470499352411771
25g,row,1425370602,70,70,physics_scale_residual,width,98,16.95313711589388,11.261071325439639,6.277808931507463
25g,row,1425370602,70,70,raw_column_conditioned,center,98,43.78185591134882,26.97411579336735,15.188180375000002
25g,row,1425370602,70,70,raw_column_conditioned,width,98,16.006656220481396,9.816668570408165,4.938766250000003
25g,row,1425370602,70,70,mass_normalized_column_conditioned,center,98,26.651323003396374,16.833813831632657,8.85626375
25g,row,1425370602,70,70,mass_normalized_column_conditioned,width,98,25.894039929728887,16.750964948979597,10.459398499999997
25g,row,1425370602,100,100,scale_only,center,98,25.47425785218902,15.514508645357433,10.199259609869333
25g,row,1425370602,100,100,scale_only,width,98,15.742439053173445,11.444449679644858,8.96190148806284
25g,row,1425370602,100,100,local_identity_shrinkage,center,98,25.209766579624354,13.8947443363584,6.57515957149765
25g,row,1425370602,100,100,local_identity_shrinkage,width,98,17.99701547867356,12.84257365004499,8.296813509356143
25g,row,1425370602,100,100,conditional_EA,center,98,24.289085991383615,13.430440132586185,6.745900007373607
25g,row,1425370602,100,100,conditional_EA,width,98,17.883441002113084,12.206678701430027,8.344801322641889
25g,row,1425370602,100,100,conditional_policy,center,98,24.289085991383615,13.430440132586185,6.745900007373607
25g,row,1425370602,100,100,conditional_policy,width,98,17.883441002113084,12.206678701430027,8.344801322641889
25g,row,1425370602,100,100,target_head_only,center,98,45.40571745750453,27.076180224489793,11.624765750000002
25g,row,1425370602,100,100,target_head_only,width,98,27.76380912425276,18.198317285714285,9.874325000000002
25g,row,1425370602,100,100,standard_shallow_finetune,center,98,26.193625383724697,15.392846443877549,7.0992630000000005
25g,row,1425370602,100,100,standard_shallow_finetune,width,98,12.625641335072459,8.351913581632653,4.743982000000003
25g,row,1425370602,100,100,packing_mass_physical_scale,center,98,35.84250298373935,29.13938444992717,21.870958060026165
25g,row,1425370602,100,100,packing_mass_physical_scale,width,98,43.76864603865559,35.741780827118426,31.081202036142347
25g,row,1425370602,100,100,physics_scale_residual,center,98,24.19281859110791,13.866621486472326,5.686452336890243
25g,row,1425370602,100,100,physics_scale_residual,width,98,14.93216300491569,9.95377974532992,5.789951855538332
25g,row,1425370602,100,100,raw_column_conditioned,center,98,41.2720959993235,25.492039850000005,15.738771325
25g,row,1425370602,100,100,raw_column_conditioned,width,98,15.562687481969299,9.671070791836737,5.0196438500000005
25g,row,1425370602,100,100,mass_normalized_column_conditioned,center,98,36.50898644317674,20.033806402040813,9.948543500000003
25g,row,1425370602,100,100,mass_normalized_column_conditioned,width,98,20.052881876411416,15.75801222244898,13.442378999999997
25g,row,536279090,30,30,scale_only,center,98,24.716214613009637,14.218773090821687,7.744509049801472
25g,row,536279090,30,30,scale_only,width,98,13.398974783100078,8.880183319999032,5.901770256655066
25g,row,536279090,30,30,local_identity_shrinkage,center,98,23.502758108303304,12.400857169438497,6.003928552373576
25g,row,536279090,30,30,local_identity_shrinkage,width,98,13.325266503280037,9.887838251427386,7.586499549822385
25g,row,536279090,30,30,conditional_EA,center,98,23.690060506209065,13.290645584959597,6.988474674484601
25g,row,536279090,30,30,conditional_EA,width,98,12.169167740652,9.395137218417469,8.222062775984654
25g,row,536279090,30,30,conditional_policy,center,98,23.502758108303304,12.400857169438497,6.003928552373576
25g,row,536279090,30,30,conditional_policy,width,98,13.325266503280037,9.887838251427386,7.586499549822385
25g,row,536279090,30,30,target_head_only,center,98,42.357111700033194,26.0687091122449,11.277177125
25g,row,536279090,30,30,target_head_only,width,98,24.95250957902691,16.968866469387756,9.1256875
25g,row,536279090,30,30,standard_shallow_finetune,center,98,36.187139207834356,23.218209808673468,12.526389000000002
25g,row,536279090,30,30,standard_shallow_finetune,width,98,14.1019485928219,9.10287811734694,5.0958915000000005
25g,row,536279090,30,30,packing_mass_physical_scale,center,98,32.416273546701355,25.14386713273671,21.01818794310093
25g,row,536279090,30,30,packing_mass_physical_scale,width,98,38.233714385813165,31.585549102754005,27.359826862812042
25g,row,536279090,30,30,physics_scale_residual,center,98,23.247350912168773,13.551008049876247,7.606896477639964
25g,row,536279090,30,30,physics_scale_residual,width,98,12.444991881081922,9.498856597038436,8.075079565670608
25g,row,536279090,30,30,raw_column_conditioned,center,98,44.93059863533174,26.80524741581632,12.070551249999998
25g,row,536279090,30,30,raw_column_conditioned,width,98,21.73371457683762,12.551346974489798,5.520280499999998
25g,row,536279090,30,30,mass_normalized_column_conditioned,center,98,40.2868577647127,22.69263057142857,8.325419
25g,row,536279090,30,30,mass_normalized_column_conditioned,width,98,17.20987673845086,12.633300489795918,8.828763499999999
25g,row,536279090,50,50,scale_only,center,98,25.166477028126067,14.305224577645312,7.266194181653885
25g,row,536279090,50,50,scale_only,width,98,13.277414575818614,8.768499647227598,6.006469409311013
25g,row,536279090,50,50,local_identity_shrinkage,center,98,23.641318910257468,12.67061705246256,6.113154651644145
25g,row,536279090,50,50,local_identity_shrinkage,width,98,12.674908632149942,9.266277983773575,7.222635050666678
25g,row,536279090,50,50,conditional_EA,center,98,23.060216415859355,11.974118352307329,6.171457752627295
25g,row,536279090,50,50,conditional_EA,width,98,11.49966279313952,8.805520735743034,7.227450902773773
25g,row,536279090,50,50,conditional_policy,center,98,23.641318910257468,12.67061705246256,6.113154651644145
25g,row,536279090,50,50,conditional_policy,width,98,12.674908632149942,9.266277983773575,7.222635050666678
25g,row,536279090,50,50,target_head_only,center,98,42.545704013335786,25.920837038265308,10.8216695
25g,row,536279090,50,50,target_head_only,width,98,24.98860763512703,16.959389025510205,9.155583500000002
25g,row,536279090,50,50,standard_shallow_finetune,center,98,26.413764426098957,15.989900964285718,8.646078000000001
25g,row,536279090,50,50,standard_shallow_finetune,width,98,11.627210111320519,7.4721366632653075,4.186299500000001
25g,row,536279090,50,50,packing_mass_physical_scale,center,98,32.416273546701355,25.14386713273671,21.01818794310093
25g,row,536279090,50,50,packing_mass_physical_scale,width,98,38.233714385813165,31.585549102754005,27.359826862812042
25g,row,536279090,50,50,physics_scale_residual,center,98,23.561969331237986,13.150772905252673,6.811462009672795
25g,row,536279090,50,50,physics_scale_residual,width,98,11.291208115687596,7.6312946143838305,4.6726091696019125
25g,row,536279090,50,50,raw_column_conditioned,center,98,46.172611089460915,26.119222137755106,8.316435499999999
25g,row,536279090,50,50,raw_column_conditioned,width,98,22.47728344826557,13.644044989795917,6.225198999999996
25g,row,536279090,50,50,mass_normalized_column_conditioned,center,98,29.306248660885903,17.583117418367348,9.105743499999999
25g,row,536279090,50,50,mass_normalized_column_conditioned,width,98,20.223809364162435,12.257188795918365,7.115288500000002
25g,row,536279090,70,70,scale_only,center,98,24.708869951639983,14.217820064229684,7.763102907958629
25g,row,536279090,70,70,scale_only,width,98,13.468015535043834,8.92091005174438,5.889956021533873
25g,row,536279090,70,70,local_identity_shrinkage,center,98,23.58932147910664,12.80225366637658,6.733870158980194
25g,row,536279090,70,70,local_identity_shrinkage,width,98,12.861499294077838,9.246544610064149,6.7660376243930855
25g,row,536279090,70,70,conditional_EA,center,98,23.08913924189357,12.134488566457602,6.311426374800863
25g,row,536279090,70,70,conditional_EA,width,98,11.465708929493363,8.709112706273524,6.962755143689154
25g,row,536279090,70,70,conditional_policy,center,98,23.58932147910664,12.80225366637658,6.733870158980194
25g,row,536279090,70,70,conditional_policy,width,98,12.861499294077838,9.246544610064149,6.7660376243930855
25g,row,536279090,70,70,target_head_only,center,98,42.4305993832988,25.75268554336735,10.65004725
25g,row,536279090,70,70,target_head_only,width,98,25.114568678416074,17.15966105612245,9.331961000000002
25g,row,536279090,70,70,standard_shallow_finetune,center,98,32.12483405362038,19.908485839285714,9.50252725
25g,row,536279090,70,70,standard_shallow_finetune,width,98,12.761426452219506,7.921153943877551,4.2873339999999995
25g,row,536279090,70,70,packing_mass_physical_scale,center,98,32.416273546701355,25.14386713273671,21.01818794310093
25g,row,536279090,70,70,packing_mass_physical_scale,width,98,38.233714385813165,31.585549102754005,27.359826862812042
25g,row,536279090,70,70,physics_scale_residual,center,98,22.961618085667595,13.096017742126332,6.827852590885216
25g,row,536279090,70,70,physics_scale_residual,width,98,11.55693087046791,7.7078430903519335,5.185844780597
25g,row,536279090,70,70,raw_column_conditioned,center,98,48.25691580499256,28.569301410714285,11.551802000000002
25g,row,536279090,70,70,raw_column_conditioned,width,98,19.426748325114715,11.421180341836733,6.173349
25g,row,536279090,70,70,mass_normalized_column_conditioned,center,98,23.293223676683457,14.376033275510206,9.282423750000001
25g,row,536279090,70,70,mass_normalized_column_conditioned,width,98,16.443267612978048,11.474750775510204,7.272755000000001
25g,row,536279090,100,100,scale_only,center,98,24.527471395884575,14.180895262799687,8.049466940252623
25g,row,536279090,100,100,scale_only,width,98,12.83894967004952,8.56463176631166,5.713378915715596
25g,row,536279090,100,100,local_identity_shrinkage,center,98,23.459848153522984,12.48668644965339,5.903306667045108
25g,row,536279090,100,100,local_identity_shrinkage,width,98,12.717204234183303,9.273882356923096,7.270228485770019
25g,row,536279090,100,100,conditional_EA,center,98,23.015701315707776,11.85968607776913,5.9230929934023315
25g,row,536279090,100,100,conditional_EA,width,98,11.468809910171156,8.749318388075832,7.098988923339855
25g,row,536279090,100,100,conditional_policy,center,98,23.459848133767103,12.48668644340471,5.903306738469233
25g,row,536279090,100,100,conditional_policy,width,98,12.717203944133344,9.273882271599858,7.270228383027181
25g,row,536279090,100,100,target_head_only,center,98,42.11748158832603,25.780041668367346,10.961283250000001
25g,row,536279090,100,100,target_head_only,width,98,25.048327325948197,17.038220663265307,9.158538500000002
