column,protocol,seed,target,variable,support,missingness,unique_levels,compound_levels,min,max,std,oof_residual_rank_corr,ratio_rank_corr,partial_source_rank_corr,compound_controlled_rank_corr,common_support_levels,note
25g,row,769539383,V1,EA_fraction,320,0.0,7,77,0.0196078431372549,1.0,0.3435169161322168,0.04188047554883205,-0.5174044747463076,0.24322468754803808,-0.21347751402896378,7,observational OOF association; no causal interpretation
25g,compound,1362771960,V2,source_width,311,0.0,311,61,1.6459186,18.3152463,3.2272472025626393,0.008948162096175789,-0.10149521674259773,-0.20556397756377012,0.07493538711580092,0,observational OOF association; no causal interpretation
25g,compound,1362771960,V2,source_center,311,0.0,311,61,4.8763611,27.015292000000002,2.8468172073289306,0.1251222742613677,-0.008446697996537224,-0.20012406947890818,0.09041136221333611,0,observational OOF association; no causal interpretation
25g,compound,1362771960,V2,loading_solvent,311,0.0,2,61,0.0,1.0,0.37315663219045675,0.02361108976656837,0.05653224338418199,0.1131118699783776,,2,observational OOF association; no causal interpretation
25g,compound,1362771960,V2,loading_amount,311,0.0,62,61,94.45,352.2,52.92853032111163,-0.009121675306000424,0.06397023191283022,-0.0073368546192942,0.02335501616861989,3,observational OOF association; no causal interpretation
25g,compound,1362771960,V2,loading_solvent_volume,311,0.0,3,61,300.0,500.0,32.43287719337429,-0.1763982922263033,-0.17978680550401813,0.04369320131170562,,1,observational OOF association; no causal interpretation
40g,row,769539383,V1,EA_fraction,364,0.0,7,80,0.0196078431372549,1.0,0.33973554870083356,0.08393977835790874,-0.6911187469301233,0.16779264764940377,-0.01114494328330662,7,observational OOF association; no causal interpretation
40g,row,769539383,V1,source_magnitude,364,0.0,360,80,0.36353135070951764,1.0748417559592127,0.13411783426639823,0.017444452793645947,0.440070375470216,,0.03438679666042532,0,observational OOF association; no causal interpretation
40g,row,769539383,V1,source_width,364,0.0,360,80,1.7963569999999995,23.1617635,3.783837916114918,0.12195491232427039,0.4911353879334735,0.1917686775910768,0.19929940518986183,0,observational OOF association; no causal interpretation
40g,row,769539383,V1,source_center,364,0.0,360,80,5.08382835,23.3562805,3.2966498972241665,0.03957823983693635,0.461464180020288,0.24055104062838048,0.07367181025891284,0,observational OOF association; no causal interpretation
40g,row,769539383,V1,loading_solvent,364,0.0,2,80,0.0,1.0,0.3941134909984461,0.12557951661610942,0.10289161662524336,0.13938020618988076,-0.0047387502326559664,2,observational OOF association; no causal interpretation
40g,row,769539383,V1,loading_amount,364,0.0,72,80,94.6,235.0,31.056558004022428,0.09160960133313073,0.08110622753425205,0.09422211517551611,,8,observational OOF association; no causal interpretation
40g,row,769539383,V1,loading_solvent_volume,364,0.0,8,80,200.0,900.0,113.43592558736874,-0.03260188877500957,-0.0030748164260571017,0.018023823753786937,0.0047387502326559664,2,observational OOF association; no causal interpretation
40g,row,769539383,V2,EA_fraction,364,0.0,7,80,0.0196078431372549,1.0,0.33973554870083356,0.11195430510528434,-0.1996892216115781,0.21561134148824232,0.0002258328260173663,7,observational OOF association; no causal interpretation
40g,row,769539383,V2,source_magnitude,364,0.0,360,80,0.36353135070951764,1.0748417559592127,0.13411783426639823,-0.024067594688648258,0.1645505589181875,,0.0050555938665049595,0,observational OOF association; no causal interpretation
40g,row,769539383,V2,source_width,364,0.0,360,80,1.7963569999999995,23.1617635,3.783837916114918,-0.152095762791575,0.025876247258656778,-0.2946518723249127,0.0048294189606480796,0,observational OOF association; no causal interpretation
40g,row,769539383,V2,source_center,364,0.0,360,80,5.08382835,23.3562805,3.2966498972241665,-0.0544195665902151,0.13616797552833032,-0.11662014613534925,0.013637550607879695,0,observational OOF association; no causal interpretation
40g,row,769539383,V2,loading_solvent,364,0.0,2,80,0.0,1.0,0.3941134909984461,-0.09559433885040342,-0.10985719995577242,0.0009417732807101734,-0.017707961395714403,2,observational OOF association; no causal interpretation
40g,row,769539383,V2,loading_amount,364,0.0,72,80,94.6,235.0,31.056558004022428,-0.007097351713105964,-0.023423711834483326,0.011661815559737151,,8,observational OOF association; no causal interpretation
40g,row,769539383,V2,loading_solvent_volume,364,0.0,8,80,200.0,900.0,113.43592558736874,-0.20621247926250583,-0.17616442841572227,-0.07274197104066049,0.017707961395714403,2,observational OOF association; no causal interpretation
40g,row,1425370602,V1,EA_fraction,354,0.0,7,80,0.0196078431372549,1.0,0.3265303833202485,0.04818560210593464,-0.656608485699281,0.15872126427454003,-0.06010548395994849,7,observational OOF association; no causal interpretation
40g,row,1425370602,V1,source_magnitude,354,0.0,352,80,0.35764020363242083,1.0748417559592127,0.13008358704225848,0.08096790406384853,0.4314193224828485,,0.09404050541145242,0,observational OOF association; no causal interpretation
40g,row,1425370602,V1,source_width,354,0.0,352,80,1.8855607,20.903506999999998,3.5537035426137393,0.19191436791683344,0.48094685879000393,0.22101716839898147,0.2664533284281793,0,observational OOF association; no causal interpretation
40g,row,1425370602,V1,source_center,354,0.0,352,80,5.02410025,23.3562805,3.133649096343311,0.10369571780073196,0.45135363309594245,0.27522227379847425,0.13958136653691575,0,observational OOF association; no causal interpretation
40g,row,1425370602,V1,loading_solvent,354,0.0,2,80,0.0,1.0,0.39829506739015974,0.12964559811632817,0.08127141081061043,0.11815365863159301,-0.023993322889644005,2,observational OOF association; no causal interpretation
40g,row,1425370602,V1,loading_amount,354,0.0,72,80,94.6,235.0,31.010383417701977,0.06197959354454398,0.06232034292610235,0.08129250983014537,,8,observational OOF association; no causal interpretation
40g,row,1425370602,V1,loading_solvent_volume,354,0.0,8,80,200.0,900.0,111.06294241417696,0.015163337986512069,0.035383185007710004,0.029484077005144188,0.023993322889644005,2,observational OOF association; no causal interpretation
40g,row,1425370602,V2,EA_fraction,354,0.0,7,80,0.0196078431372549,1.0,0.3265303833202485,0.08180366801323603,-0.25141203738560314,0.1938863479470867,0.019019649226360392,7,observational OOF association; no causal interpretation
40g,row,1425370602,V2,source_magnitude,354,0.0,352,80,0.35764020363242083,1.0748417559592127,0.13008358704225848,-0.005737947928907062,0.20446944269518194,,0.03424268081227259,0,observational OOF association; no causal interpretation
40g,row,1425370602,V2,source_width,354,0.0,352,80,1.8855607,20.903506999999998,3.5537035426137393,-0.14113642314742209,0.06073968997985335,-0.27114711890742277,0.03323450885768495,0,observational OOF association; no causal interpretation
40g,row,1425370602,V2,source_center,354,0.0,352,80,5.02410025,23.3562805,3.133649096343311,-0.03807598588181355,0.17561469511944572,-0.11320315019076102,0.044626824894030095,0,observational OOF association; no causal interpretation
40g,row,1425370602,V2,loading_solvent,354,0.0,2,80,0.0,1.0,0.39829506739015974,-0.05163614828616067,-0.09265357252960284,0.0093574374755194,-0.037370131226348184,2,observational OOF association; no causal interpretation
40g,row,1425370602,V2,loading_amount,354,0.0,72,80,94.6,235.0,31.010383417701977,-0.005563183432302418,-0.03169794405788457,0.012135521825409817,,8,observational OOF association; no causal interpretation
40g,row,1425370602,V2,loading_solvent_volume,354,0.0,8,80,200.0,900.0,111.06294241417696,-0.14052210871163695,-0.11645546725600361,-0.04867774546147083,0.037370131226348184,2,observational OOF association; no causal interpretation
40g,row,536279090,V1,EA_fraction,348,0.0,7,79,0.0196078431372549,1.0,0.32733215257759957,0.06380161959980973,-0.635917686082464,0.16131398578226575,-0.11220435380939536,7,observational OOF association; no causal interpretation
40g,row,536279090,V1,source_magnitude,348,0.0,345,79,0.3525278825324393,1.0748417559592127,0.1351284973910742,0.10120013994929737,0.4280267327356519,,0.14779194980729535,0,observational OOF association; no causal interpretation
40g,row,536279090,V1,source_width,348,0.0,345,79,1.7963569999999995,23.1617635,3.741104531446447,0.17891399774131073,0.47568409471991463,0.17484763785735605,0.2887353495392307,0,observational OOF association; no causal interpretation
40g,row,536279090,V1,source_center,348,0.0,345,79,4.8763611,23.3562805,3.310837520535498,0.11769764189709153,0.44817231274753305,0.1935601256981047,0.18541968119589794,0,observational OOF association; no causal interpretation
40g,row,536279090,V1,loading_solvent,348,0.0,2,79,0.0,1.0,0.4008594940798117,0.14036089025093693,0.07942128665444476,0.09869614381320765,0.007470535081249226,2,observational OOF association; no causal interpretation
40g,row,536279090,V1,loading_amount,348,0.0,72,79,94.6,235.0,33.96647376304261,0.023364154526963773,0.03514376872748459,0.03898605810316117,,7,observational OOF association; no causal interpretation
40g,row,536279090,V1,loading_solvent_volume,348,0.0,8,79,200.0,900.0,125.58490450236873,-0.01139034863416455,-0.016099281725845155,-0.018857847179783664,-0.007470535081249226,2,observational OOF association; no causal interpretation
40g,row,536279090,V2,EA_fraction,348,0.0,7,79,0.0196078431372549,1.0,0.32733215257759957,0.06221952184267328,-0.1962178835331283,0.1557483318734555,-0.05695352688573151,7,observational OOF association; no causal interpretation
40g,row,536279090,V2,source_magnitude,348,0.0,345,79,0.3525278825324393,1.0748417559592127,0.1351284973910742,0.034808934687601004,0.19460839290017595,,0.0779453951138893,0,observational OOF association; no causal interpretation
40g,row,536279090,V2,source_width,348,0.0,345,79,1.7963569999999995,23.1617635,3.741104531446447,-0.07257616683436782,0.06949770945145516,-0.20308052174179678,0.10886182077838437,0,observational OOF association; no causal interpretation
40g,row,536279090,V2,source_center,348,0.0,345,79,4.8763611,23.3562805,3.310837520535498,0.009079619830516342,0.16964787376374652,-0.09555191168530561,0.08855421262211158,0,observational OOF association; no causal interpretation
40g,row,536279090,V2,loading_solvent,348,0.0,2,79,0.0,1.0,0.4008594940798117,-0.05323295583487491,-0.10896343640731099,-0.028330407045301573,-0.004535682013615602,2,observational OOF association; no causal interpretation
40g,row,536279090,V2,loading_amount,348,0.0,72,79,94.6,235.0,33.96647376304261,-0.05783214178994212,-0.08338539539725122,-0.04220802402059615,,7,observational OOF association; no causal interpretation
40g,row,536279090,V2,loading_solvent_volume,348,0.0,8,79,200.0,900.0,125.58490450236873,-0.18787335846558945,-0.1760860210349184,-0.1265813611884187,0.004535682013615602,2,observational OOF association; no causal interpretation
40g,row,2767143051,V1,EA_fraction,359,0.0,7,80,0.0196078431372549,1.0,0.3317491767297182,0.05517435227348086,-0.6340162475649486,0.16064894228516266,-0.11869069899017753,7,observational OOF association; no causal interpretation
40g,row,2767143051,V1,source_magnitude,359,0.0,354,80,0.3525278825324393,1.0748417559592127,0.13588745762851967,0.10719063246974897,0.44250311311914975,,0.14478389446882928,0,observational OOF association; no causal interpretation
40g,row,2767143051,V1,source_width,359,0.0,354,80,1.7963569999999995,23.1617635,3.7589154768028044,0.21430903344338847,0.5077013104440591,0.2106640013201486,0.29515905429083117,0,observational OOF association; no causal interpretation
40g,row,2767143051,V1,source_center,359,0.0,354,80,4.8763611,23.3562805,3.3398043774908426,0.13259277678555625,0.4676044009341062,0.23593490995541233,0.1873766382342095,0,observational OOF association; no causal interpretation
40g,row,2767143051,V1,loading_solvent,359,0.0,2,80,0.0,1.0,0.39183795595778687,0.1352707254330939,0.0688014896599357,0.1021738503180606,-0.030811023293927715,2,observational OOF association; no causal interpretation
40g,row,2767143051,V1,loading_amount,359,0.0,72,80,94.6,235.0,33.18350256611763,0.0631526610923585,0.04603556170609188,0.08260365365581607,,8,observational OOF association; no causal interpretation
40g,row,2767143051,V1,loading_solvent_volume,359,0.0,8,80,200.0,900.0,116.15498686968887,-0.007780660298349322,0.010337185966418581,-0.025130725067410358,0.030811023293927715,2,observational OOF association; no causal interpretation
40g,row,2767143051,V2,EA_fraction,359,0.0,7,80,0.0196078431372549,1.0,0.3317491767297182,0.08948472726938018,-0.2016249458373895,0.19250562565995732,-0.01713075272828422,7,observational OOF association; no causal interpretation
40g,row,2767143051,V2,source_magnitude,359,0.0,354,80,0.3525278825324393,1.0748417559592127,0.13588745762851967,0.04109194051470668,0.2141787055195285,,0.040732100957899905,0,observational OOF association; no causal interpretation
40g,row,2767143051,V2,source_width,359,0.0,354,80,1.7963569999999995,23.1617635,3.7589154768028044,-0.10278282537323118,0.0645453905898734,-0.27020622610858774,0.04320431272830724,0,observational OOF association; no causal interpretation
40g,row,2767143051,V2,source_center,359,0.0,354,80,4.8763611,23.3562805,3.3398043774908426,0.007544625156466849,0.18435734230889525,-0.1302415572955014,0.0509420347130253,0,observational OOF association; no causal interpretation
40g,row,2767143051,V2,loading_solvent,359,0.0,2,80,0.0,1.0,0.39183795595778687,-0.07922803644788208,-0.12210035054305636,-0.06156302084566287,-0.033866661967705665,2,observational OOF association; no causal interpretation
40g,row,2767143051,V2,loading_amount,359,0.0,72,80,94.6,235.0,33.18350256611763,-0.03957483754069617,-0.0754462338548308,-0.016127983318026593,,8,observational OOF association; no causal interpretation
40g,row,2767143051,V2,loading_solvent_volume,359,0.0,8,80,200.0,900.0,116.15498686968887,-0.2069934842506029,-0.17784987358740859,-0.11058240047826388,0.033866661967705665,2,observational OOF association; no causal interpretation
40g,row,1362771960,V1,EA_fraction,361,0.0,7,80,0.0196078431372549,1.0,0.3368772156176942,0.08389775917479113,-0.6528848376636933,0.19767261975286474,-0.011694851044362626,7,observational OOF association; no causal interpretation
40g,row,1362771960,V1,source_magnitude,361,0.0,359,80,0.3525278825324393,1.0748417559592127,0.13028287747900066,0.05247624672567122,0.38012482975529066,,0.06601160656245396,0,observational OOF association; no causal interpretation
40g,row,1362771960,V1,source_width,361,0.0,359,80,1.7963569999999995,20.903506999999998,3.5490677272481026,0.15027702747598967,0.44354877279053995,0.1693463483043264,0.22620502291252387,0,observational OOF association; no causal interpretation
40g,row,1362771960,V1,source_center,361,0.0,359,80,4.8763611,23.3562805,3.151483497485327,0.07374543723765092,0.40273059828829055,0.2561055661970256,0.10399164178541119,0,observational OOF association; no causal interpretation
40g,row,1362771960,V1,loading_solvent,361,0.0,2,80,0.0,1.0,0.3931957085635236,0.08551841475185273,0.08254386119526655,0.026823258855244097,-0.014455301607038217,2,observational OOF association; no causal interpretation
40g,row,1362771960,V1,loading_amount,361,0.0,72,80,94.6,235.0,32.15893464652023,0.018206635672320344,0.029633535892339108,0.04243010289992827,,8,observational OOF association; no causal interpretation
40g,row,1362771960,V1,loading_solvent_volume,361,0.0,8,80,200.0,900.0,116.78586258613221,-0.03219236689081059,-0.019707493118034176,0.011493423156137786,0.014455301607038217,2,observational OOF association; no causal interpretation
40g,row,1362771960,V2,EA_fraction,361,0.0,7,80,0.0196078431372549,1.0,0.3368772156176942,0.10779987937359375,-0.2400209119105405,0.19901149342315774,0.028304136342426078,7,observational OOF association; no causal interpretation
40g,row,1362771960,V2,source_magnitude,361,0.0,359,80,0.3525278825324393,1.0748417559592127,0.13028287747900066,-0.01560952230216904,0.16265146980857859,,0.028273380037952465,0,observational OOF association; no causal interpretation
40g,row,1362771960,V2,source_width,361,0.0,359,80,1.7963569999999995,20.903506999999998,3.5490677272481026,-0.13574288932203082,0.028144022403496546,-0.24666458102679228,0.03309654531126457,0,observational OOF association; no causal interpretation
40g,row,1362771960,V2,source_center,361,0.0,359,80,4.8763611,23.3562805,3.151483497485327,-0.04298718045678098,0.13684046474654418,-0.09447884871658613,0.03330289893684548,0,observational OOF association; no causal interpretation
40g,row,1362771960,V2,loading_solvent,361,0.0,2,80,0.0,1.0,0.3931957085635236,-0.07253854468674939,-0.1093148432045422,-0.0893399102834764,-0.029584100312137963,2,observational OOF association; no causal interpretation
40g,row,1362771960,V2,loading_amount,361,0.0,72,80,94.6,235.0,32.15893464652023,-0.034784537863484025,-0.05483024310517682,-0.0166241992807222,,8,observational OOF association; no causal interpretation
40g,row,1362771960,V2,loading_solvent_volume,361,0.0,8,80,200.0,900.0,116.78586258613221,-0.16927282773222355,-0.16244148639297756,-0.04334198580549075,0.029584100312137963,2,observational OOF association; no causal interpretation
40g,compound,769539383,V1,EA_fraction,367,0.0,7,63,0.0196078431372549,1.0,0.3312678451253554,0.047294017994245006,-0.6610139608021185,0.1554948844817027,-0.14201058857876192,7,observational OOF association; no causal interpretation
40g,compound,769539383,V1,source_magnitude,367,0.0,360,63,0.3525278825324393,1.0385773587323763,0.13230468409916923,0.08655186906458791,0.40565570126529854,,0.11600402383348565,0,observational OOF association; no causal interpretation
40g,compound,769539383,V1,source_width,367,0.0,360,63,1.7963569999999995,20.903506999999998,3.615266865623864,0.20476590605291398,0.4704905222942344,0.2359652420900477,0.28857853378915105,0,observational OOF association; no causal interpretation
40g,compound,769539383,V1,source_center,367,0.0,360,63,4.8763611,21.6680795,3.207202551440254,0.11365417791353424,0.42932773759511544,0.2941788845848904,0.15817695460140138,0,observational OOF association; no causal interpretation
40g,compound,769539383,V1,loading_solvent,367,0.0,2,63,0.0,1.0,0.40323293152448886,0.10587957798225978,0.0638466611808687,0.0717440404932447,-0.024137859759496744,2,observational OOF association; no causal interpretation
40g,compound,769539383,V1,loading_amount,367,0.0,57,63,96.2,235.0,34.50645641540169,0.040776282368356294,0.05063578029710571,0.06887528392151414,,6,observational OOF association; no causal interpretation
40g,compound,769539383,V1,loading_solvent_volume,367,0.0,7,63,200.0,900.0,116.88007643656368,0.024646911671212142,0.022826494376376495,0.02220197155702224,0.024137859759496744,2,observational OOF association; no causal interpretation
40g,compound,769539383,V2,EA_fraction,367,0.0,7,63,0.0196078431372549,1.0,0.3312678451253554,0.07543612738421464,-0.23370514158528483,0.1552232302036485,-0.0602735496430759,7,observational OOF association; no causal interpretation
40g,compound,769539383,V2,source_magnitude,367,0.0,360,63,0.3525278825324393,1.0385773587323763,0.13230468409916923,-0.01354532805926021,0.186494546127684,,0.01983877355012446,0,observational OOF association; no causal interpretation
40g,compound,769539383,V2,source_width,367,0.0,360,63,1.7963569999999995,20.903506999999998,3.615266865623864,-0.1411640895621705,0.04784089167664711,-0.26001065132392837,0.028966260186658717,0,observational OOF association; no causal interpretation
40g,compound,769539383,V2,source_center,367,0.0,360,63,4.8763611,21.6680795,3.207202551440254,-0.04269973128925406,0.15938034178309454,-0.09403741315454524,0.02888372001280847,0,observational OOF association; no causal interpretation
40g,compound,769539383,V2,loading_solvent,367,0.0,2,63,0.0,1.0,0.40323293152448886,-0.09127329885097211,-0.14089637817036857,-0.08712273147284925,-0.029770027036712655,2,observational OOF association; no causal interpretation
40g,compound,769539383,V2,loading_amount,367,0.0,57,63,96.2,235.0,34.50645641540169,-0.0040313835747777214,-0.05110563286251422,-0.004056242631696703,,6,observational OOF association; no causal interpretation
40g,compound,769539383,V2,loading_solvent_volume,367,0.0,7,63,200.0,900.0,116.88007643656368,-0.13842331223158338,-0.12869389244170854,-0.05149183777821737,0.029770027036712655,2,observational OOF association; no causal interpretation
40g,compound,1425370602,V1,EA_fraction,363,0.0,7,63,0.0196078431372549,1.0,0.3337232581958121,0.036503842896823256,-0.6663360158680274,0.14753146355907226,-0.17144344101755984,7,observational OOF association; no causal interpretation
40g,compound,1425370602,V1,source_magnitude,363,0.0,356,63,0.3525278825324393,1.0748417559592127,0.13398596938508125,0.100330276347967,0.43216772085114225,,0.1351928424632942,0,observational OOF association; no causal interpretation
40g,compound,1425370602,V1,source_width,363,0.0,356,63,1.7963569999999995,23.1617635,3.80583792354367,0.19198828192891165,0.4771596648027003,0.18611419361650663,0.3007119766838071,0,observational OOF association; no causal interpretation
40g,compound,1425370602,V1,source_center,363,0.0,356,63,4.8763611,23.3562805,3.305151539816691,0.12009204009479128,0.44799017757305054,0.21636020399250178,0.17398706378438952,0,observational OOF association; no causal interpretation
40g,compound,1425370602,V1,loading_solvent,363,0.0,2,63,0.0,1.0,0.385694607919935,0.08376977257570203,0.06618425481774344,0.06515072421646471,-0.02556034557842821,2,observational OOF association; no causal interpretation
40g,compound,1425370602,V1,loading_amount,363,0.0,58,63,94.6,235.0,35.85845933253634,0.04300691140388604,0.062149226467545005,0.05452146934245872,,5,observational OOF association; no causal interpretation
40g,compound,1425370602,V1,loading_solvent_volume,363,0.0,8,63,200.0,900.0,127.59252869889463,-0.056464008236520674,-0.01419086097193125,-0.05811932961785808,0.02556034557842821,2,observational OOF association; no causal interpretation
40g,compound,1425370602,V2,EA_fraction,363,0.0,7,63,0.0196078431372549,1.0,0.3337232581958121,0.05806145044720265,-0.25718676048971617,0.14636675633303908,-0.08957075790856842,7,observational OOF association; no causal interpretation
40g,compound,1425370602,V2,source_magnitude,363,0.0,356,63,0.3525278825324393,1.0748417559592127,0.13398596938508125,-0.00856263650578883,0.16588466538439667,,0.04462290047724575,0,observational OOF association; no causal interpretation
40g,compound,1425370602,V2,source_width,363,0.0,356,63,1.7963569999999995,23.1617635,3.80583792354367,-0.08708710987718352,0.08144947532041368,-0.20981714598311937,0.06497523413469623,0,observational OOF association; no causal interpretation
40g,compound,1425370602,V2,source_center,363,0.0,356,63,4.8763611,23.3562805,3.305151539816691,-0.02832565464919473,0.14684167087884,-0.10639264958727303,0.05235550276497735,0,observational OOF association; no causal interpretation
40g,compound,1425370602,V2,loading_solvent,363,0.0,2,63,0.0,1.0,0.385694607919935,-0.08056620926320571,-0.10176425586291549,-0.07914088385160223,-0.028423104283212163,2,observational OOF association; no causal interpretation
40g,compound,1425370602,V2,loading_amount,363,0.0,58,63,94.6,235.0,35.85845933253634,-0.040355819332737616,-0.05617517303793156,-0.03863641823112767,,5,observational OOF association; no causal interpretation
40g,compound,1425370602,V2,loading_solvent_volume,363,0.0,8,63,200.0,900.0,127.59252869889463,-0.20827644182245456,-0.18197779526506508,-0.12081595236204355,0.028423104283212163,2,observational OOF association; no causal interpretation
40g,compound,536279090,V1,EA_fraction,359,0.0,7,63,0.0196078431372549,1.0,0.3332429894784473,0.07024615821050116,-0.6495605775299131,0.15322597639457824,-0.10611475549695595,7,observational OOF association; no causal interpretation
40g,compound,536279090,V1,source_magnitude,359,0.0,352,63,0.3525278825324393,1.0748417559592127,0.13256418260060632,0.036773746739616926,0.40593081609350656,,0.05697211364622957,0,observational OOF association; no causal interpretation
40g,compound,536279090,V1,source_width,359,0.0,352,63,1.7963569999999995,23.1617635,3.7103027930411567,0.16410531197884698,0.48304268149289215,0.2082093245686603,0.23021698045984534,0,observational OOF association; no causal interpretation
40g,compound,536279090,V1,source_center,359,0.0,352,63,4.8763611,23.3562805,3.222603338211987,0.06140793209564784,0.4314937663368302,0.28554916660472,0.09929277316007958,0,observational OOF association; no causal interpretation
40g,compound,536279090,V1,loading_solvent,359,0.0,2,63,0.0,1.0,0.4004172217507835,0.07853740085633372,0.030005314686137752,0.015555579906493575,-0.026196637767411844,2,observational OOF association; no causal interpretation
40g,compound,536279090,V1,loading_amount,359,0.0,58,63,94.6,218.2,31.55021441199195,0.08500035976445976,0.08907364684845714,0.10559182728397723,,5,observational OOF association; no causal interpretation
40g,compound,536279090,V1,loading_solvent_volume,359,0.0,6,63,200.0,800.0,101.1230303783993,0.06339098194094846,0.06814194743436731,0.04595687390084903,0.026196637767411844,2,observational OOF association; no causal interpretation
40g,compound,536279090,V2,EA_fraction,359,0.0,7,63,0.0196078431372549,1.0,0.3332429894784473,0.0885692842523616,-0.19407551125652794,0.17744298266063144,-0.024782793114274934,7,observational OOF association; no causal interpretation
40g,compound,536279090,V2,source_magnitude,359,0.0,352,63,0.3525278825324393,1.0748417559592127,0.13256418260060632,-0.028461028671306985,0.16583147637632714,,-0.007955191568133187,0,observational OOF association; no causal interpretation
40g,compound,536279090,V2,source_width,359,0.0,352,63,1.7963569999999995,23.1617635,3.7103027930411567,-0.1446733511716339,0.03877690664104252,-0.26633571582753884,-0.006518342231187785,0,observational OOF association; no causal interpretation
40g,compound,536279090,V2,source_center,359,0.0,352,63,4.8763611,23.3562805,3.222603338211987,-0.05691375785185905,0.13977392835582758,-0.10148396839892135,0.0004348155078319435,0,observational OOF association; no causal interpretation
40g,compound,536279090,V2,loading_solvent,359,0.0,2,63,0.0,1.0,0.4004172217507835,-0.09276810938756684,-0.1363328727685588,-0.11452869299296571,-0.030978563709082255,2,observational OOF association; no causal interpretation
40g,compound,536279090,V2,loading_amount,359,0.0,58,63,94.6,218.2,31.55021441199195,-0.024327656523836155,-0.0421340847098129,-0.010131733018610771,,5,observational OOF association; no causal interpretation
40g,compound,536279090,V2,loading_solvent_volume,359,0.0,6,63,200.0,800.0,101.1230303783993,-0.11074444940071251,-0.09364252821201943,-0.03538708338583018,0.030978563709082255,2,observational OOF association; no causal interpretation
40g,compound,2767143051,V1,EA_fraction,360,0.0,7,63,0.0196078431372549,1.0,0.33269300415474007,0.025034773145337707,-0.6846671306052575,0.12398159372830496,-0.1527521778757757,7,observational OOF association; no causal interpretation
40g,compound,2767143051,V1,source_magnitude,360,0.0,353,63,0.3525278825324393,1.0748417559592127,0.1317023839151094,0.10237017753425333,0.41447059142012366,,0.13265013159509526,0,observational OOF association; no causal interpretation
40g,compound,2767143051,V1,source_width,360,0.0,353,63,1.7963569999999995,23.1617635,3.7243990256744177,0.1766935725362648,0.4731130456119816,0.17145857608278242,0.2797691313451724,0,observational OOF association; no causal interpretation
40g,compound,2767143051,V1,source_center,360,0.0,353,63,4.8763611,23.3562805,3.221580977988176,0.12088087396291046,0.43943941671853237,0.21069552201206448,0.17296887648196924,0,observational OOF association; no causal interpretation
40g,compound,2767143051,V1,loading_solvent,360,0.0,2,63,0.0,1.0,0.39361218928731817,0.08464689670032766,0.057619648495971135,0.06454463716364592,-0.02588051625411091,2,observational OOF association; no causal interpretation
40g,compound,2767143051,V1,loading_amount,360,0.0,57,63,94.6,218.2,29.854515213596905,0.1291481228830256,0.10888681187814274,0.1484897671168118,,6,observational OOF association; no causal interpretation
40g,compound,2767143051,V1,loading_solvent_volume,360,0.0,6,63,200.0,700.0,77.03965228822985,0.05026902024496895,0.060121146217672644,0.0035624004902821424,0.02588051625411091,2,observational OOF association; no causal interpretation
40g,compound,2767143051,V2,EA_fraction,360,0.0,7,63,0.0196078431372549,1.0,0.33269300415474007,0.026361017807363,-0.2394336015527322,0.13253053185299343,-0.08414537474990859,7,observational OOF association; no causal interpretation
40g,compound,2767143051,V2,source_magnitude,360,0.0,353,63,0.3525278825324393,1.0748417559592127,0.1317023839151094,0.022485008718887776,0.20738222335022452,,0.04948715823490057,0,observational OOF association; no causal interpretation
40g,compound,2767143051,V2,source_width,360,0.0,353,63,1.7963569999999995,23.1617635,3.7243990256744177,-0.11642507625931509,0.0652450029652443,-0.2566192509416971,0.039446952788263,0,observational OOF association; no causal interpretation
40g,compound,2767143051,V2,source_center,360,0.0,353,63,4.8763611,23.3562805,3.221580977988176,-0.008742098138276576,0.1807662652595147,-0.13101148652642713,0.05425442967545359,0,observational OOF association; no causal interpretation
40g,compound,2767143051,V2,loading_solvent,360,0.0,2,63,0.0,1.0,0.39361218928731817,-0.07262724109185754,-0.11663140399744305,-0.06311381272211387,-0.028779134074571326,2,observational OOF association; no causal interpretation
40g,compound,2767143051,V2,loading_amount,360,0.0,57,63,94.6,218.2,29.854515213596905,0.06042904460855606,0.02006052057287474,0.07783178270553795,,6,observational OOF association; no causal interpretation
40g,compound,2767143051,V2,loading_solvent_volume,360,0.0,6,63,200.0,700.0,77.03965228822985,-0.04684348362986675,-0.03254923040398045,-0.016865492664454407,0.028779134074571326,2,observational OOF association; no causal interpretation
40g,compound,1362771960,V1,EA_fraction,355,0.0,7,63,0.0196078431372549,1.0,0.3337210659857773,0.057862299134516834,-0.6329313201111486,0.15790526821182282,-0.156884053329463,7,observational OOF association; no causal interpretation
40g,compound,1362771960,V1,source_magnitude,355,0.0,355,63,0.3525278825324393,1.0385773587323763,0.1348432685291175,0.074580026339718,0.4505424855359542,,0.12642099023391923,0,observational OOF association; no causal interpretation
40g,compound,1362771960,V1,source_width,355,0.0,355,63,1.7963569999999995,23.1617635,3.7923460854997284,0.16624439073979203,0.47120467999388443,0.18110326403287372,0.2734084185171973,0,observational OOF association; no causal interpretation
40g,compound,1362771960,V1,source_center,355,0.0,355,63,4.8763611,21.6680795,3.3130745836350988,0.09495736559904083,0.46308684328404254,0.2162348687439817,0.16399049409770372,0,observational OOF association; no causal interpretation
