column,protocol,seed,budget,target,feature,pearson,spearman,n
8g,compound,2767143051,50,V2,loading_solvent_code,-0.001993358782878205,-0.09387076052363111,109
8g,compound,2767143051,50,V2,source_prediction,-0.28211940751176773,-0.3202576220924845,109
8g,compound,2767143051,70,V1,PE_fraction,-0.14695863503047144,-0.19588548269826297,109
8g,compound,2767143051,70,V1,loading_amount_ul,,,109
8g,compound,2767143051,70,V1,loading_solvent_volume_ul,0.21962150844051956,0.3034807019016438,109
8g,compound,2767143051,70,V1,loading_solvent_code,-0.11352749749533607,-0.18715113890560414,109
8g,compound,2767143051,70,V1,source_prediction,-0.721671997475424,-0.6316004077471967,109
8g,compound,2767143051,70,V2,PE_fraction,-0.10021507255039935,-0.35576780685720355,109
8g,compound,2767143051,70,V2,loading_amount_ul,,,109
8g,compound,2767143051,70,V2,loading_solvent_volume_ul,0.24947133330269047,0.280477818136947,109
8g,compound,2767143051,70,V2,loading_solvent_code,-0.036878731578013864,-0.12870330688145648,109
8g,compound,2767143051,70,V2,source_prediction,-0.4389022302336857,-0.4790010193679919,109
8g,compound,2767143051,100,V1,PE_fraction,-0.1110323430776606,-0.15373498631360077,109
8g,compound,2767143051,100,V1,loading_amount_ul,,,109
8g,compound,2767143051,100,V1,loading_solvent_volume_ul,0.22431163564946655,0.2993151897510951,109
8g,compound,2767143051,100,V1,loading_solvent_code,-0.09660422377856794,-0.1948261067471589,109
8g,compound,2767143051,100,V1,source_prediction,-0.6432823045292374,-0.5596515614864239,109
8g,compound,2767143051,100,V2,PE_fraction,-0.053862916149740536,-0.27485909503302086,109
8g,compound,2767143051,100,V2,loading_amount_ul,,,109
8g,compound,2767143051,100,V2,loading_solvent_volume_ul,0.255920087330505,0.275525487024628,109
8g,compound,2767143051,100,V2,loading_solvent_code,-0.008094910990819342,-0.09918419979855363,109
8g,compound,2767143051,100,V2,source_prediction,-0.31009915187405973,-0.34462051709758135,109
8g,compound,1362771960,30,V1,PE_fraction,0.2972944910852516,0.4148000256490381,115
8g,compound,1362771960,30,V1,loading_amount_ul,,,115
8g,compound,1362771960,30,V1,loading_solvent_volume_ul,-0.07201983124970084,-0.11503701500619964,115
8g,compound,1362771960,30,V1,loading_solvent_code,0.12489789830631674,0.042051713353118,115
8g,compound,1362771960,30,V1,source_prediction,0.7062559151880413,0.15189194202425504,115
8g,compound,1362771960,30,V2,PE_fraction,-0.0933584822201849,-0.18380028444215984,115
8g,compound,1362771960,30,V2,loading_amount_ul,,,115
8g,compound,1362771960,30,V2,loading_solvent_volume_ul,-0.10897314666146221,-0.20268426453473273,115
8g,compound,1362771960,30,V2,loading_solvent_code,0.06018302117212183,-0.013832800445104607,115
8g,compound,1362771960,30,V2,source_prediction,0.14950658623976615,-0.18659612203478412,115
8g,compound,1362771960,50,V1,PE_fraction,0.22382621422875734,0.2242632292518665,115
8g,compound,1362771960,50,V1,loading_amount_ul,,,115
8g,compound,1362771960,50,V1,loading_solvent_volume_ul,-0.013763151932477612,-0.01972063114391994,115
8g,compound,1362771960,50,V1,loading_solvent_code,0.1837150291479206,0.13390150830861258,115
8g,compound,1362771960,50,V1,source_prediction,0.29945793064021975,-0.23973739085718246,115
8g,compound,1362771960,50,V2,PE_fraction,-0.07801520977879646,-0.1556178134687358,115
8g,compound,1362771960,50,V2,loading_amount_ul,,,115
8g,compound,1362771960,50,V2,loading_solvent_volume_ul,-0.11058040045852725,-0.204875445772946,115
8g,compound,1362771960,50,V2,loading_solvent_code,0.061687749197317246,-0.022685792729971555,115
8g,compound,1362771960,50,V2,source_prediction,0.18716873044071344,-0.14949310829910709,115
8g,compound,1362771960,70,V1,PE_fraction,0.22498616166808674,0.22672012171148004,115
8g,compound,1362771960,70,V1,loading_amount_ul,,,115
8g,compound,1362771960,70,V1,loading_solvent_volume_ul,-0.014467392470691858,-0.0208162217630266,115
8g,compound,1362771960,70,V1,loading_solvent_code,0.18326417116426913,0.1327948842730042,115
8g,compound,1362771960,70,V1,source_prediction,0.3046432567425456,-0.23818288347608324,115
8g,compound,1362771960,70,V2,PE_fraction,-0.09017174430677193,-0.17627405705370086,115
8g,compound,1362771960,70,V2,loading_amount_ul,,,115
8g,compound,1362771960,70,V2,loading_solvent_volume_ul,-0.1093212691432675,-0.20268426453473273,115
8g,compound,1362771960,70,V2,loading_solvent_code,0.060503898220103686,-0.017705984569733896,115
8g,compound,1362771960,70,V2,source_prediction,0.15737447217013142,-0.17813313134326697,115
8g,compound,1362771960,100,V1,PE_fraction,0.23949828802856643,0.2453183190153403,115
8g,compound,1362771960,100,V1,loading_amount_ul,,,115
8g,compound,1362771960,100,V1,loading_solvent_volume_ul,-0.023609159509005592,-0.02958094671587991,115
8g,compound,1362771960,100,V1,loading_solvent_code,0.1768897767958178,0.11619552373887869,115
8g,compound,1362771960,100,V1,source_prediction,0.3714171731275967,-0.2065324819248709,115
8g,compound,1362771960,100,V2,PE_fraction,-0.0783798518937182,-0.1560764865740208,115
8g,compound,1362771960,100,V2,loading_amount_ul,,,115
8g,compound,1362771960,100,V2,loading_solvent_volume_ul,-0.11054420705422545,-0.204875445772946,115
8g,compound,1362771960,100,V2,loading_solvent_code,0.06165315851987308,-0.021579168694363184,115
8g,compound,1362771960,100,V2,source_prediction,0.18628005690123492,-0.15041634364727255,115
25g,row,769539383,30,V1,PE_fraction,0.2582204764621668,0.3320140813040232,98
25g,row,769539383,30,V1,loading_amount_ul,-0.08244062879676546,-0.15739623765310237,98
25g,row,769539383,30,V1,loading_solvent_volume_ul,-0.05006189573582059,-0.10722728864714576,98
25g,row,769539383,30,V1,loading_solvent_code,0.10195520632144672,0.14622733609331995,98
25g,row,769539383,30,V1,source_prediction,0.18854667112471166,0.013216533098712773,98
25g,row,769539383,30,V2,PE_fraction,0.003970036189719039,-0.16560088750400861,98
25g,row,769539383,30,V2,loading_amount_ul,-0.030862090637365648,0.06885070339382802,98
25g,row,769539383,30,V2,loading_solvent_volume_ul,-0.07185947391874191,-0.17952586904793452,98
25g,row,769539383,30,V2,loading_solvent_code,0.07235707886796927,0.12145918796024946,98
25g,row,769539383,30,V2,source_prediction,0.059799763117400616,-0.3031641897621279,98
25g,row,769539383,50,V1,PE_fraction,0.02025942571639234,-0.01224906319374066,98
25g,row,769539383,50,V1,loading_amount_ul,-0.1168337456581907,-0.16018967710515578,98
25g,row,769539383,50,V1,loading_solvent_volume_ul,0.015135603940557046,0.02409395336668284,98
25g,row,769539383,50,V1,loading_solvent_code,0.15442846348447326,0.2148160540002843,98
25g,row,769539383,50,V1,source_prediction,-0.4306476307517358,-0.5813935696115372,98
25g,row,769539383,50,V2,PE_fraction,-0.14082230275992363,-0.33090521874122136,98
25g,row,769539383,50,V2,loading_amount_ul,-0.04831095229013271,0.03231944482317607,98
25g,row,769539383,50,V2,loading_solvent_volume_ul,-0.05334625133842235,-0.14200551418684063,98
25g,row,769539383,50,V2,loading_solvent_code,0.06916518955801731,0.1233644301243318,98
25g,row,769539383,50,V2,source_prediction,-0.24514831637860715,-0.5680303986636828,98
25g,row,769539383,70,V1,PE_fraction,0.16886047958050338,0.1028083214476749,98
25g,row,769539383,70,V1,loading_amount_ul,-0.10143370675838599,-0.16811524950400497,98
25g,row,769539383,70,V1,loading_solvent_volume_ul,-0.024528907331577705,-0.02961165261096135,98
25g,row,769539383,70,V1,loading_solvent_code,0.1297237685760399,0.22624750698477838,98
25g,row,769539383,70,V1,source_prediction,-0.06850508490119585,-0.36744257215538506,98
25g,row,769539383,70,V2,PE_fraction,-0.124495846411692,-0.3215314619603272,98
25g,row,769539383,70,V2,loading_amount_ul,-0.046496377966053846,0.034095119513628626,98
25g,row,769539383,70,V2,loading_solvent_volume_ul,-0.05578190760622525,-0.14200551418684063,98
25g,row,769539383,70,V2,loading_solvent_code,0.06987772469613958,0.12431705120637299,98
25g,row,769539383,70,V2,source_prediction,-0.21051207765749838,-0.5509056481074154,98
25g,row,769539383,100,V1,PE_fraction,0.23541040390882106,0.2715810716313259,98
25g,row,769539383,100,V1,loading_amount_ul,-0.08820082530441296,-0.17231623596678297,98
25g,row,769539383,100,V1,loading_solvent_volume_ul,-0.043386802255806295,-0.08569154129371932,98
25g,row,769539383,100,V1,loading_solvent_code,0.11025345159819182,0.1738533474725139,98
25g,row,769539383,100,V1,source_prediction,0.119250592474529,-0.08663746660801151,98
25g,row,769539383,100,V2,PE_fraction,-0.07622737399708253,-0.2831790004131887,98
25g,row,769539383,100,V2,loading_amount_ul,-0.040897310455408134,0.046892970026524476,98
25g,row,769539383,100,V2,loading_solvent_volume_ul,-0.06244927177498777,-0.16163514725587994,98
25g,row,769539383,100,V2,loading_solvent_code,0.07144389238350542,0.12431705120637299,98
25g,row,769539383,100,V2,source_prediction,-0.10849615662767124,-0.4896110271662554,98
25g,row,1425370602,30,V1,PE_fraction,-0.025776845413071778,0.08897820091495671,98
25g,row,1425370602,30,V1,loading_amount_ul,-0.15454631509219185,-0.13413658639099987,98
25g,row,1425370602,30,V1,loading_solvent_volume_ul,-0.05373786499758495,-0.13230321246620821,98
25g,row,1425370602,30,V1,loading_solvent_code,0.12430406060237072,0.1657080105001621,98
25g,row,1425370602,30,V1,source_prediction,-0.6770224897821632,-0.5813935696115372,98
25g,row,1425370602,30,V2,PE_fraction,-0.04209343829260939,-0.14812280013092421,98
25g,row,1425370602,30,V2,loading_amount_ul,-0.09837291210529024,-0.00098095553427871,98
25g,row,1425370602,30,V2,loading_solvent_volume_ul,-0.13791498455566834,-0.22508466749351558,98
25g,row,1425370602,30,V2,loading_solvent_code,0.05731368057886169,-0.011867682449613727,98
25g,row,1425370602,30,V2,source_prediction,-0.3582111146858937,-0.5699303151438644,98
25g,row,1425370602,50,V1,PE_fraction,-0.028373960211066526,0.08399087952366807,98
25g,row,1425370602,50,V1,loading_amount_ul,-0.1533616117223957,-0.13348261603481407,98
25g,row,1425370602,50,V1,loading_solvent_volume_ul,-0.05378083064312281,-0.13108116695926292,98
25g,row,1425370602,50,V1,loading_solvent_code,0.12312449328531211,0.1657080105001621,98
25g,row,1425370602,50,V1,source_prediction,-0.6818587117249555,-0.5879221416776644,98
25g,row,1425370602,50,V2,PE_fraction,-0.12212505976571769,-0.20795130111594298,98
25g,row,1425370602,50,V2,loading_amount_ul,-0.07272542847268905,-0.003705832018386237,98
25g,row,1425370602,50,V2,loading_solvent_volume_ul,-0.14349277933882737,-0.2239566254871046,98
25g,row,1425370602,50,V2,loading_solvent_code,0.021861844295942522,-0.0092304196830329,98
25g,row,1425370602,50,V2,source_prediction,-0.5553411216428514,-0.6548145031208358,98
25g,row,1425370602,70,V1,PE_fraction,-0.0018602277531369323,0.11497292004238477,98
25g,row,1425370602,70,V1,loading_amount_ul,-0.16511766004945314,-0.1333009576025402,98
25g,row,1425370602,70,V1,loading_solvent_volume_ul,-0.0532336894749142,-0.13614392691660768,98
25g,row,1425370602,70,V1,loading_solvent_code,0.1348897659679005,0.17098253603332372,98
25g,row,1425370602,70,V1,source_prediction,-0.6312058256879235,-0.5387028288353767,98
25g,row,1425370602,70,V2,PE_fraction,-0.09320914402479598,-0.1938861515260216,98
25g,row,1425370602,70,V2,loading_amount_ul,-0.08263847079863398,-0.0075206590961367755,98
25g,row,1425370602,70,V2,loading_solvent_volume_ul,-0.14225753988722,-0.22190197754685592,98
25g,row,1425370602,70,V2,loading_solvent_code,0.035109779920243896,-0.0092304196830329,98
25g,row,1425370602,70,V2,source_prediction,-0.4855877526106005,-0.6320027542413403,98
25g,row,1425370602,100,V1,PE_fraction,0.19141138950573014,0.3245371970287315,98
25g,row,1425370602,100,V1,loading_amount_ul,-0.2269159760131638,-0.15034051854982597,98
25g,row,1425370602,100,V1,loading_solvent_volume_ul,-0.04158467968272989,-0.12854307244483812,98
25g,row,1425370602,100,V1,loading_solvent_code,0.20110833368688266,0.17098253603332372,98
25g,row,1425370602,100,V1,source_prediction,-0.17158421217133762,-0.24475132133453192,98
25g,row,1425370602,100,V2,PE_fraction,0.006048489315607848,-0.09173961560508806,98
25g,row,1425370602,100,V2,loading_amount_ul,-0.11122692176911908,-0.005849401519217492,98
25g,row,1425370602,100,V2,loading_solvent_volume_ul,-0.13145390569029344,-0.20155693421694265,98
25g,row,1425370602,100,V2,loading_solvent_code,0.07689145874532012,-0.0004395437944301381,98
25g,row,1425370602,100,V2,source_prediction,-0.2337737148755856,-0.48055773387143047,98
25g,row,536279090,30,V1,PE_fraction,0.17144766215854645,0.23728113473736645,98
25g,row,536279090,30,V1,loading_amount_ul,-0.23351996193506422,-0.12838463830884117,98
25g,row,536279090,30,V1,loading_solvent_volume_ul,-0.038988170519305254,-0.08353509050821495,98
25g,row,536279090,30,V1,loading_solvent_code,0.23520346550518298,0.2499614485819977,98
25g,row,536279090,30,V1,source_prediction,-0.1662851552644583,-0.14167128894669395,98
25g,row,536279090,30,V2,PE_fraction,0.09274816515773492,0.11982123101697671,98
25g,row,536279090,30,V2,loading_amount_ul,-0.19772317960780364,-0.04699927703723212,98
25g,row,536279090,30,V2,loading_solvent_volume_ul,-0.09891144477940937,-0.267346047377779,98
25g,row,536279090,30,V2,loading_solvent_code,0.16146255370964732,0.11070436901126551,98
25g,row,536279090,30,V2,source_prediction,0.08449842464393215,0.08177929091036601,98
25g,row,536279090,50,V1,PE_fraction,0.20002690805211515,0.28947550039143394,98
25g,row,536279090,50,V1,loading_amount_ul,-0.22616849596957486,-0.12848387664717995,98
25g,row,536279090,50,V1,loading_solvent_volume_ul,-0.04760234448418983,-0.09096179583627813,98
25g,row,536279090,50,V1,loading_solvent_code,0.21348227800879674,0.20788376986278365,98
25g,row,536279090,50,V1,source_prediction,-0.0913546674298618,-0.06220632582930078,98
25g,row,536279090,50,V2,PE_fraction,0.12180152217515439,0.15489919962775112,98
25g,row,536279090,50,V2,loading_amount_ul,-0.19040706298914548,-0.04423052739758099,98
25g,row,536279090,50,V2,loading_solvent_volume_ul,-0.10407142243191889,-0.26616452607558716,98
25g,row,536279090,50,V2,loading_solvent_code,0.1487692607794038,0.09768032559817544,98
25g,row,536279090,50,V2,source_prediction,0.14602833816824837,0.13010602554048797,98
25g,row,536279090,70,V1,PE_fraction,0.21308077743207704,0.3087532215996359,98
25g,row,536279090,70,V1,loading_amount_ul,-0.22226237407432056,-0.1229463773678777,98
25g,row,536279090,70,V1,loading_solvent_volume_ul,-0.051562016463019326,-0.10013776646888514,98
25g,row,536279090,70,V1,loading_solvent_code,0.20283906963072532,0.1908523284764351,98
25g,row,536279090,70,V1,source_prediction,-0.05591327630891649,-0.029193683096481324,98
25g,row,536279090,70,V2,PE_fraction,0.14951765987251964,0.17872537915314932,98
25g,row,536279090,70,V2,loading_amount_ul,-0.1826180643152911,-0.04131292025042173,98
25g,row,536279090,70,V2,loading_solvent_volume_ul,-0.10869200384689046,-0.2648295604484353,98
25g,row,536279090,70,V2,loading_solvent_code,0.1359205050642575,0.08866368015834386,98
25g,row,536279090,70,V2,source_prediction,0.20513614153886892,0.1634246950889071,98
25g,row,536279090,100,V1,PE_fraction,0.18812869293963638,0.2684493647095296,98
25g,row,536279090,100,V1,loading_amount_ul,-0.2294224623786286,-0.13155034130184734,98
25g,row,536279090,100,V1,loading_solvent_volume_ul,-0.044007222219379104,-0.08796963149955846,98
25g,row,536279090,100,V1,loading_solvent_code,0.22277991723692558,0.2219096627691883,98
25g,row,536279090,100,V1,source_prediction,-0.12297893185397223,-0.09775644090813457,98
25g,row,536279090,100,V2,PE_fraction,0.1112860518607988,0.14415709594245787,98
25g,row,536279090,100,V2,loading_amount_ul,-0.1931532449920101,-0.04714813454474025,98
25g,row,536279090,100,V2,loading_solvent_volume_ul,-0.10224046104574273,-0.26594970402064316,98
25g,row,536279090,100,V2,loading_solvent_code,0.1534531564188348,0.10068587407811931,98
25g,row,536279090,100,V2,source_prediction,0.12370869454627656,0.11511071157610182,98
25g,row,2767143051,30,V1,PE_fraction,0.23956825433298704,0.26362620171355383,98
25g,row,2767143051,30,V1,loading_amount_ul,-0.04038999913534539,-0.1476144272424397,98
25g,row,2767143051,30,V1,loading_solvent_volume_ul,-0.018934844287809203,-0.004741130192530723,98
25g,row,2767143051,30,V1,loading_solvent_code,0.036911548417740914,0.06929128092113371,98
25g,row,2767143051,30,V1,source_prediction,-0.013237340639914153,-0.14548387302437374,98
25g,row,2767143051,30,V2,PE_fraction,0.17114283281610906,0.05073285560857899,98
25g,row,2767143051,30,V2,loading_amount_ul,-0.08194377065159764,-0.0762683033125591,98
25g,row,2767143051,30,V2,loading_solvent_volume_ul,-0.10951134884816519,-0.19945591987673678,98
25g,row,2767143051,30,V2,loading_solvent_code,0.065355672684621,0.061483812648329916,98
25g,row,2767143051,30,V2,source_prediction,0.23634622158486449,-0.18805985374468434,98
25g,row,2767143051,50,V1,PE_fraction,0.23618245113573536,0.2562661284896063,98
25g,row,2767143051,50,V1,loading_amount_ul,-0.03947536013051595,-0.14752270961419103,98
25g,row,2767143051,50,V1,loading_solvent_volume_ul,-0.017711771699335615,-0.0034130425181169966,98
25g,row,2767143051,50,V1,loading_solvent_code,0.03656787632298524,0.07221908152343515,98
25g,row,2767143051,50,V1,source_prediction,-0.022796720150104977,-0.1553659889447813,98
25g,row,2767143051,50,V2,PE_fraction,0.1669986612771313,0.04441868752698186,98
25g,row,2767143051,50,V2,loading_amount_ul,-0.08104432203484438,-0.0782147552009475,98
25g,row,2767143051,50,V2,loading_solvent_volume_ul,-0.10934752486376208,-0.19805642963918252,98
25g,row,2767143051,50,V2,loading_solvent_code,0.06455141308527962,0.061483812648329916,98
25g,row,2767143051,50,V2,source_prediction,0.22514157098766688,-0.20079821994402258,98
25g,row,2767143051,70,V1,PE_fraction,0.24063776359960007,0.26596980397696873,98
25g,row,2767143051,70,V1,loading_amount_ul,-0.04067938039239096,-0.14666667841720346,98
25g,row,2767143051,70,V1,loading_solvent_volume_ul,-0.019322480282307652,-0.007540110667639223,98
25g,row,2767143051,70,V1,loading_solvent_code,0.03701986719743581,0.06831534738703324,98
25g,row,2767143051,70,V1,source_prediction,-0.010204547796504206,-0.1418880579410771,98
25g,row,2767143051,70,V2,PE_fraction,0.15612973211111977,0.02557302635092662,98
25g,row,2767143051,70,V2,loading_amount_ul,-0.07865757204563387,-0.07485177549849635,98
25g,row,2767143051,70,V2,loading_solvent_volume_ul,-0.1088541873770314,-0.195257449164074,98
25g,row,2767143051,70,V2,loading_solvent_code,0.06242215967807349,0.06050787911422943,98
25g,row,2767143051,70,V2,source_prediction,0.1958953995311061,-0.23375985820757542,98
25g,row,2767143051,100,V1,PE_fraction,0.24690919813501952,0.2847121658797054,98
25g,row,2767143051,100,V1,loading_amount_ul,-0.042380850330672716,-0.14666667841720346,98
25g,row,2767143051,100,V1,loading_solvent_volume_ul,-0.021608255173002012,-0.01173858138030197,98
25g,row,2767143051,100,V1,loading_solvent_code,0.03765265848740818,0.06831534738703324,98
25g,row,2767143051,100,V1,source_prediction,0.007709212858884631,-0.11595228531900106,98
25g,row,2767143051,100,V2,PE_fraction,0.11042323456138357,-0.05104920963311709,98
25g,row,2767143051,100,V2,loading_amount_ul,-0.0682094226919371,-0.06472207300081012,98
25g,row,2767143051,100,V2,loading_solvent_volume_ul,-0.10583631035421687,-0.1823764267735237,98
25g,row,2767143051,100,V2,loading_solvent_code,0.05317304607188975,0.04586887610272231,98
25g,row,2767143051,100,V2,source_prediction,0.07498638258044411,-0.3563491000898953,98
25g,row,1362771960,30,V1,PE_fraction,0.37613132654413023,0.43214141905996684,98
25g,row,1362771960,30,V1,loading_amount_ul,-0.031139159748686227,-0.13176341970323951,98
25g,row,1362771960,30,V1,loading_solvent_volume_ul,-0.07348778663388897,-0.05659697122088558,98
25g,row,1362771960,30,V1,loading_solvent_code,0.14134033234174967,0.18985047898312046,98
25g,row,1362771960,30,V1,source_prediction,0.15069038352809225,-0.010028753769549054,98
25g,row,1362771960,30,V2,PE_fraction,0.269000047919227,0.16114185559604147,98
25g,row,1362771960,30,V2,loading_amount_ul,0.0006589667389724496,0.04010658218490043,98
25g,row,1362771960,30,V2,loading_solvent_volume_ul,-0.14488068452684644,-0.26295255731835326,98
25g,row,1362771960,30,V2,loading_solvent_code,0.07894711244597563,0.13274505786418717,98
25g,row,1362771960,30,V2,source_prediction,0.6693903959697532,0.16033892469827668,98
25g,row,1362771960,50,V1,PE_fraction,0.2867307204304782,0.3355712317793356,98
25g,row,1362771960,50,V1,loading_amount_ul,-0.020415227329784156,-0.13548395663063983,98
25g,row,1362771960,50,V1,loading_solvent_volume_ul,-0.032840018099955556,0.004645355182285414,98
25g,row,1362771960,50,V1,loading_solvent_code,0.17589994820164043,0.1918541779697497,98
25g,row,1362771960,50,V1,source_prediction,-0.17825111925098971,-0.22219459480136944,98
25g,row,1362771960,50,V2,PE_fraction,0.1752121556525695,0.047487713274656826,98
25g,row,1362771960,50,V2,loading_amount_ul,0.023024588544395243,0.04265857502318946,98
25g,row,1362771960,50,V2,loading_solvent_volume_ul,-0.14618722427833264,-0.2569963210846284,98
25g,row,1362771960,50,V2,loading_solvent_code,0.11156895489231138,0.11871916495778247,98
25g,row,1362771960,50,V2,source_prediction,0.39458331041057343,-0.10341793699672931,98
25g,row,1362771960,70,V1,PE_fraction,0.3291400431108485,0.37097233740611246,98
25g,row,1362771960,70,V1,loading_amount_ul,-0.025313736290288064,-0.13835830645902855,98
25g,row,1362771960,70,V1,loading_solvent_volume_ul,-0.05080614772852475,-0.027528502080228355,98
25g,row,1362771960,70,V1,loading_solvent_code,0.16337527361310536,0.20287452239621057,98
25g,row,1362771960,70,V1,source_prediction,-0.03885225357942797,-0.1417732978852272,98
25g,row,1362771960,70,V2,PE_fraction,0.20550393245766208,0.08040305824735573,98
25g,row,1362771960,70,V2,loading_amount_ul,0.01653557311455847,0.049360914109011736,98
25g,row,1362771960,70,V2,loading_solvent_volume_ul,-0.1474501168939497,-0.2683742595311028,98
25g,row,1362771960,70,V2,loading_solvent_code,0.10298833294882694,0.10970251951795089,98
25g,row,1362771960,70,V2,source_prediction,0.4819941893978903,-0.02935944762159784,98
25g,row,1362771960,100,V1,PE_fraction,0.36100382426033945,0.40211859557564944,98
25g,row,1362771960,100,V1,loading_amount_ul,-0.029199634976240667,-0.133039416122384,98
25g,row,1362771960,100,V1,loading_solvent_volume_ul,-0.0657382076664127,-0.04142638662558636,98
25g,row,1362771960,100,V1,loading_solvent_code,0.14975064332654428,0.2048782213828398,98
25g,row,1362771960,100,V1,source_prediction,0.08400913679493027,-0.06487130934848165,98
25g,row,1362771960,100,V2,PE_fraction,0.2213427213657335,0.09719001331385578,98
25g,row,1362771960,100,V2,loading_amount_ul,0.012898374115941493,0.04425692843243365,98
25g,row,1362771960,100,V2,loading_solvent_volume_ul,-0.14755026984524447,-0.2651161474032533,98
25g,row,1362771960,100,V2,loading_solvent_code,0.09785154620718196,0.11771731546446786,98
25g,row,1362771960,100,V2,source_prediction,0.5281468586882808,0.010398536171732047,98
25g,compound,769539383,30,V1,PE_fraction,-0.03022462274384571,-0.011634033789091242,111
25g,compound,769539383,30,V1,loading_amount_ul,-0.08797010170080047,-0.21849601494423423,111
25g,compound,769539383,30,V1,loading_solvent_volume_ul,0.0002615979407513172,0.0036460219733187257,111
25g,compound,769539383,30,V1,loading_solvent_code,0.0839412145426858,0.2678369405952835,111
25g,compound,769539383,30,V1,source_prediction,-0.486817229486841,-0.39070106201088756,111
25g,compound,769539383,30,V2,PE_fraction,-0.18288088402788946,-0.3097644723409086,111
25g,compound,769539383,30,V2,loading_amount_ul,0.05833362535246632,0.02875375066552376,111
25g,compound,769539383,30,V2,loading_solvent_volume_ul,-0.22710710095498332,-0.3759121818812141,111
25g,compound,769539383,30,V2,loading_solvent_code,0.00960756569280397,0.08118066562290675,111
25g,compound,769539383,30,V2,source_prediction,-0.3692889284991298,-0.49883181927953285,111
25g,compound,769539383,50,V1,PE_fraction,-0.0005092098300609214,0.016117198278592256,111
25g,compound,769539383,50,V1,loading_amount_ul,-0.10160744547243356,-0.22502412113215917,111
25g,compound,769539383,50,V1,loading_solvent_volume_ul,-0.009291974062749554,-0.007121327198722862,111
25g,compound,769539383,50,V1,loading_solvent_code,0.09536307548086691,0.2690220598014574,111
25g,compound,769539383,50,V1,source_prediction,-0.41739374443434457,-0.3513668263073613,111
25g,compound,769539383,50,V2,PE_fraction,-0.15791831863131944,-0.29729150975130675,111
25g,compound,769539383,50,V2,loading_amount_ul,0.04789679854664874,0.02404268417230235,111
25g,compound,769539383,50,V2,loading_solvent_volume_ul,-0.23279529257926673,-0.38221650750063146,111
25g,compound,769539383,50,V2,loading_solvent_code,0.024753038435721013,0.0894765000661235,111
25g,compound,769539383,50,V2,source_prediction,-0.3075409230007689,-0.47420020754059294,111
25g,compound,769539383,70,V1,PE_fraction,0.1869694067756973,0.2166833244747341,111
25g,compound,769539383,70,V1,loading_amount_ul,-0.17260399917672126,-0.2598065929039509,111
25g,compound,769539383,70,V1,loading_solvent_volume_ul,-0.06817003719980123,-0.09197364793898491,111
25g,compound,769539383,70,V1,loading_solvent_code,0.15330983024334588,0.2417643180594595,111
25g,compound,769539383,70,V1,source_prediction,0.08208754224688593,-0.0852497713016749,111
25g,compound,769539383,70,V2,PE_fraction,-0.03788144191516464,-0.21240878249118017,111
25g,compound,769539383,70,V2,loading_amount_ul,-0.0013194569326327444,-0.006467939310616873,111
25g,compound,769539383,70,V2,loading_solvent_volume_ul,-0.24575085922536785,-0.40323905560097084,111
25g,compound,769539383,70,V2,loading_solvent_code,0.09112460613596754,0.14102918553468471,111
25g,compound,769539383,70,V2,source_prediction,-0.015065468498319284,-0.30391126653387107,111
25g,compound,769539383,100,V1,PE_fraction,0.22823264299867027,0.2971716627798053,111
25g,compound,769539383,100,V1,loading_amount_ul,-0.18395627012077434,-0.2854617493881094,111
25g,compound,769539383,100,V1,loading_solvent_volume_ul,-0.08073203735929359,-0.08250496545643644,111
25g,compound,769539383,100,V1,loading_solvent_code,0.16205353491109672,0.25006015250267627,111
25g,compound,769539383,100,V1,source_prediction,0.20948723317455967,0.0506584590555398,111
25g,compound,769539383,100,V2,PE_fraction,0.09116884950957457,-0.04107200101124047,111
25g,compound,769539383,100,V2,loading_amount_ul,-0.05264629625795031,-0.013621781022545678,111
25g,compound,769539383,100,V2,loading_solvent_volume_ul,-0.2361796899631975,-0.40388534043236174,111
25g,compound,769539383,100,V2,loading_solvent_code,0.15193875400873094,0.12977055307603338,111
25g,compound,769539383,100,V2,source_prediction,0.2921070264184141,-0.07406156148081688,111
25g,compound,1425370602,30,V1,PE_fraction,0.40398839034471196,0.46946596506416854,101
25g,compound,1425370602,30,V1,loading_amount_ul,0.0388460699318839,0.06134525708623355,101
25g,compound,1425370602,30,V1,loading_solvent_volume_ul,-0.03323956955746978,0.008022853108509165,101
25g,compound,1425370602,30,V1,loading_solvent_code,0.10978034932263814,0.13886634930923886,101
25g,compound,1425370602,30,V1,source_prediction,0.15797966157861912,0.17902311319652175,101
25g,compound,1425370602,30,V2,PE_fraction,0.17891647411875702,0.1003579007043677,101
25g,compound,1425370602,30,V2,loading_amount_ul,0.049386950930817526,0.12478051031294446,101
25g,compound,1425370602,30,V2,loading_solvent_volume_ul,-0.20273677644331595,-0.3021941337538452,101
25g,compound,1425370602,30,V2,loading_solvent_code,0.21814876042394948,0.27172766729699716,101
25g,compound,1425370602,30,V2,source_prediction,0.2470634084240626,0.05779316651210507,101
25g,compound,1425370602,50,V1,PE_fraction,0.4088317421485286,0.47794890572009063,101
25g,compound,1425370602,50,V1,loading_amount_ul,0.036452090456446866,0.05966551944740545,101
25g,compound,1425370602,50,V1,loading_solvent_volume_ul,-0.034853070714105185,0.013371421847515273,101
