outer_seed,method,round,active_label_count,combined_normalized_RMSE,V1_RMSE,V1_MAE,V1_R2,V2_RMSE,V2_MAE,V2_R2
157,hybrid,16,845,0.5465255677474793,4.305107153140409,1.96459685641227,0.6651813226870074,5.2486848372599875,2.5484659700370806,0.8793785030702832
157,hybrid,17,877,0.5248155136221518,4.0866025631919145,1.8619797458465723,0.6983060843614807,5.196338794770372,2.5128215954458115,0.8817724636914629
157,hybrid,18,909,0.544237422511706,4.2544239725052195,1.9344125257121576,0.6730184261896519,5.334853687423546,2.5439345545048337,0.8753854515398785
157,hybrid,19,941,0.5407291465135069,4.227704434368767,1.9450135070928851,0.6771126872899021,5.298159963740756,2.5392170810013366,0.8770937819809562
157,hybrid,20,973,0.5440862633911681,4.31053841951862,1.9132030176030077,0.6643359841384924,5.141579752943071,2.382271788388991,0.8842510992074714
157,hybrid,21,1005,0.5454648360302108,4.331021307735473,1.8613194475928656,0.6611383772087476,5.121645702971631,2.360629890176604,0.8851468828628966
6101,hybrid,0,333,0.9507187465219588,5.636028801020688,2.688104156681674,0.4758323202914568,10.574190925603304,4.8925266368783635,0.4741475094423357
6101,hybrid,1,365,0.8982775526673864,5.3514342856665,2.499333242718264,0.5274320927445523,9.919831880831614,4.741245169147885,0.5372160766417997
6101,hybrid,2,397,0.883152255816074,5.227521943144079,2.4286872402941295,0.5490633229236653,9.84405649870532,4.570656473402211,0.5442592790184406
6101,hybrid,3,429,0.7811693674772886,4.730507068693998,2.147413407012427,0.630734084382045,8.41343547313156,3.863678485083637,0.6670980214462274
6101,hybrid,4,461,0.7617279629459152,4.557761416297809,2.0958814735321116,0.6572108979715598,8.357689755018185,3.8091499079331506,0.6714948887202368
6101,hybrid,5,493,0.7598361769281032,4.54640389127258,2.0731897222624123,0.6589171676313982,8.337037893679893,3.7355463047393505,0.6731163559607412
6101,hybrid,6,525,0.7041407604304787,4.213348130261647,1.8886543240764444,0.7070601059827847,7.725410655681023,3.5308328338092467,0.7193191465602629
6101,hybrid,7,557,0.703432378308507,4.208120829425484,1.8901044533407088,0.7077865283003273,7.720357245212855,3.3883116651210283,0.7196862290934194
6101,hybrid,8,589,0.6283007964087216,3.8293957258604983,1.73242650329352,0.7580172947269291,6.696609403595207,2.962268251881039,0.7890985446950378
6101,hybrid,9,621,0.6047273692553542,3.627807125935193,1.7825269333178475,0.7828238097903459,6.608996931669593,2.824108822454366,0.7945809386979681
6101,hybrid,10,653,0.5361766946205239,3.217983388534725,1.6038215829314089,0.8291199245732259,5.855888682010119,2.840251878011141,0.838729376665325
6101,hybrid,11,685,0.5199161507155572,3.0669280616258816,1.6460103371160493,0.8447859576624924,5.823359375446759,2.841425089527377,0.8405161083041292
6101,hybrid,12,717,0.5145923848827927,3.09891394966225,1.5844255820166864,0.8415315298973278,5.591000290052959,2.6919265765366225,0.8529893934649371
6101,hybrid,13,749,0.5497281445629241,3.3256142887620577,1.5797080187488803,0.8174980176344866,5.930258437911986,2.905459927712127,0.834607093187228
6101,hybrid,14,781,0.5220323222320863,3.093744836235371,1.5896650103928087,0.842059752577477,5.808773073334035,2.835864663981705,0.8413140555551633
