portfolio_step,expert,pool_position,shared_context_count,coverage_center_count,cw_proposal_pool_position,ivr_proposal_pool_position,proposals_agree,proposal_cw_sq_distance,nearest_center_sq_distance_before_selection,largest_cluster_score,selected_from_center,integrated_variance_before,selected_marginal_variance_reduction,integrated_variance_after,conditional_variance,selected_sample_id,selected_canonical_index,outer_seed,round,active_labels_before,active_labels_after,checkpoint_sha256,gradient_bank_sha256
7,ivr,1822,7,404,1285,1822,False,196463.95592775376,93778.45214089524,,,0.1350505927194103,0.0007418733951054,0.1343087193243048,0.781081493458281,c7e762106a9ec0d9ea75,2587,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
8,cw,1285,8,405,1285,2675,False,224510.3693838836,87797.10904559068,543302.9602790168,3.0,0.1343087193243049,0.0004588970554654,0.1338498222688394,0.546343336421242,e82a87ee526fdd9b1e8d,1814,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
9,ivr,2675,9,406,708,2675,False,255778.71757946844,129122.88891617383,,,0.1338498222688394,0.000728312628791,0.1331215096400485,1.1084985977256174,79362765eb92377a5970,3801,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
10,cw,708,10,407,708,1804,False,320416.3004117727,103456.50702886235,525873.4525402762,337.0,0.1331215096400483,0.0006544262857107,0.1324670833543376,0.7282401716679755,810b065b0b86ff8c9aae,980,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
11,ivr,1804,11,408,1375,1804,False,73508.31201644175,58622.86502859822,,,0.1324670833543376,0.0007119386861054,0.1317551446682322,0.6527429133573246,a6145bb0c9947f9515df,2563,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
12,cw,1375,12,409,1375,1415,False,312198.4707891977,55362.01871315157,498441.7719248608,16.0,0.1317551446682323,0.0004126441887459,0.1313425004794864,0.424227643403945,c70b471334f9747d6f98,1949,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
13,ivr,1415,13,410,380,1415,False,481784.1618461659,44052.56436316646,,,0.1313425004794862,0.0006908812790409,0.1306516192004452,1.0871273835352264,5a7a5139767fda9f7e9a,2005,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
14,cw,380,14,411,380,1352,False,1017183.799862419,41006.39760253179,434224.8539154566,374.0,0.1306516192004453,0.0002871147760304,0.1303645044244148,0.2849671520624428,35944fdd59ac331c3fcb,542,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
15,ivr,1352,15,412,537,1352,False,815540.9090500245,124260.3948428398,,,0.1303645044244148,0.0006783427514901,0.1296861616729246,0.9385417573852102,832eaa9c6b2f7a68f2a5,1919,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
16,cw,537,16,413,537,1526,False,179001.12993760582,59972.66462321389,394393.6162779418,208.0,0.1296861616729247,0.0002670678676918,0.1294190938052328,0.3730871496686337,2012223149ba23d26ec2,763,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
17,ivr,1526,17,414,985,1526,False,176291.77323092683,12050.236162223824,,,0.1294190938052328,0.0005434224632093,0.1288756713420234,0.654019313124578,b21061720e23b7a5bdcb,2160,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
18,cw,985,18,415,985,833,False,286670.5650079349,76965.28200434175,346141.75995738304,409.0,0.1288756713420234,0.0003809534883162,0.1284947178537072,0.5636840981820017,9b1545dfa05c9439870b,1375,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
19,ivr,833,19,416,2535,833,False,400041.3905641199,44464.964493903186,,,0.1284947178537072,0.0005275626646338,0.1279671551890733,0.53551558929034,07933c8c797c30bb0e8e,1149,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
20,cw,2535,20,417,2535,2432,False,471213.99825293873,93522.18260302756,345016.9583579695,78.0,0.1279671551890733,0.0005068507004244,0.1274603044886488,0.687502026021185,2d63ab3869184cde52bf,3603,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
21,ivr,2432,21,418,1696,2432,False,349288.7683658616,0.0001246916363015,,,0.1274603044886488,0.0005196668543546,0.1269406376342942,0.5827002397187405,19f19f196ba5787a01b0,3458,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
22,cw,1696,22,419,1696,870,False,301718.3843712597,87549.38780539006,344305.35244175995,15.0,0.1269406376342942,0.0004180241729116,0.1265226134613825,0.7898983305805678,3163a9b58f1a52a1992c,2414,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
23,ivr,870,23,420,162,870,False,370026.4764267809,80309.45928713388,,,0.1265226134613825,0.0004785184350726,0.1260440950263099,0.7253458685900986,23ef03f3e75e40b20095,1211,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
24,cw,162,24,421,162,1665,False,95087.08324881978,38869.124899244925,334420.95165472786,208.0,0.1260440950263099,0.000271137584628,0.1257729574416818,0.3124735809659539,25b1f8000dd22874bb29,226,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
25,ivr,1665,25,422,1309,1665,False,95575.46504255994,11997.18874474617,,,0.1257729574416818,0.0004771970490733,0.1252957603926084,0.3412388539144859,59f48cda668bdb63730d,2366,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
26,cw,1309,26,423,1309,1893,False,276954.93456791114,41718.02837336793,329036.4334334073,281.0,0.1252957603926085,0.0001883831334257,0.1251073772591826,0.2453419614714538,4e93e36ab850bab3d594,1856,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
27,ivr,1893,27,424,608,1893,False,351028.00188812445,50517.919832136016,,,0.1251073772591827,0.0004740349080568,0.1246333423511258,0.7300935898762082,9e3f598e00375ec93d9b,2691,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
28,cw,608,28,425,608,1529,False,427857.39882642514,92162.06814239404,322286.991454205,196.0,0.1246333423511258,0.0004055934063735,0.1242277489447524,0.5601388700050858,ea004678fc850c759752,850,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
29,ivr,1529,29,426,1748,1529,False,288319.181304371,32121.421371089295,,,0.1242277489447523,0.0004695184908065,0.1237582304539457,0.8843097760491648,ad833f34f6b91872362d,2163,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
30,cw,1748,30,427,1748,342,False,375407.7311475233,61455.42697354956,302337.1304555129,163.0,0.1237582304539458,0.000409490503094,0.1233487399508518,0.5450541827673475,a39b54ec29efd4464245,2491,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
31,ivr,342,31,428,1044,342,False,452625.9874406691,0.000149359810166,,,0.1233487399508518,0.0004370992194261,0.1229116407314256,0.5465556455220345,754f1d33b0ed61557754,482,157,3,397,429,e75a67fd95c426b88068ebee0c65fc1d56bae2fe278cf96248e1b7002154103c,2284c56f52b87f028c25f493e3764d00d1f788b7be5378cd213879df7cb2eef0
0,cw,2506,0,429,2506,2095,False,227839.11082115935,107701.86227418226,414446.7593390732,291.0,0.1378650078860258,0.0006785790710346,0.1371864288149911,0.787146543641801,e3c2b5ea1c83276cf63a,3602,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
1,ivr,2095,1,430,2289,2095,False,346701.16637570504,119065.1065631829,,,0.1371864288149911,0.0006919623313228,0.1364944664836682,0.8823812791377064,2c8bdc7f29ed47c7ce61,3006,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
2,cw,2289,2,431,2289,2300,False,215099.58948812087,117134.29543701682,403930.9213368797,15.0,0.1364944664836683,0.0005898069275017,0.1359046595561665,0.8902956088147531,5524670e4337370c2ef6,3279,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
3,ivr,2300,3,432,2547,2300,False,241697.3799048274,105387.87843496208,,,0.1359046595561665,0.0006242396546926,0.1352804199014739,1.1570450582243097,cace6f00c46aea69fe39,3297,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
4,cw,2547,4,433,2547,1782,False,285393.12169745436,36885.81388479368,381046.3419187855,63.0,0.1352804199014738,0.0002535487453696,0.1350268711561042,0.2304871197162041,0e3fa5113029ce384922,3661,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
5,ivr,1782,5,434,1423,1782,False,268646.19814789377,103222.44546850504,,,0.1350268711561042,0.0005991478406633,0.134427723315441,1.4048417152504395,b7cf293311f83700cd9a,2566,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
6,cw,1423,6,435,1423,1662,False,305403.8220094781,56827.35426550971,377205.0368324198,318.0,0.1344277233154409,0.0004084435405246,0.1340192797749162,0.4897192568749677,c9e08e156472783dee4e,2042,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
7,ivr,1662,7,436,1794,1662,False,257914.07450531863,95563.6387731094,,,0.1340192797749162,0.0005659717829389,0.1334533079919772,0.7612545506460376,67fa39740fcf946a3154,2395,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
8,cw,1794,8,437,1794,924,False,164765.21363607736,20971.82452510298,369665.9625154908,0.0,0.1334533079919773,0.0001230457491433,0.133330262242834,0.1407652835799304,51da06b530ccda00427a,2581,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
9,ivr,924,9,438,872,924,False,187747.3198633224,33932.04900227173,,,0.1333302622428339,0.0005583951656633,0.1327718670771706,0.791677657323566,19229d505f75d05a0bcb,1305,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
10,cw,872,10,439,872,752,False,233269.4265089589,15893.454050702683,342927.78914484236,227.0,0.1327718670771706,8.709538457353009e-05,0.1326847716925971,0.1013438677564255,057b8c550ec0b75b1af1,1230,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
11,ivr,752,11,440,2439,752,False,262069.8053566185,83116.51505373098,,,0.1326847716925971,0.0005157975545951,0.132168974138002,0.6563751318992517,5bad82a6cffd60e7a6c9,1057,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
12,cw,2439,12,441,2439,1313,False,119419.67491349592,32916.78614731852,340562.28374456323,294.0,0.132168974138002,0.0001630087509299,0.132005965387072,0.2565414281296311,a134ef1942ffcd81d017,3511,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
13,ivr,1313,13,442,53,1313,False,118784.94934931332,52234.146831667866,,,0.132005965387072,0.0005149781762948,0.1314909872107773,0.6753195540580879,a5446977630484ca5fe1,1877,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
14,cw,53,14,443,53,821,False,202305.61893473624,36258.7570082449,322878.90985348955,1.0,0.1314909872107771,8.814061053435606e-05,0.1314028466002428,0.1697897411927183,91161a9006beb2042fa7,76,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
15,ivr,821,15,444,2850,821,False,240685.12557902743,18630.720030073106,,,0.1314028466002428,0.0004709722550259,0.1309318743452169,0.5519591992804691,d1e71a8278523e7a10e3,1144,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
16,cw,2850,16,445,2850,381,False,265836.88646197086,71043.72556271365,321657.6064145464,375.0,0.1309318743452169,0.0003106302590563,0.1306212440861605,0.5991930317709038,419f6eb4080dcb9d293b,4094,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
17,ivr,381,17,446,451,381,False,391035.5839637103,69119.74777749088,,,0.1306212440861605,0.0004673948999811,0.1301538491861793,0.8348869055467452,1a55639d058c08a1a06e,548,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
18,cw,451,18,447,451,2816,False,46133.86335650811,63032.63747326727,320944.4859397162,56.0,0.1301538491861793,0.0004300910433074,0.1297237581428719,0.4865098249534981,485f8bcfb08d6eaf3463,650,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
19,ivr,2337,19,448,2859,2337,False,337723.7253955049,114921.37751495966,,,0.1297237581428719,0.0004423044082655,0.1292814537346063,0.7688070676967373,b6a2baaa0410b39ac474,3358,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
20,cw,2859,20,449,2859,2799,False,512599.1953057329,117675.19556657822,318704.3828184237,125.0,0.1292814537346064,0.0003870303316766,0.1288944234029297,0.8291613464702452,7155ede91e7e3232862a,4106,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
21,ivr,2799,21,450,1589,2799,False,517838.9821377012,144058.66908434103,,,0.1288944234029298,0.0004090607451763,0.1284853626577534,1.0796416484681064,d54c93a11164b4abac6e,4025,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
22,cw,1589,22,451,1589,44,False,565516.934913795,20454.44127066483,306751.78281683096,0.0,0.1284853626577534,0.0001027878746658,0.1283825747830875,0.1725041210162888,aa83ae83c0fa0cc37777,2285,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
23,ivr,44,23,452,2834,44,False,457391.3856657749,0.0033677616156637,,,0.1283825747830875,0.00040626817186,0.1279763066112275,0.4961913958173507,54bc75cc4d64dac2ed48,63,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
24,cw,2834,24,453,2834,1065,False,223003.26480258716,69222.94803647984,287336.77471409354,213.0,0.1279763066112274,0.0003158532077713,0.127660453403456,0.5719775491595988,7c6e7b244de393e8554d,4066,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
25,ivr,1065,25,454,1657,1065,False,203713.8144852524,19832.866568333237,,,0.1276604534034561,0.0004014585219609,0.1272589948814952,0.5242558771982894,c5b88ffca991e883ab64,1518,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
26,cw,1657,26,455,1657,591,False,133865.93945851727,32958.60741660428,286620.1528452447,1.0,0.1272589948814951,0.000124018472093,0.127134976409402,0.1990826705375922,6c79b254471fec29c482,2387,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
27,ivr,591,27,456,18,591,False,131469.552464294,19306.41064807627,,,0.127134976409402,0.0003975571753874,0.1267374192340147,0.5858739235908401,71abc36775b6cce56da7,836,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
28,cw,18,28,457,18,859,False,322855.27272592916,18407.04975030527,286297.3415461661,0.0,0.1267374192340146,9.146655078462904e-05,0.12664595268323,0.0947203958768234,c16aef24cbedd5b1b875,27,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
29,ivr,859,29,458,1774,859,False,355855.48336003005,111761.2485191222,,,0.12664595268323,0.0003905423989582,0.1262554102842718,0.8315509884890172,04a2e8ad27ca641a3a12,1207,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
30,cw,1774,30,459,1774,674,False,154574.55151406687,15185.53777634434,279355.0305693551,227.0,0.1262554102842717,0.0001264028362091,0.1261290074480625,0.161805471876947,6ab30af49df4a72750ac,2554,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
31,ivr,674,31,460,2771,674,False,245022.61396265277,25980.78397029953,,,0.1261290074480626,0.0003828529475738,0.1257461545004888,0.5993845979043841,358461ff3742e78ea3b6,943,157,4,429,461,b12aaa12180967822c7cdde38d0d73fb44eeeadbb33d54068f844e89d3025e45,f34baa4df95684881832e96b2ab9ac0c4288827a81e8515ab4026fdff3eac451
0,cw,2235,0,461,2235,1408,False,232178.7731901565,107946.21811079537,552606.7365717951,348.0,0.1266577275713922,0.000550320900995,0.126107406670397,0.6098566064073099,596bd04bfe916866f908,3230,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
1,ivr,1408,1,462,691,1408,False,132862.91541659794,102820.0084478624,,,0.1261074066703971,0.0009026956358649,0.1252047110345321,1.0323851968221989,d7603686249e1fb69a60,2041,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
2,cw,691,2,463,691,1571,False,131866.76258699154,61607.28947671682,503808.1280450754,230.0,0.1252047110345322,0.0001851753808898,0.1250195356536423,0.2663865061206614,1e77ce24daad192212f6,977,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
3,ivr,1571,3,464,475,1571,False,299790.3202078036,131866.76258699154,,,0.1250195356536423,0.000599017765394,0.1244205178882483,0.8668922895987974,f82cfd3b57735b0ead3c,2282,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
4,cw,475,4,465,475,2834,False,203981.45303845615,96152.30753507873,467472.8199045847,15.0,0.1244205178882482,0.0003208077958478,0.1240997100924005,0.5439500471554042,c5a12771920c4410d921,692,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
5,ivr,2834,5,466,364,2834,False,248278.3545905942,147718.49005669227,,,0.1240997100924004,0.0005784496461624,0.1235212604462381,1.4865937536976817,9f362bfe1dab6e9eac3d,4114,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
6,cw,364,6,467,364,2839,False,379139.5691059538,68005.50724108532,371320.512369506,15.0,0.123521260446238,0.0001558904463036,0.1233653699999344,0.2906429643942286,f4a4fc4d6e4dea59b061,528,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
7,ivr,2839,7,468,219,2839,False,339860.56917186454,178576.30258126507,,,0.1233653699999344,0.0004931330217944,0.12287223697814,1.0120483346239533,634f21e11a8442494ce3,4119,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
8,cw,219,8,469,219,2745,False,349608.97441095946,66655.46337256231,361571.5932699783,448.0,0.12287223697814,0.0002241988197812,0.1226480381583587,0.3165723611496317,0054790b9c9f40026ebe,308,157,5,461,493,0a2ac845853bfb8def8c76333e07b30e30874c147314de10b1f842bfaa961ed9,c51932b07405833d954e1a8120ccaf520faedafe087579163bae77dc1fefaae0
