portfolio_step,expert,pool_position,shared_context_count,coverage_center_count,cw_proposal_pool_position,ivr_proposal_pool_position,proposals_agree,proposal_cw_sq_distance,nearest_center_sq_distance_before_selection,largest_cluster_score,selected_from_center,integrated_variance_before,selected_marginal_variance_reduction,integrated_variance_after,conditional_variance,selected_sample_id,selected_canonical_index,outer_seed,round,active_labels_before,active_labels_after,checkpoint_sha256,gradient_bank_sha256
3,ivr,1286,3,336,401,1286,False,196800.4652131661,60397.64712226344,,,0.207028255594548,0.0033571481039659,0.2036711074905819,1.6517171297476223,9fde4f980246629c5b0d,1772,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
4,cw,401,4,337,401,2969,False,363191.5315784416,34243.26334650439,526453.9950258132,44.0,0.203671107490582,0.0006485990949008,0.2030225083956811,0.5040787535994492,e9d196dc9d1443121cf9,557,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
5,ivr,2969,5,338,1398,2969,False,271828.28650775505,129064.36337638146,,,0.2030225083956811,0.0027270168052365,0.2002954915904445,2.9508989538616106,0c5c35afb3a24375c153,4121,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
6,cw,1398,6,339,1398,1413,False,172227.6901341196,48443.55315647455,520071.52669844264,187.0,0.2002954915904446,0.0010950319601417,0.1992004596303029,0.9002960631190686,832eaa9c6b2f7a68f2a5,1919,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
7,ivr,1382,7,340,2964,1382,False,159872.71384048654,30074.784942133814,,,0.1992004596303029,0.0018985892190481,0.1973018704112548,1.2803289869078676,a5f9179bfb146ad70953,1898,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
8,cw,2964,8,341,2964,1943,False,247166.2026255482,45577.30073952985,499509.4618664051,321.0,0.1973018704112547,0.0008409194605007,0.196460950950754,0.7150747734683374,9f362bfe1dab6e9eac3d,4114,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
9,ivr,1943,9,342,2154,1943,False,224789.12775273735,71674.76737549447,,,0.196460950950754,0.0018222365842832,0.1946387143664708,1.5925903178221388,81507d463506a9e65e73,2683,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
10,cw,2154,10,343,2154,632,False,154753.07397874855,37652.245167515706,458406.801763446,220.0,0.1946387143664708,0.0010808102115761,0.1935579041548946,0.6932552817472337,b2ac848cc42390b01b9f,2980,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
11,ivr,632,11,344,1538,632,False,198903.8448764796,32681.97340572343,,,0.1935579041548947,0.0016079142683899,0.1919499898865047,0.9500297518335412,c352863d9fa4a8645481,866,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
12,cw,1538,12,345,1538,2834,False,156287.1243157605,40444.04579732084,458227.113577649,282.0,0.1919499898865047,0.0011844477921897,0.1907655420943149,0.6447881051466378,8db24ae10df4095ada47,2112,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
13,ivr,2834,13,346,2320,2834,False,121989.70095232425,52015.34869051975,,,0.190765542094315,0.0013732502038303,0.1893922918904847,0.98639551867451,79cb1738d945317e5bfa,3931,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
14,cw,2320,14,347,2320,2938,False,155080.95399591862,30613.833451312705,449691.5093539499,62.0,0.1893922918904847,0.0004543521566333,0.1889379397338513,0.3394746161066966,0774ceee565be86b891c,3215,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
15,ivr,2938,15,348,2392,2938,False,182302.77514961123,53435.69075970727,,,0.1889379397338513,0.0013011778630071,0.1876367618708443,1.6469894289370883,3f6b817d855e67b3b406,4075,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
16,cw,2392,16,349,2392,1353,False,112945.9706857985,35473.84220643621,449381.9802614345,317.0,0.1876367618708442,0.0005565739171731,0.187080187953671,0.4491369930059721,dee5054e9bcc457f0464,3316,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
17,ivr,1353,17,350,2943,1353,False,112509.68619723395,47484.35997087415,,,0.187080187953671,0.001192323127022,0.1858878648266489,0.9803869989373352,4e93e36ab850bab3d594,1856,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
18,cw,2943,18,351,2943,1946,False,190007.29150033832,41758.33492484059,417945.5910351601,321.0,0.1858878648266489,0.000676245908253,0.1852116189183959,0.8359297794865772,c9bef93a79964dc6ede1,4080,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
19,ivr,1946,19,352,1935,1946,False,82921.15725016873,48448.19127510436,,,0.1852116189183958,0.0011473860093473,0.1840642329090484,1.2677165429384272,2dbfdf9c2d5defd09f7a,2686,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
20,cw,1935,20,353,1935,1507,False,356803.4282882444,33942.519008462725,389480.99247203744,44.0,0.1840642329090485,0.0006187336180998,0.1834454992909486,0.5443993220387233,c6924324ddd95f249df6,2675,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
21,ivr,1507,21,354,1103,1507,False,330563.24978195695,78347.19873389753,,,0.1834454992909486,0.0011431080547128,0.1823023912362357,1.3341612664651887,5b706e17e8412d02342f,2068,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
22,cw,1103,22,355,1103,869,False,118849.34201314305,40364.13090677489,388208.8292069909,123.0,0.1823023912362357,0.0005911947078932,0.1817111965283426,0.4690431821458174,c476eca5614cf9aa12d8,1519,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
23,ivr,869,23,356,1479,869,False,71753.82762048289,44894.277528900275,,,0.1817111965283425,0.001105891533541,0.1806053049948014,1.1880381759150296,4d1e1e0eca90a46d77b2,1197,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
24,cw,1479,24,357,1479,726,False,85289.90606073079,31427.266483850428,378434.5531875627,317.0,0.1806053049948014,0.0006243968948187,0.1799809080999826,0.5449464516575229,59ce141f6f9f30603132,2027,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
25,ivr,726,25,358,2274,726,False,90773.62761623028,35762.062340445336,,,0.1799809080999827,0.0009845784636039,0.1789963296363787,0.9317961538700096,0f06772820e6693753e3,985,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
26,cw,2274,26,359,2274,1571,False,108044.1738970663,32502.94408625008,376187.2561103195,321.0,0.1789963296363787,0.0003728127644184,0.1786235168719603,0.3855216187040787,4c2ad10692512e8f23b8,3149,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
27,ivr,1571,27,360,1747,1571,False,116201.2384685854,37257.1002423117,,,0.1786235168719602,0.0009675097287575,0.1776560071432026,0.8278954410352919,ad833f34f6b91872362d,2163,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
28,cw,1747,28,361,1747,2159,False,71708.7935260243,41719.77593533175,374741.5073840937,187.0,0.1776560071432027,0.0008132827213324,0.1768427244218702,0.7574952801788095,3163a9b58f1a52a1992c,2414,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
29,ivr,2159,29,362,522,2159,False,83672.89925679541,24155.011076735856,,,0.1768427244218703,0.0008839843389307,0.1759587400829396,0.8616401543357071,b51a88b6dc4049704214,2985,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
30,cw,522,30,363,522,1049,False,123371.99474790032,31099.183663313845,373870.9179523658,64.0,0.1759587400829395,0.0005700164021323,0.1753887236808072,0.4205755682017388,1d9eabd939a185c1b128,718,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
31,ivr,1763,31,364,1500,1763,False,166054.34828666336,34105.19621725436,,,0.1753887236808072,0.000863952160668,0.1745247715201391,0.534477502200743,f31b175e4f53cac6ea11,2433,6101,1,333,365,bcfffa247c3d24c8c74993ddb66cb59741ae14b1e67e8ed9543a8d1af7c6c494,45306fc9965b10e34ff02386422326b11a53869d1088ab28839996b112cdc422
0,cw,793,0,365,793,2277,False,426246.2618312593,94103.10116276237,726911.5214466754,355.0,0.2118655536082355,0.0021076505264585,0.209757903081777,1.577742388639685,97b105f90c11a10a2cac,1099,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
1,ivr,2277,1,366,339,2277,False,424158.5156427519,108023.68036918376,,,0.2097579030817769,0.002701033965837,0.2070568691159398,1.5225523817275382,975d484a29fb5011f336,3194,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
2,cw,339,2,367,339,718,False,433757.3311019563,69549.98621609795,662349.5504404911,335.0,0.2070568691159399,0.0015525877500558,0.205504281365884,0.735426266159174,bdfa3c592507c0609ee1,473,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
3,ivr,718,3,368,835,718,False,71656.24011634098,138276.0729088983,,,0.205504281365884,0.002460613964102,0.203043667401782,1.6370088446521809,810b065b0b86ff8c9aae,980,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
4,cw,1150,4,369,1150,1575,False,228220.65149232832,52719.97723031527,584678.2063048498,363.0,0.2030436674017819,0.0008287405780973,0.2022149268236846,0.7848674619728975,258fba623c2f3e812f54,1597,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
5,ivr,1575,5,370,1573,1575,False,88547.1308877216,92053.43655474496,,,0.2022149268236847,0.0019757252472444,0.2002392015764402,2.068195639012466,bae9d67e095423d8edd2,2191,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
6,cw,1573,6,371,1573,2869,False,264462.6700497698,84984.7484153118,488559.7479729632,303.0,0.2002392015764403,0.000873400656982,0.1993658009194582,1.034616210088133,316b7260106904f99ae8,2189,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
7,ivr,2869,7,372,2753,2869,False,150671.19644199256,115115.4400009297,,,0.1993658009194582,0.001892914135368,0.1974728867840899,2.54007390975198,52348febee6695107c49,4018,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
8,cw,2753,8,373,2753,1083,False,251357.38144396676,39529.278227567585,479238.7843585771,363.0,0.1974728867840901,0.0007248813728048,0.1967480054112854,0.5418341540226332,67434b9a07488d70219b,3855,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
9,ivr,1083,9,374,834,1083,False,207405.08031310255,108475.0616904172,,,0.1967480054112853,0.0016984696975404,0.1950495357137447,3.2765175452288307,942b8fc9cf013acda52b,1500,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
10,cw,834,10,375,834,249,False,284951.74107263784,53377.57795332653,478252.4447454397,220.0,0.1950495357137448,0.0009049336658874,0.1941446020478573,0.7414972359965264,33ffc69a253a89f15995,1151,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
11,ivr,249,11,376,2922,249,False,219020.38710662484,50540.91457991034,,,0.1941446020478574,0.0015854416724787,0.1925591603753786,1.0671706101328993,daa57028243887eb8e1a,333,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
12,cw,2922,12,377,2922,232,False,129097.02702914404,57598.949310664335,444611.95319618867,355.0,0.1925591603753786,0.0006542879640156,0.1919048724113629,1.0420569534214534,fd11ee7c408d95a1a8e6,4093,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
13,ivr,232,13,378,1477,232,False,137212.7658388157,57414.44428582251,,,0.191904872411363,0.0015729577184987,0.1903319146928642,1.02974232200327,909edd19830874acd4fa,309,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
14,cw,1477,14,379,1477,1400,False,202993.47011936904,48745.87447443517,429997.6360844032,40.0,0.1903319146928642,0.0006402415782326,0.1896916731146314,0.5334329650801695,c9e08e156472783dee4e,2042,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
15,ivr,1400,15,380,2127,1400,False,212038.14683228763,57626.737752617395,,,0.1896916731146316,0.0015493235902918,0.1881423495243399,1.1140813293251348,488727f2d41859d1ac45,1936,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
16,cw,2127,16,381,2127,2937,False,411165.33392094274,68833.86899121219,390026.8490006655,294.0,0.1881423495243398,0.0006612910235695,0.1874810585007702,0.8009163248254723,efb7617d566fb19d9217,2970,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
17,ivr,2937,17,382,1090,2937,False,291223.8377691571,60890.15276743472,,,0.1874810585007702,0.0012654891546428,0.1862155693461273,1.8240889879972593,855456da9ea892f7216b,4120,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
18,cw,1090,18,383,1090,1095,False,32689.675394699152,43201.51461963575,387013.00388552435,355.0,0.1862155693461273,0.0006881931096127,0.1855273762365147,0.5284515314053607,702ba575d6a3442b9a3b,1510,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
19,ivr,1547,19,384,254,1547,False,477586.99500160594,72824.15783333231,,,0.1855273762365145,0.0010796883887231,0.1844476878477913,1.4767567213425654,a17bcdddcf0799baeee2,2152,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
20,cw,254,20,385,254,2855,False,208671.6326291625,34153.490256541,361993.5519152109,44.0,0.1844476878477914,0.0007653182954847,0.1836823695523066,0.5397164749444328,4e69d770ec2e35212ede,340,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
21,ivr,2855,21,386,1354,2855,False,238237.36670154383,47689.63615828127,,,0.1836823695523066,0.000987176480396,0.1826951930719106,1.1488473307226277,d9c8c8af50a10bf07765,3995,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
22,cw,1354,22,387,1354,2897,False,334388.1848008016,72360.23354791454,357714.8141660168,105.0,0.1826951930719106,0.0009678568084094,0.1817273362635011,0.7422243304126743,dafe887ed8c49efe19b9,1871,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
23,ivr,2897,23,388,1078,2897,False,224795.00109784125,53674.183984204195,,,0.1817273362635011,0.0009719149706629,0.1807554212928381,1.5458910861481776,fd9cda2d3ab32ea2a360,4059,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
24,cw,1078,24,389,1078,2713,False,330656.3852757285,22026.415485015823,330282.7680103564,100.0,0.1807554212928381,0.0004813327586019,0.1802740885342363,0.4415975739396358,f1aa9023d49cdbe2d409,1492,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
25,ivr,2713,25,390,2685,2713,False,133604.47688531928,56059.2663055195,,,0.1802740885342361,0.0008958624644799,0.1793782260697561,1.065648228945434,7654254c03d9de79740f,3799,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
26,cw,2685,26,391,2685,2355,False,93244.70167854751,30685.418519699655,327766.5663696166,363.0,0.1793782260697561,0.0003799651998982,0.1789982608698578,0.362655599589633,c82167c626a1495ef750,3759,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
27,ivr,2355,27,392,1162,2355,False,184323.8901047135,86351.99842678208,,,0.1789982608698579,0.0008766187588909,0.1781216421109671,0.9333298756184224,8f9a7ca0380c405ee685,3298,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
28,cw,1162,28,393,1162,1928,False,242990.23563411343,26865.97626887204,327231.70540764293,250.0,0.1781216421109669,0.0002421192249708,0.1778795228859961,0.2467298486111691,4cacfd98f3f85dc0dc0e,1614,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
29,ivr,1094,29,394,1369,1094,False,136788.63948430307,26989.576549310004,,,0.1778795228859961,0.0008519748655242,0.1770275480204719,0.8131746349409869,4ec77f604fa08f281ef7,1514,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
30,cw,1369,30,395,1369,1928,False,165045.7543052616,38343.343785995385,318594.1627014139,303.0,0.1770275480204718,0.000495370823438,0.1765321771970339,0.5295586802489338,0a79a24271d119590ae6,1894,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
31,ivr,1928,31,396,2637,1928,False,227589.57458305304,65363.86923407408,,,0.1765321771970338,0.000847687282357,0.1756844899146768,0.9931494547548552,9e3f598e00375ec93d9b,2691,6101,2,365,397,aabc82ba234e945205ec04a60cef146969feba8a2f2230ebbd69e6c458394f45,1c24ecbca937815c00905189b7e84c382bae50da9a96fd63474b6e6b9e676d7f
0,cw,1121,0,397,1121,799,False,128645.47773852629,88130.03228011704,537800.9542588398,44.0,0.1625017772115905,0.0012576959016574,0.1612440813099331,1.0716797121915589,374b71ac526fe1051993,1576,6101,3,397,429,11ea920a4abd6ce74212d2a83fab778a25bbb499b03493d74280e3018f800dba,3a1aa708d39b4340cae9321154238eed655cf9ff7bfc1c054d96e36b32e4016d
1,ivr,800,1,398,830,800,False,492551.5345371807,91553.12155085416,,,0.161244081309933,0.0011529198285375,0.1600911614813954,0.9702337068039424,a4c8259421a3aa5edeea,1116,6101,3,397,429,11ea920a4abd6ce74212d2a83fab778a25bbb499b03493d74280e3018f800dba,3a1aa708d39b4340cae9321154238eed655cf9ff7bfc1c054d96e36b32e4016d
2,cw,830,2,399,830,904,False,218857.73026046017,90091.78342043178,485952.5567740522,368.0,0.1600911614813955,0.0009488007704779,0.1591423607109175,1.02181000572785,222a68fc192f66c1c080,1155,6101,3,397,429,11ea920a4abd6ce74212d2a83fab778a25bbb499b03493d74280e3018f800dba,3a1aa708d39b4340cae9321154238eed655cf9ff7bfc1c054d96e36b32e4016d
3,ivr,339,3,400,2170,339,False,368351.702703695,36720.08325816272,,,0.1591423607109175,0.0009760554165585,0.158166305294359,0.7228577533526144,542f504077b58e444bc2,478,6101,3,397,429,11ea920a4abd6ce74212d2a83fab778a25bbb499b03493d74280e3018f800dba,3a1aa708d39b4340cae9321154238eed655cf9ff7bfc1c054d96e36b32e4016d
4,cw,2170,4,401,2170,2532,False,257123.5079775823,35840.92288106317,467104.41484657617,248.0,0.158166305294359,0.0005066939813648,0.1576596113129941,0.527748878598438,b94677e12c4d6aa11d9b,3066,6101,3,397,429,11ea920a4abd6ce74212d2a83fab778a25bbb499b03493d74280e3018f800dba,3a1aa708d39b4340cae9321154238eed655cf9ff7bfc1c054d96e36b32e4016d
5,ivr,2532,5,402,684,2532,False,259707.8960548696,45933.90372901491,,,0.1576596113129941,0.0009615298537704,0.1566980814592236,1.1488442650003736,7ac90b210e42d27c5a04,3579,6101,3,397,429,11ea920a4abd6ce74212d2a83fab778a25bbb499b03493d74280e3018f800dba,3a1aa708d39b4340cae9321154238eed655cf9ff7bfc1c054d96e36b32e4016d
6,cw,684,6,403,684,904,False,216082.4411259275,38983.72577626351,464752.31144160253,344.0,0.1566980814592236,0.0006855421072286,0.156012539351995,0.6405073344688547,1211905ebc8972913270,942,6101,3,397,429,11ea920a4abd6ce74212d2a83fab778a25bbb499b03493d74280e3018f800dba,3a1aa708d39b4340cae9321154238eed655cf9ff7bfc1c054d96e36b32e4016d
7,ivr,904,7,404,905,904,False,44547.666287855594,51890.62796351593,,,0.1560125393519951,0.0009484283073813,0.1550641110446137,1.0909922469158504,6f548d72f01fc85debdc,1268,6101,3,397,429,11ea920a4abd6ce74212d2a83fab778a25bbb499b03493d74280e3018f800dba,3a1aa708d39b4340cae9321154238eed655cf9ff7bfc1c054d96e36b32e4016d
8,cw,2673,8,405,2673,1195,False,86447.46661569834,44304.2687846265,381334.7700406456,317.0,0.1550641110446137,0.0004760218027348,0.1545880892418789,0.470885468788399,122ecf89b68742b1bf36,3776,6101,3,397,429,11ea920a4abd6ce74212d2a83fab778a25bbb499b03493d74280e3018f800dba,3a1aa708d39b4340cae9321154238eed655cf9ff7bfc1c054d96e36b32e4016d
9,ivr,1195,9,406,761,1195,False,153559.60780423833,29627.813682114032,,,0.1545880892418789,0.0008760299197543,0.1537120593221244,0.6884996894413948,16bd5f5c29620f2863e9,1678,6101,3,397,429,11ea920a4abd6ce74212d2a83fab778a25bbb499b03493d74280e3018f800dba,3a1aa708d39b4340cae9321154238eed655cf9ff7bfc1c054d96e36b32e4016d
10,cw,761,10,407,761,1329,False,291686.3755921907,59681.8431427234,356838.9717128322,367.0,0.1537120593221246,0.000313839500039,0.1533982198220854,0.4781956239477294,fd1d673cc647d6745303,1058,6101,3,397,429,11ea920a4abd6ce74212d2a83fab778a25bbb499b03493d74280e3018f800dba,3a1aa708d39b4340cae9321154238eed655cf9ff7bfc1c054d96e36b32e4016d
11,ivr,1329,11,408,826,1329,False,275939.2152305086,49778.56437389046,,,0.1533982198220855,0.0008546988872372,0.1525435209348482,0.8444393798372584,a15744dbeb99bc224e40,1853,6101,3,397,429,11ea920a4abd6ce74212d2a83fab778a25bbb499b03493d74280e3018f800dba,3a1aa708d39b4340cae9321154238eed655cf9ff7bfc1c054d96e36b32e4016d
