column,protocol,seed,method,regime,rows,train_q1,train_q2,V1_rmse,V1_mae,V2_rmse,V2_mae
25g,row,536279090,DIRECT_LATENT_PLS,low,28,26.297916666666666,37.045833333333334,15.316994467300987,6.124284180547514,20.523692219941527,7.976454300999976
25g,row,536279090,DIRECT_LATENT_PLS,mid,26,26.297916666666666,37.045833333333334,10.632239907735151,6.0081729507827895,9.325508343255077,7.225490473717986
25g,row,536279090,DIRECT_LATENT_PLS,high,20,26.297916666666666,37.045833333333334,8.557870967789476,7.291368225505039,11.580796465269167,9.765541996439909
25g,row,536279090,JOINT_HIER_LATENT_FULL128,low,28,26.297916666666666,37.045833333333334,14.252566960885122,5.076267341179156,16.70811007183988,5.920654307685487
25g,row,536279090,JOINT_HIER_LATENT_FULL128,mid,26,26.297916666666666,37.045833333333334,8.161234280032074,4.94256014228738,7.811836637381682,6.278829173443771
25g,row,536279090,JOINT_HIER_LATENT_FULL128,high,20,26.297916666666666,37.045833333333334,7.255476201059559,6.159515987279216,14.271788122658025,11.838245429806301
25g,row,536279090,JOINT_HIER_LATENT_PCA16,low,28,26.297916666666666,37.045833333333334,14.266385531644714,4.746263232753001,16.50679100565138,5.800246105109961
25g,row,536279090,JOINT_HIER_LATENT_PCA16,mid,26,26.297916666666666,37.045833333333334,7.822669813420409,4.576614611564573,7.217647206500791,5.939890515637223
25g,row,536279090,JOINT_HIER_LATENT_PCA16,high,20,26.297916666666666,37.045833333333334,7.404782975708923,6.292875189095681,14.282425883738775,11.74335520027695
25g,row,2767143051,paper_style_current_v2,low,26,25.983333333333334,35.84791666666666,2.8377509512007646,2.2344348461538464,6.212000287160768,4.237731846153846
25g,row,2767143051,paper_style_current_v2,mid,23,25.983333333333334,35.84791666666666,3.7775476284081506,3.4463127391304345,8.070913917447038,6.867228130434781
25g,row,2767143051,paper_style_current_v2,high,34,25.983333333333334,35.84791666666666,9.532017555066293,7.189226588235294,12.409078966903355,10.14289205882353
25g,row,2767143051,M3_CENTER_WIDTH_FULL,low,26,25.983333333333334,35.84791666666666,3.6612036193035506,2.6758751860647667,10.573694523432618,7.476026577271183
25g,row,2767143051,M3_CENTER_WIDTH_FULL,mid,23,25.983333333333334,35.84791666666666,4.12442361815237,3.0801024382764903,10.081666491804702,7.917831250301111
25g,row,2767143051,M3_CENTER_WIDTH_FULL,high,34,25.983333333333334,35.84791666666666,9.264900943530533,6.618692765914769,11.219985612598041,9.584943769535421
25g,row,2767143051,HIER_CW_25G_40G,low,26,25.983333333333334,35.84791666666666,3.03722347649697,2.4087538510932185,7.278521544578146,5.24488765297774
25g,row,2767143051,HIER_CW_25G_40G,mid,23,25.983333333333334,35.84791666666666,3.551363014391812,2.913250273629168,7.431470800793358,6.35630245287179
25g,row,2767143051,HIER_CW_25G_40G,high,34,25.983333333333334,35.84791666666666,9.244264941318956,6.7815284970153,11.408499511633705,9.188940086619901
25g,row,2767143051,HIER_CW_V2,low,26,25.983333333333334,35.84791666666666,3.229736607874101,2.607850499566856,5.752723364938478,4.403954885231441
25g,row,2767143051,HIER_CW_V2,mid,23,25.983333333333334,35.84791666666666,3.6348663941688666,3.1035167679372364,6.471853783791214,5.403981703151301
25g,row,2767143051,HIER_CW_V2,high,34,25.983333333333334,35.84791666666666,9.364211211682212,7.05363332017243,13.042333199501828,10.258286694719164
25g,row,2767143051,DIRECT_LATENT_RIDGE,low,26,25.983333333333334,35.84791666666666,3.1521727889141467,2.560115833471806,6.4800181438694615,4.796267636329908
25g,row,2767143051,DIRECT_LATENT_RIDGE,mid,23,25.983333333333334,35.84791666666666,6.023239057657923,5.151782426837474,8.456188653347818,6.714736595558702
25g,row,2767143051,DIRECT_LATENT_RIDGE,high,34,25.983333333333334,35.84791666666666,9.174644775294135,7.092525094057534,12.050378500753943,10.17032900131277
25g,row,2767143051,DIRECT_LATENT_PLS,low,26,25.983333333333334,35.84791666666666,3.4239395958679184,2.741880875986893,6.887857553755535,5.368232233336427
25g,row,2767143051,DIRECT_LATENT_PLS,mid,23,25.983333333333334,35.84791666666666,5.479823853971231,4.604938386079988,7.903880120451093,6.157788763864954
25g,row,2767143051,DIRECT_LATENT_PLS,high,34,25.983333333333334,35.84791666666666,9.485304332506079,7.308784596834098,12.358862366562477,10.416434641496032
25g,row,2767143051,JOINT_HIER_LATENT_FULL128,low,26,25.983333333333334,35.84791666666666,3.317899714918044,3.063172843850922,5.485379061344896,4.460309310466789
25g,row,2767143051,JOINT_HIER_LATENT_FULL128,mid,23,25.983333333333334,35.84791666666666,3.8000366946371034,3.426770699900606,7.087479859313368,5.9714397911667385
25g,row,2767143051,JOINT_HIER_LATENT_FULL128,high,34,25.983333333333334,35.84791666666666,8.87320530016704,6.4634498083069545,12.888512056985427,10.207238030609286
25g,row,2767143051,JOINT_HIER_LATENT_PCA16,low,26,25.983333333333334,35.84791666666666,3.1420695472946587,2.6312219237805907,5.5580469555174865,4.2709881674102155
25g,row,2767143051,JOINT_HIER_LATENT_PCA16,mid,23,25.983333333333334,35.84791666666666,3.5366362006577634,3.0956906542667078,6.4633282874477995,5.397273875853551
25g,row,2767143051,JOINT_HIER_LATENT_PCA16,high,34,25.983333333333334,35.84791666666666,9.270305386213318,6.862437171777335,13.038727752896227,10.227182484937433
25g,row,1362771960,paper_style_current_v2,low,25,25.897916666666667,36.90833333333333,2.4609906281379557,1.8878986999999998,4.73729232740956,3.309340680000001
25g,row,1362771960,paper_style_current_v2,mid,31,25.897916666666667,36.90833333333333,3.2551050229355645,2.6632754838709674,5.848992589293457,4.480805838709678
25g,row,1362771960,paper_style_current_v2,high,30,25.897916666666667,36.90833333333333,8.709536308510408,7.022706166666666,13.420156243846307,10.192440499999998
25g,row,1362771960,M3_CENTER_WIDTH_FULL,low,25,25.897916666666667,36.90833333333333,2.8415905306293316,2.3012483626741336,6.442624585815172,4.733029915536723
25g,row,1362771960,M3_CENTER_WIDTH_FULL,mid,31,25.897916666666667,36.90833333333333,3.8902403721590835,3.2758176400784094,6.410414878013979,5.3874574277258125
25g,row,1362771960,M3_CENTER_WIDTH_FULL,high,30,25.897916666666667,36.90833333333333,7.967583010597566,6.177788210098109,12.681410329810946,9.428166849609694
25g,row,1362771960,HIER_CW_25G_40G,low,25,25.897916666666667,36.90833333333333,2.904208884452059,2.0444899939428614,6.181962479183811,3.907257145675753
25g,row,1362771960,HIER_CW_25G_40G,mid,31,25.897916666666667,36.90833333333333,3.5254896610409934,2.8434757843763636,6.121205154834679,5.067230441022775
25g,row,1362771960,HIER_CW_25G_40G,high,30,25.897916666666667,36.90833333333333,7.829832454318009,6.079916048766706,11.943010065312935,9.070039595470982
25g,row,1362771960,HIER_CW_V2,low,25,25.897916666666667,36.90833333333333,2.8540442567985687,1.9269966919017065,5.09574314701878,3.1337949447329465
25g,row,1362771960,HIER_CW_V2,mid,31,25.897916666666667,36.90833333333333,3.554733203980766,2.896908289729123,5.760027427198796,4.840888292351458
25g,row,1362771960,HIER_CW_V2,high,30,25.897916666666667,36.90833333333333,7.690332244613974,6.035856511572202,14.000086614019281,10.939241658361839
25g,row,1362771960,DIRECT_LATENT_RIDGE,low,25,25.897916666666667,36.90833333333333,3.2411062220598694,2.802105949767921,5.642542266014763,4.477805519660107
25g,row,1362771960,DIRECT_LATENT_RIDGE,mid,31,25.897916666666667,36.90833333333333,5.361724971713556,4.531769016385058,6.3687975797418,4.942811591856145
25g,row,1362771960,DIRECT_LATENT_RIDGE,high,30,25.897916666666667,36.90833333333333,7.405613695169383,6.291874719922275,12.094895966705758,9.788157856138536
25g,row,1362771960,DIRECT_LATENT_PLS,low,25,25.897916666666667,36.90833333333333,3.476556907335321,2.898361508942134,5.579495942018254,4.244846798695514
25g,row,1362771960,DIRECT_LATENT_PLS,mid,31,25.897916666666667,36.90833333333333,5.088819569711625,4.294761145569369,6.155688388856687,4.854524494652016
25g,row,1362771960,DIRECT_LATENT_PLS,high,30,25.897916666666667,36.90833333333333,8.1448082661214,6.969296394634733,12.574084152129704,10.059968995300057
25g,row,1362771960,JOINT_HIER_LATENT_FULL128,low,25,25.897916666666667,36.90833333333333,3.18679889118686,2.5416993467180617,4.775997083915033,3.303124060298395
25g,row,1362771960,JOINT_HIER_LATENT_FULL128,mid,31,25.897916666666667,36.90833333333333,3.4672844340544686,2.8987926402877644,5.89804005424233,5.033878117656939
25g,row,1362771960,JOINT_HIER_LATENT_FULL128,high,30,25.897916666666667,36.90833333333333,7.844888364436584,6.286732924663076,13.939399640121017,10.658689771799848
25g,row,1362771960,JOINT_HIER_LATENT_PCA16,low,25,25.897916666666667,36.90833333333333,2.7857362874067024,2.021086000987545,4.878959309020099,3.0609623578724694
25g,row,1362771960,JOINT_HIER_LATENT_PCA16,mid,31,25.897916666666667,36.90833333333333,3.3951370489294246,2.7716617348093657,5.666969350219583,4.745580579634949
25g,row,1362771960,JOINT_HIER_LATENT_PCA16,high,30,25.897916666666667,36.90833333333333,7.735131155699345,6.1226957425322945,14.048981936402669,10.885960701660396
40g,compound,769539383,paper_style_current_v2,low,24,43.975,64.675,6.493616093832359,5.291098625,9.641468364074896,5.900733125000001
40g,compound,769539383,paper_style_current_v2,mid,26,43.975,64.675,9.670425201385696,7.008300730769234,15.644420370401248,11.170304653846152
40g,compound,769539383,paper_style_current_v2,high,32,43.975,64.675,24.03335046326486,19.56561765625,26.62565996140666,21.254792374999997
40g,compound,769539383,M3_CENTER_WIDTH_FULL,low,24,43.975,64.675,6.8020321072357035,5.509252521825839,13.911257569207374,9.198022206508915
40g,compound,769539383,M3_CENTER_WIDTH_FULL,mid,26,43.975,64.675,8.696655564989092,6.664832864440659,20.185818495165133,12.990045970076608
40g,compound,769539383,M3_CENTER_WIDTH_FULL,high,32,43.975,64.675,22.193211030604,16.376019639454874,20.085306079763843,15.887720845008168
40g,compound,769539383,HIER_CW_25G_40G,low,24,43.975,64.675,6.113294729127892,4.981350776397206,10.898780178664833,8.089292656722234
40g,compound,769539383,HIER_CW_25G_40G,mid,26,43.975,64.675,9.816902468985466,7.146719865531806,17.985041700450086,12.29608608114972
40g,compound,769539383,HIER_CW_25G_40G,high,32,43.975,64.675,22.27940282305153,17.30778078912497,20.658368892446493,16.093571481532837
40g,compound,769539383,HIER_CW_V2,low,24,43.975,64.675,5.961267306759543,4.891507738371222,10.102228318108997,7.60632625989476
40g,compound,769539383,HIER_CW_V2,mid,26,43.975,64.675,9.668340961192596,6.941462513075383,16.634845658292974,11.49814009260378
40g,compound,769539383,HIER_CW_V2,high,32,43.975,64.675,22.18168865717563,17.006265714652205,21.37533822921739,16.36532834644607
40g,compound,769539383,DIRECT_LATENT_RIDGE,low,24,43.975,64.675,4.6961181604508075,3.8785803311710843,8.373966048186968,5.9356331840676875
40g,compound,769539383,DIRECT_LATENT_RIDGE,mid,26,43.975,64.675,7.573789410887427,5.933842256482338,15.956680793390591,11.635458093890254
40g,compound,769539383,DIRECT_LATENT_RIDGE,high,32,43.975,64.675,25.145770298600485,20.010384337157028,25.37882328303489,20.372331721753653
40g,compound,769539383,DIRECT_LATENT_PLS,low,24,43.975,64.675,4.980966818696838,4.211831220627709,8.98129508475543,6.663288666485388
40g,compound,769539383,DIRECT_LATENT_PLS,mid,26,43.975,64.675,7.553077499130677,5.944289485463374,15.885938907059229,11.802770086215112
40g,compound,769539383,DIRECT_LATENT_PLS,high,32,43.975,64.675,25.460906407078543,20.273244830286536,25.368439710896027,20.342078098435408
40g,compound,769539383,JOINT_HIER_LATENT_FULL128,low,24,43.975,64.675,5.549790507584421,4.753015247711172,9.516950555773365,7.0551182802558
40g,compound,769539383,JOINT_HIER_LATENT_FULL128,mid,26,43.975,64.675,8.817828183986459,6.678439269582288,16.530264428226523,11.794258104428875
40g,compound,769539383,JOINT_HIER_LATENT_FULL128,high,32,43.975,64.675,22.249575371305436,17.48303065012541,21.612680738761657,17.076563517180215
40g,compound,769539383,JOINT_HIER_LATENT_PCA16,low,24,43.975,64.675,5.822853162021119,4.865036716395499,9.863398853364604,7.403966208898804
40g,compound,769539383,JOINT_HIER_LATENT_PCA16,mid,26,43.975,64.675,9.298031954255382,6.814620655661883,16.351791226250075,11.421050148848432
40g,compound,769539383,JOINT_HIER_LATENT_PCA16,high,32,43.975,64.675,22.301971908035974,17.30881600101105,21.54513095796518,16.674581063706974
40g,compound,1425370602,paper_style_current_v2,low,33,44.49999999999999,66.6875,10.383060353080062,7.877605606060606,23.88916977627932,15.642036060606056
40g,compound,1425370602,paper_style_current_v2,mid,30,44.49999999999999,66.6875,11.847377597132516,8.857030433333334,15.427906302794202,12.393006033333336
40g,compound,1425370602,paper_style_current_v2,high,23,44.49999999999999,66.6875,25.787469196518416,17.823255826086953,32.126988690576155,21.480309956521737
40g,compound,1425370602,M3_CENTER_WIDTH_FULL,low,33,44.49999999999999,66.6875,7.580342605526606,6.169815624706346,13.606472591532436,10.360073259717495
40g,compound,1425370602,M3_CENTER_WIDTH_FULL,mid,30,44.49999999999999,66.6875,10.354274375337495,8.049249399813817,17.559515705664918,12.532865525543942
40g,compound,1425370602,M3_CENTER_WIDTH_FULL,high,23,44.49999999999999,66.6875,24.993365462863228,17.375743551590777,28.460628025591788,19.041489593214475
40g,compound,1425370602,HIER_CW_25G_40G,low,33,44.49999999999999,66.6875,6.50985091133618,5.107825396978941,12.02431066040934,9.034081262657033
40g,compound,1425370602,HIER_CW_25G_40G,mid,30,44.49999999999999,66.6875,11.619717183623322,8.984723527368025,16.606428165633666,11.945930708837974
40g,compound,1425370602,HIER_CW_25G_40G,high,23,44.49999999999999,66.6875,23.87422883623921,16.657427283177118,29.777464026082324,18.739428780141058
40g,compound,1425370602,HIER_CW_V2,low,33,44.49999999999999,66.6875,6.496686029655876,5.138541181366217,11.46354233089429,8.444454508348397
40g,compound,1425370602,HIER_CW_V2,mid,30,44.49999999999999,66.6875,11.05063858738321,8.423173961963835,15.460972554595125,11.070977742384995
40g,compound,1425370602,HIER_CW_V2,high,23,44.49999999999999,66.6875,24.68116202763665,17.082001665705103,31.26098624936207,20.291516351345432
40g,compound,1425370602,DIRECT_LATENT_RIDGE,low,33,44.49999999999999,66.6875,4.710971779911961,3.7902334655017813,7.279636994552715,5.712426684455899
40g,compound,1425370602,DIRECT_LATENT_RIDGE,mid,30,44.49999999999999,66.6875,7.880477531495514,6.307328136814558,12.106550510435078,8.66348457400621
40g,compound,1425370602,DIRECT_LATENT_RIDGE,high,23,44.49999999999999,66.6875,30.11438153646871,23.09161536703212,30.017391136705314,20.288186806830822
40g,compound,1425370602,DIRECT_LATENT_PLS,low,33,44.49999999999999,66.6875,4.189458126040035,3.468601933613063,8.03210443934308,6.339865450149238
40g,compound,1425370602,DIRECT_LATENT_PLS,mid,30,44.49999999999999,66.6875,7.891163321311283,5.98371920694449,12.567360457092985,9.283245024532224
40g,compound,1425370602,DIRECT_LATENT_PLS,high,23,44.49999999999999,66.6875,29.82880655238035,22.41149078324896,31.098979579882094,21.6834066562956
40g,compound,1425370602,JOINT_HIER_LATENT_FULL128,low,33,44.49999999999999,66.6875,5.575064972101725,3.9314149857292477,9.282124831624808,6.884002664000821
40g,compound,1425370602,JOINT_HIER_LATENT_FULL128,mid,30,44.49999999999999,66.6875,11.079180438659419,8.48247357730559,15.456533754326994,11.190031846512856
40g,compound,1425370602,JOINT_HIER_LATENT_FULL128,high,23,44.49999999999999,66.6875,24.07103579139789,16.412112555164327,30.380834460205524,19.698739961822238
40g,compound,1425370602,JOINT_HIER_LATENT_PCA16,low,33,44.49999999999999,66.6875,6.298644748890067,4.969330164025097,11.114988170776197,8.15144011472638
40g,compound,1425370602,JOINT_HIER_LATENT_PCA16,mid,30,44.49999999999999,66.6875,10.958578202145555,8.394067242336705,15.386898003543857,11.024741688052638
40g,compound,1425370602,JOINT_HIER_LATENT_PCA16,high,23,44.49999999999999,66.6875,24.636974493710277,16.95964016973935,31.1768876757579,20.38556047531395
40g,compound,536279090,paper_style_current_v2,low,29,44.08333333333333,64.75,9.356528609880172,7.438409448275861,15.371229178907257,13.511136551724139
40g,compound,536279090,paper_style_current_v2,mid,27,44.08333333333333,64.75,10.007351236320815,8.263721296296296,11.592722939041957,9.888869703703701
40g,compound,536279090,paper_style_current_v2,high,34,44.08333333333333,64.75,29.94414148026672,18.972944235294115,37.8416608220725,26.61312302941176
40g,compound,536279090,M3_CENTER_WIDTH_FULL,low,29,44.08333333333333,64.75,8.8201027042954,7.7594808806210915,16.952191644277104,14.344392229388776
40g,compound,536279090,M3_CENTER_WIDTH_FULL,mid,27,44.08333333333333,64.75,9.765240620919688,7.843158929084653,19.28569604295336,13.678832410824041
40g,compound,536279090,M3_CENTER_WIDTH_FULL,high,34,44.08333333333333,64.75,29.657491798762216,19.070652390538193,32.37225908944197,21.32693796353955
40g,compound,536279090,HIER_CW_25G_40G,low,29,44.08333333333333,64.75,7.514852509410963,5.8466122991035085,12.052338934686333,9.49271590964185
40g,compound,536279090,HIER_CW_25G_40G,mid,27,44.08333333333333,64.75,10.938000829455726,8.065526413591302,17.11537338521527,12.188467613453296
40g,compound,536279090,HIER_CW_25G_40G,high,34,44.08333333333333,64.75,28.547518382836554,17.28057176268682,32.59800615974806,21.18264519250081
40g,compound,536279090,HIER_CW_V2,low,29,44.08333333333333,64.75,7.720649888072509,6.195863366619317,11.65463931175743,9.21027763416479
40g,compound,536279090,HIER_CW_V2,mid,27,44.08333333333333,64.75,10.666380839369825,7.962081236293635,15.825456874269356,11.286809495227189
40g,compound,536279090,HIER_CW_V2,high,34,44.08333333333333,64.75,28.642159620334283,17.716272263744514,33.01963729514914,21.709124752537846
40g,compound,536279090,DIRECT_LATENT_RIDGE,low,29,44.08333333333333,64.75,5.481884895440195,4.497412141680815,9.580675015573314,8.034708228660206
40g,compound,536279090,DIRECT_LATENT_RIDGE,mid,27,44.08333333333333,64.75,7.151661608419272,5.914877852865199,13.143194438146942,10.198046841435444
40g,compound,536279090,DIRECT_LATENT_RIDGE,high,34,44.08333333333333,64.75,31.895622033610834,21.591467601878847,34.17295563978339,22.37976636104517
40g,compound,536279090,DIRECT_LATENT_PLS,low,29,44.08333333333333,64.75,5.666524913629229,4.609968881250157,9.47124788160133,7.66374099686034
40g,compound,536279090,DIRECT_LATENT_PLS,mid,27,44.08333333333333,64.75,7.351787218837126,6.175458435604973,13.195002775591643,9.890197938920085
40g,compound,536279090,DIRECT_LATENT_PLS,high,34,44.08333333333333,64.75,31.144085853577568,20.7511918465774,34.722775859069024,23.30616949104487
40g,compound,536279090,JOINT_HIER_LATENT_FULL128,low,29,44.08333333333333,64.75,7.186167363913863,5.761948698058083,10.659185483867565,8.02449436074747
40g,compound,536279090,JOINT_HIER_LATENT_FULL128,mid,27,44.08333333333333,64.75,9.629421919477869,7.382097168361197,15.27453735117573,10.976320690746368
40g,compound,536279090,JOINT_HIER_LATENT_FULL128,high,34,44.08333333333333,64.75,28.565865395558628,17.456783351755117,33.07628823137352,21.177340617042024
40g,compound,536279090,JOINT_HIER_LATENT_PCA16,low,29,44.08333333333333,64.75,7.528923469676677,6.033711806756931,11.374711727727602,8.969305718592452
40g,compound,536279090,JOINT_HIER_LATENT_PCA16,mid,27,44.08333333333333,64.75,10.43451702073985,7.7943011605073105,15.658471196792942,11.225207423611025
40g,compound,536279090,JOINT_HIER_LATENT_PCA16,high,34,44.08333333333333,64.75,28.56440552306205,17.362043316794875,32.96983171872904,21.531395440837674
40g,compound,2767143051,paper_style_current_v2,low,31,44.225,66.05833333333332,9.113572819122309,7.16171970967742,13.728370989186551,10.660060870967744
40g,compound,2767143051,paper_style_current_v2,mid,30,44.225,66.05833333333332,9.365135309935154,7.5263899,14.1342068299276,10.542487866666667
40g,compound,2767143051,paper_style_current_v2,high,28,44.225,66.05833333333332,19.487112557133667,15.487812035714287,27.98801771416528,22.10742021428572
40g,compound,2767143051,M3_CENTER_WIDTH_FULL,low,31,44.225,66.05833333333332,10.753220949672766,7.503201009902865,21.030341359161326,12.952471801058355
40g,compound,2767143051,M3_CENTER_WIDTH_FULL,mid,30,44.225,66.05833333333332,6.79756636973351,5.694034993036722,11.877247040446244,8.92117244989476
40g,compound,2767143051,M3_CENTER_WIDTH_FULL,high,28,44.225,66.05833333333332,21.20806521273137,14.497061718969283,27.879125408526573,19.82365555287473
40g,compound,2767143051,HIER_CW_25G_40G,low,31,44.225,66.05833333333332,9.116383302124587,6.486994645221137,16.18689746911136,9.957530036354079
40g,compound,2767143051,HIER_CW_25G_40G,mid,30,44.225,66.05833333333332,8.010743397840615,6.758580248300023,11.640586342110817,8.98337076662518
40g,compound,2767143051,HIER_CW_25G_40G,high,28,44.225,66.05833333333332,20.48770509936081,14.245660023351476,27.75558087226157,18.780003552690854
40g,compound,2767143051,HIER_CW_V2,low,31,44.225,66.05833333333332,9.416431857722133,6.507551750237086,15.180823819122663,9.391882435985588
40g,compound,2767143051,HIER_CW_V2,mid,30,44.225,66.05833333333332,7.2717545155649566,6.157167573707403,10.987397936788337,8.435559057462573
40g,compound,2767143051,HIER_CW_V2,high,28,44.225,66.05833333333332,20.80307837835526,14.304857883512208,28.269323187399483,18.89606168958515
40g,compound,2767143051,DIRECT_LATENT_RIDGE,low,31,44.225,66.05833333333332,7.208897479022461,4.992933347832819,12.897200964306576,8.176213171048408
40g,compound,2767143051,DIRECT_LATENT_RIDGE,mid,30,44.225,66.05833333333332,6.095746256167343,4.925908871883769,10.594741393319913,7.959313954820571
40g,compound,2767143051,DIRECT_LATENT_RIDGE,high,28,44.225,66.05833333333332,24.617361932980753,18.065465972077956,28.14744281584389,20.16913801053219
40g,compound,2767143051,DIRECT_LATENT_PLS,low,31,44.225,66.05833333333332,8.891803297883547,6.106192937171047,14.340931539935985,8.378724300885004
40g,compound,2767143051,DIRECT_LATENT_PLS,mid,30,44.225,66.05833333333332,6.97786809148627,5.685685416188831,11.10589113353127,8.629074148984342
40g,compound,2767143051,DIRECT_LATENT_PLS,high,28,44.225,66.05833333333332,23.937349305086578,17.63973344006279,27.919107416207172,20.426400512923134
40g,compound,2767143051,JOINT_HIER_LATENT_FULL128,low,31,44.225,66.05833333333332,9.48180565648154,6.427393685623257,15.097321653382364,9.208575674806522
40g,compound,2767143051,JOINT_HIER_LATENT_FULL128,mid,30,44.225,66.05833333333332,7.784124887660945,6.600463826274587,11.364480897634987,8.715963865906984
40g,compound,2767143051,JOINT_HIER_LATENT_FULL128,high,28,44.225,66.05833333333332,20.09852209050015,14.13437183284448,27.42066115369085,18.572196898576113
40g,compound,2767143051,JOINT_HIER_LATENT_PCA16,low,31,44.225,66.05833333333332,9.104256387951038,6.303474662126913,14.821580295639166,9.19698882570396
40g,compound,2767143051,JOINT_HIER_LATENT_PCA16,mid,30,44.225,66.05833333333332,7.274348058534081,6.180019206748351,10.933852825735258,8.416044435772045
40g,compound,2767143051,JOINT_HIER_LATENT_PCA16,high,28,44.225,66.05833333333332,20.60539680499337,14.290938672145787,28.069532392020008,18.936813924986218
40g,compound,1362771960,paper_style_current_v2,low,36,44.537499999999994,65.6,9.909498369145473,8.036579388888889,20.5850041415871,16.239156055555554
40g,compound,1362771960,paper_style_current_v2,mid,26,44.537499999999994,65.6,8.179290534886468,6.42669496153846,13.167494583208068,9.711639153846154
40g,compound,1362771960,paper_style_current_v2,high,32,44.537499999999994,65.6,22.677858348440267,17.38285165625,27.724879507494617,20.011994625
40g,compound,1362771960,M3_CENTER_WIDTH_FULL,low,36,44.537499999999994,65.6,10.331930873672595,7.659744236666707,22.65919348136711,18.366801558501198
40g,compound,1362771960,M3_CENTER_WIDTH_FULL,mid,26,44.537499999999994,65.6,7.135528580373632,5.636177456143813,20.773996264541577,14.124073673129889
40g,compound,1362771960,M3_CENTER_WIDTH_FULL,high,32,44.537499999999994,65.6,24.42992605331403,18.852931500206623,25.09252063394295,17.08192426377476
40g,compound,1362771960,HIER_CW_25G_40G,low,36,44.537499999999994,65.6,8.907857554772882,6.728641916877073,17.205084427959797,14.015644351796546
40g,compound,1362771960,HIER_CW_25G_40G,mid,26,44.537499999999994,65.6,7.4637068376184885,5.797487642738114,16.5616798164483,11.002697499883777
40g,compound,1362771960,HIER_CW_25G_40G,high,32,44.537499999999994,65.6,22.106186768067325,16.623392903087236,26.70413838781354,17.716192974633927
40g,compound,1362771960,HIER_CW_V2,low,36,44.537499999999994,65.6,9.16520797977019,7.2334868152888605,16.07738924772355,13.221410647303001
40g,compound,1362771960,HIER_CW_V2,mid,26,44.537499999999994,65.6,7.6287711098956805,5.742230007379116,14.986737391302176,10.12507723619555
40g,compound,1362771960,HIER_CW_V2,high,32,44.537499999999994,65.6,22.98337997654306,17.335930575446618,28.212529470083645,19.091063038300994
40g,compound,1362771960,DIRECT_LATENT_RIDGE,low,36,44.537499999999994,65.6,7.016040689629626,5.600912268138471,12.870977019444824,10.066523381199772
40g,compound,1362771960,DIRECT_LATENT_RIDGE,mid,26,44.537499999999994,65.6,7.517603952284255,5.967555683628541,14.502700075649885,10.485230613174537
40g,compound,1362771960,DIRECT_LATENT_RIDGE,high,32,44.537499999999994,65.6,25.427337591852112,19.13897484332231,27.525887339295775,19.769737606630386
40g,compound,1362771960,DIRECT_LATENT_PLS,low,36,44.537499999999994,65.6,6.826600653355685,4.99801611659748,13.206686533450446,9.622181911532152
40g,compound,1362771960,DIRECT_LATENT_PLS,mid,26,44.537499999999994,65.6,7.232244075934762,6.075034923951445,15.486445280743133,11.065638869548291
40g,compound,1362771960,DIRECT_LATENT_PLS,high,32,44.537499999999994,65.6,24.95028432135156,18.801418671183153,28.39357730188865,20.554308869480856
40g,compound,1362771960,JOINT_HIER_LATENT_FULL128,low,36,44.537499999999994,65.6,8.49131185083412,6.362830771272408,14.469182041568635,11.678884852649905
40g,compound,1362771960,JOINT_HIER_LATENT_FULL128,mid,26,44.537499999999994,65.6,7.747633321335541,6.111345494338396,15.341586512290808,10.591703511664393
40g,compound,1362771960,JOINT_HIER_LATENT_FULL128,high,32,44.537499999999994,65.6,22.253918430332543,16.73735867843943,27.284061157868777,18.501267034171235
40g,compound,1362771960,JOINT_HIER_LATENT_PCA16,low,36,44.537499999999994,65.6,8.97095817708813,6.994467623540871,15.77731550593848,12.923563835051816
40g,compound,1362771960,JOINT_HIER_LATENT_PCA16,mid,26,44.537499999999994,65.6,7.672307824455977,5.875486508084962,15.058908045928925,10.253042610000168
40g,compound,1362771960,JOINT_HIER_LATENT_PCA16,high,32,44.537499999999994,65.6,22.969902321297266,17.355029323435478,28.14429583888763,19.190443766878104
40g,row,769539383,paper_style_current_v2,low,30,44.0,64.1,5.3677488030536,4.268142233333333,9.722425255160761,6.7483439999999995
40g,row,769539383,paper_style_current_v2,mid,26,44.0,64.1,6.326883066437037,4.9517039615384615,10.479719232889712,7.18244526923077
40g,row,769539383,paper_style_current_v2,high,31,44.0,64.1,22.94667205803441,13.660877096774193,23.052056356442634,16.32581596774193
40g,row,769539383,M3_CENTER_WIDTH_FULL,low,30,44.0,64.1,6.684698806260552,5.297332872415852,11.026978165376777,8.941164344619269
40g,row,769539383,M3_CENTER_WIDTH_FULL,mid,26,44.0,64.1,9.51004228245006,7.1630186721996445,12.746194898959445,9.471078908054057
40g,row,769539383,M3_CENTER_WIDTH_FULL,high,31,44.0,64.1,25.42228531067371,16.185281106413395,23.529677502103926,17.637705847074734
40g,row,769539383,HIER_CW_25G_40G,low,30,44.0,64.1,6.866869704653653,5.315253215055596,11.249669507035003,9.145376525959366
40g,row,769539383,HIER_CW_25G_40G,mid,26,44.0,64.1,9.411537989727831,7.2684663649240315,12.441958082418768,9.243632134020023
40g,row,769539383,HIER_CW_25G_40G,high,31,44.0,64.1,25.02717661153563,16.10943947046531,23.442859216662022,17.580035059197275
