column,protocol,seed,budget,target,scale,train_rows,compounds,q50_min,q50_max,q50_q90,upper10_x2_leverage,without_upper10_scale,without_upper10_relative_change,leave_compound_min_scale,leave_compound_max_scale,leave_compound_max_relative_change
40g,row,1362771960,70,V2,6.638363773492982,62,50,7.247487,60.29394,23.4763396,0.5298167715431847,6.299624334969157,-0.05102754987251723,6.118163817015496,6.79348281893754,0.07836267704319644
40g,row,1362771960,100,V1,10.783597839958663,92,65,3.5799577,25.992563,9.7462384,0.5191472398305823,9.345751815527038,-0.13333639159870014,10.365801186704951,10.964942298743527,0.03874371610053595
40g,row,1362771960,100,V2,6.771935106488715,92,65,6.407406,60.29394,24.6931251,0.492229916359805,6.000128967398031,-0.11397128397629752,6.428545489968227,6.888087151815932,0.05070775356241375
40g,row,1425370602,30,V1,11.991417878714564,22,22,3.052225,25.265863,22.219959600000017,0.6588183205322233,10.062392898589223,-0.16086713011223364,11.122468880918477,12.378671515801683,0.07246424122526163
40g,row,1425370602,30,V2,7.675960052087147,22,22,7.114475,63.3673,45.00113700000003,0.6342898095776736,6.349869742443986,-0.17275888626890223,7.28389382916165,7.744229679159101,0.05107715781023259
40g,row,1425370602,50,V1,11.346740380518014,42,36,3.052225,25.265863,10.789541799999999,0.6174513702853971,9.26864599754844,-0.18314461363173473,10.613464865972402,11.589668296040827,0.06462433174241144
40g,row,1425370602,50,V2,7.269270599730672,42,36,7.114475,63.3673,28.581145899999996,0.5932591659945027,5.931915936821197,-0.18397370748022845,6.929467562948428,7.323403703849278,0.04674513517144807
40g,row,1425370602,70,V1,11.115807872159854,62,48,3.052225,25.265863,10.9061218,0.5767576349956188,9.306292707816972,-0.16278755310937953,10.627007936380968,11.259655957507139,0.04397340628773472
40g,row,1425370602,70,V2,7.203326371323027,62,48,6.407406,63.3673,28.581145899999996,0.545169209411774,6.076729116076758,-0.15639958502107243,6.993598329696319,7.249888116004538,0.029115443451465883
40g,row,1425370602,100,V1,11.151777944302129,92,62,3.052225,32.385674,13.423385300000016,0.5927088650507463,9.714495120045068,-0.12888373777128725,10.583118164957538,11.250253859507614,0.05099274592668346
40g,row,1425370602,100,V2,7.346159945505925,92,62,6.407406,63.3673,27.355021000000004,0.5587624706283718,6.305287955395916,-0.14168926321115172,7.106412973764698,7.379950296069831,0.032635686334041014
40g,row,2767143051,30,V1,11.486475395057349,22,20,3.5799577,25.745,6.71713115,0.5950631158606424,8.347537053538353,-0.2732725430178248,8.763656335510152,11.666790797078455,0.23704565290052604
40g,row,2767143051,30,V2,7.243646947636881,22,20,6.6064596,57.54671,19.672068300000003,0.5901909348235805,5.673123614630788,-0.2168138983524659,5.399370218039509,7.617682360128083,0.25460610420818974
40g,row,2767143051,50,V1,11.15774265622529,42,31,3.5799577,25.745,8.459875929999999,0.6065954926684523,9.09970291611868,-0.18444947186143945,9.92301834306822,11.343776478281397,0.1106607627724927
40g,row,2767143051,50,V2,7.347922921317045,42,31,6.6064596,57.54671,20.746754099999997,0.550935805568384,5.915623640710262,-0.19492573560502968,6.468029937152198,7.539170005257652,0.11974717121925593
40g,row,2767143051,70,V1,11.276700483571926,62,42,2.9470475,25.745,10.707082699999999,0.5508354509249511,9.242436658807144,-0.18039530514518232,10.547931962510619,11.411972027956384,0.06462604217634293
40g,row,2767143051,70,V2,7.310637260541338,62,42,5.9683657,57.54671,26.414097499999993,0.5155148968915259,5.921293020823344,-0.19004420411020573,6.768108567500289,7.4405124244859815,0.07421086202283755
40g,row,2767143051,100,V1,10.988861923843357,92,55,2.9470475,26.085587,11.596718000000006,0.5490024403937118,10.065546591179983,-0.08402283503626418,10.547915874086895,11.098278687261597,0.04012663484284107
40g,row,2767143051,100,V2,7.159775407047764,92,55,5.9683657,59.257137,28.539359000000008,0.5116004520141529,6.248288550396207,-0.12730662693055006,6.838134177119398,7.233832889086062,0.04492336863133395
8g,compound,536279090,30,V1,2.019973213941021,21,3,3.3554714,5.7852516,5.5975018,0.21966361191469808,2.080885426821067,0.030154960699307676,1.9337483848363168,2.0912198303729763,0.042686124998894126
8g,compound,536279090,30,V2,1.61720177831208,21,3,7.327188,21.421564,16.761396,0.37445651834653804,1.6461175777795922,0.01788014325441356,1.5492931270466046,1.747564127422745,0.08060982300348929
8g,compound,536279090,50,V1,2.228396655612663,46,7,3.3554714,24.012196,8.78597125,0.5135078294532526,2.0034488547571234,-0.10094603233628241,2.030998455620813,2.309714542559825,0.08858306239809821
8g,compound,536279090,50,V2,1.6941190400039128,46,7,7.327188,52.568775,25.1034985,0.44346916933789216,1.6438086807439363,-0.029697062645527184,1.6299312948307207,1.7458795976828354,0.037888568428487646
8g,compound,536279090,70,V1,2.2473134120325717,60,9,3.3554714,24.012196,8.416436650000001,0.45490348293676863,2.018749136958373,-0.1017055626733766,2.1175918815980936,2.3131478873160463,0.05772293696994946
8g,compound,536279090,70,V2,1.706665961639878,60,9,7.327188,52.568775,24.247070100000002,0.42144087432850436,1.6547570245342578,-0.030415405399978,1.6632861061716733,1.7492037304177905,0.025417894563575016
8g,compound,536279090,100,V1,2.2208870725620007,90,14,3.3554714,33.312923,10.7731028,0.5416460579909919,2.018101669887442,-0.09130829080860314,2.1704409943825476,2.2479565967049293,0.022714382375713882
8g,compound,536279090,100,V2,1.7718167949864052,90,14,7.327188,63.780308,31.329919800000003,0.4550287058917761,1.7059277125720305,-0.03718729983868352,1.746188777777685,1.795107659196806,0.014464259104687405
8g,compound,769539383,30,V1,3.3768447520087266,24,4,3.924711,17.986702,12.4745676,0.4296464308021933,2.677516100026213,-0.2070952926001457,2.6114533677401366,3.862452057028099,0.22665874225141514
8g,compound,769539383,30,V2,2.309526155191254,24,4,7.6277685,32.736626,29.283923299999998,0.38097447945145596,1.8444146227030747,-0.2013882940631443,1.8805654862395458,2.4982682877218996,0.1857353587390681
8g,compound,769539383,50,V1,2.7708487764405607,44,7,3.924711,24.484686,13.722170600000004,0.47389835091154825,2.5786066893808726,-0.06938021616128864,2.3403868869633255,3.1355131110056385,0.15535380102201302
8g,compound,769539383,50,V2,1.940609463526422,44,7,7.6277685,60.29394,31.482115100000005,0.4640330001191195,2.240734649767129,0.1546551183437641,1.7207106387081008,2.2102129389195313,0.1389272187218924
8g,compound,769539383,70,V1,2.849532577722768,65,10,3.1805182,41.13798,13.592410800000001,0.6115396104935545,2.474596883550469,-0.13157796373464614,2.639235528104526,3.0366484701119356,0.0738005423283501
8g,compound,769539383,70,V2,2.0049544810112456,65,10,5.802376,97.11241,31.339395800000002,0.6299374537512933,2.1264553592211417,0.06060031754367534,1.894950623594832,2.138105116686079,0.06641080230792862
8g,compound,769539383,100,V1,2.6870548793530227,92,13,3.1805182,41.13798,10.202832500000001,0.5740108752982224,2.2134684670134552,-0.17624739114133592,2.494394433116197,2.8133453491040026,0.07169948322127817
8g,compound,769539383,100,V2,1.9545874998412813,92,13,5.802376,97.11241,27.638561,0.5881331706803382,1.801610873442015,-0.0782654275706196,1.8663024111510687,2.0479330301386307,0.04775715096148381
8g,compound,1362771960,30,V1,2.0134735324080077,21,3,3.8860686,16.35561,11.1811905,0.465401184669832,1.9773117803518665,-0.01795988448524266,1.8323037101475819,2.286748177439356,0.13572298847381714
8g,compound,1362771960,30,V2,1.8963675500522368,21,3,6.943158,34.09411,25.578434,0.4610631328488004,1.8225906429381218,-0.03890432902212593,1.70486664106251,2.0207426246613056,0.10098301301583223
8g,compound,1362771960,50,V1,2.1948021110900724,41,6,3.8860686,51.551903,13.841956,0.7706998717613226,2.017709439206876,-0.08068730706443561,1.9687435028460536,2.2394102805130984,0.10299726207742
8g,compound,1362771960,50,V2,1.7831027535271375,41,6,6.943158,98.768875,28.387573,0.7240646339543434,1.8725365174229058,0.050156259205399234,1.7451330579497886,1.9649709287470924,0.10199534202961846
8g,compound,1362771960,70,V1,2.157918872486734,62,9,3.8860686,51.551903,11.45826225,0.7158504416047179,1.9679586174811976,-0.08802937748379336,1.9411844096754054,2.1932488988896632,0.10043679842401532
8g,compound,1362771960,70,V2,1.7526612463344409,62,9,6.675283,98.768875,25.512785700000002,0.6881871261736023,1.746688353218304,-0.003407899346567267,1.7156403077678717,1.8289424858537746,0.04352309362626139
8g,compound,1362771960,100,V1,2.1337410135196837,90,13,3.8860686,51.551903,11.521028500000003,0.6833202621244777,2.019675211456833,-0.053458128863865806,2.0024017263589915,2.1576848846205805,0.0615535279720022
8g,compound,1362771960,100,V2,1.7484599291544758,90,13,6.675283,98.768875,24.987599300000007,0.6559679582447533,1.7438602689063778,-0.0026306924004385612,1.719454640837655,1.7896496845825631,0.023557734862134305
8g,compound,1425370602,30,V1,2.0235807029720907,24,4,3.924711,50.51095,13.331523299999997,0.8395272446764509,3.1912437612716613,0.5770281642756281,1.903348692094771,3.635756251429019,0.7966944664421243
8g,compound,1425370602,30,V2,1.653730383314615,24,4,8.957339,107.1606,31.485987499999997,0.7464339504763877,2.076300487530347,0.255525391853032,1.532828501082802,2.3536478164126375,0.4232355165992414
8g,compound,1425370602,50,V1,1.9577731940941097,45,7,3.924711,50.51095,9.223391000000003,0.7687505966747601,2.367677271292718,0.2093726068142827,1.8515906887086795,2.4544257602268047,0.25368238140705746
8g,compound,1425370602,50,V2,1.5815707900144922,45,7,5.802376,107.1606,27.145030600000005,0.7102259064818595,1.9321974175176206,0.22169518412762002,1.476831755841514,1.8412015994507607,0.16416009392402175
8g,compound,1425370602,70,V1,1.9645441614258992,56,9,3.924711,50.51095,10.29945,0.7196678642434616,2.455459274625187,0.24988754278904746,1.869873758797901,2.3211695090894944,0.1815308378737337
8g,compound,1425370602,70,V2,1.5723563537521486,56,9,5.802376,107.1606,25.592432,0.655835784953203,1.79674189657883,0.14270654504700886,1.4794188807831117,1.7516676756439733,0.11403987490744716
8g,compound,1425370602,100,V1,2.026280712166347,90,13,3.843772,50.51095,10.627225300000001,0.6442549719455062,2.2076524811017197,0.08950969519986374,1.9655523330775617,2.221048622525116,0.09612089242587607
8g,compound,1425370602,100,V2,1.6090095976462497,90,13,5.802376,107.1606,27.731488000000006,0.6215552686623685,1.801018616196376,0.11933366887991714,1.5528826117770083,1.7041104856769533,0.05910523353609731
8g,compound,2767143051,30,V1,2.501975075791874,20,3,4.1034193,25.891094,15.038836000000007,0.5396107384772852,2.6272797621206,0.05008230798984559,2.333020602398143,2.994736225144204,0.19694886416739021
8g,compound,2767143051,30,V2,1.746060114446463,20,3,7.8815317,70.99702,37.67667120000002,0.58447172672753,1.9736162294359256,0.13032547568478337,1.6028287666825884,2.1994055961121957,0.2596391028664282
8g,compound,2767143051,50,V1,2.3898820400810186,40,6,4.1034193,25.891094,15.038836000000007,0.5107498825708237,2.4486233531345087,0.02457916837246854,2.3040432621964184,2.43780976250062,0.03591757938048279
8g,compound,2767143051,50,V2,1.7630160585118848,40,6,7.8815317,70.99702,42.3984442,0.5203871986405245,1.8101709871813425,0.0267467380355344,1.7000401757901022,1.8695841895775676,0.060446489157696126
8g,compound,2767143051,70,V1,2.380431023223201,64,10,4.1034193,42.69172,14.241925800000002,0.621592198289513,2.151463537454535,-0.0961874062028627,2.237375003150708,2.443722076925383,0.06009668781697752
8g,compound,2767143051,70,V2,1.771158043578632,64,10,6.675283,74.580315,35.44116090000001,0.5938377824662204,1.639587912096631,-0.07428480589804565,1.686522278531271,1.8377453179358556,0.04778555214437785
8g,compound,2767143051,100,V1,2.2691484309818084,91,14,4.037117,42.69172,14.473137,0.6086889357936633,2.0899266910969545,-0.07898193764579287,2.1282640784973137,2.3144809522690495,0.06208688270935947
8g,compound,2767143051,100,V2,1.7098931617261661,91,14,5.966449,74.580315,33.325264,0.6195484106960438,1.7087847356364358,-0.000648242892913431,1.6312652006146984,1.756462263480197,0.04598413682881308
8g,row,536279090,30,V1,2.1848425906996685,22,22,3.843772,11.619048,8.678694250000003,0.33370566461009665,2.0705331559277345,-0.05231929991593942,2.1012601343116466,2.2732689524279137,0.04047264645272586
8g,row,536279090,30,V2,1.796340902103014,22,22,6.966473,29.698877,19.119576000000002,0.3474758569448301,1.6667778184591306,-0.07212611119203549,1.7317957065724034,1.8483175104580747,0.03593148463916063
8g,row,536279090,50,V1,2.666237475418704,42,37,3.843772,25.891094,9.1398918,0.5759494904910728,2.0175826115732436,-0.24328472982084848,2.14895031591004,2.8169182883416473,0.19401391071792273
8g,row,536279090,50,V2,1.9415423091045994,42,37,6.966473,70.99702,20.837368599999998,0.6006443551415217,1.7426136477127934,-0.10245909165046618,1.702279290095694,2.1056375023714358,0.12323348190091654
8g,row,536279090,70,V1,2.447871424236863,62,50,3.843772,25.891094,9.1398918,0.6144889702492378,1.9928800204591302,-0.18587226407105062,2.1105848990984994,2.5390159688416256,0.1377876802673631
8g,row,536279090,70,V2,1.806082500268686,62,50,6.675283,70.99702,20.837368599999998,0.664591544340383,1.7875396186801313,-0.01026690729011337,1.659034907471341,1.9160548404141995,0.08141798216607987
8g,row,536279090,100,V1,2.3696829730683273,92,59,3.843772,25.891094,8.859207900000001,0.5441601168995773,1.981251804819337,-0.16391693431718402,2.099002119423916,2.4269554987356923,0.1142266103612698
8g,row,536279090,100,V2,1.8002557113423872,92,59,6.675283,70.99702,20.691951100000004,0.5932891070926438,1.7728978200745096,-0.015196669615050284,1.6759485380928065,1.8809617225377486,0.06904973136115711
8g,row,769539383,30,V1,2.849022573874555,22,22,4.03005,41.13798,15.695322000000013,0.826234706871326,2.2450911561146962,-0.21197846001568765,2.559962809957531,2.9221328260817434,0.10145927468869254
8g,row,769539383,30,V2,2.198879899366923,22,22,7.247487,106.010735,28.017366000000006,0.8452312346807189,1.7058133970025164,-0.22423530385009416,2.0806396219770975,2.2280260551567364,0.05377295841572238
8g,row,769539383,50,V1,2.6541636990985222,42,38,4.03005,42.69172,16.425144,0.7778293537627323,2.080403867490041,-0.21617349065672053,2.4904829399190875,2.730600051697207,0.061669428767723855
8g,row,769539383,50,V2,2.122938555793136,42,38,7.247487,106.010735,31.693171299999992,0.7896662723367172,1.650775560702279,-0.22241010876287726,2.0290542106232183,2.1481857929980532,0.04422376941326134
8g,row,769539383,70,V1,2.4350655824225425,62,51,3.5481272,49.712276,16.289499399999997,0.7961545328833708,2.062154367664647,-0.1531421648146749,2.2877510804867907,2.6030379629749363,0.0689806392751382
8g,row,769539383,70,V2,1.9751724285163414,62,51,6.819123,111.378914,30.329015199999997,0.7957067981524911,1.6647273780638596,-0.15717364518179,1.8810835405778619,2.0908783615021775,0.058580168149040546
8g,row,769539383,100,V1,2.38289475526523,92,64,3.4472919,49.712276,16.289499400000004,0.7686942309103625,2.173333441358744,-0.08794400736475694,2.2729593576772227,2.4867035756033316,0.04613522999498609
8g,row,769539383,100,V2,1.9068700788343373,92,64,6.819123,111.378914,35.66140680000002,0.7510159464370885,1.706523058293219,-0.1050658997510674,1.8284669301107266,1.9710839732451166,0.04111614608350156
8g,row,1362771960,30,V1,2.5686551405946263,22,20,3.9520576,39.750584,11.41113735,0.7710886620976523,2.1895326216805806,-0.147595725452768,2.3456175360112366,2.6015411548179728,0.08683049781908758
8g,row,1362771960,30,V2,2.174698561946686,22,20,7.4416337,106.010735,32.80279760000003,0.8472160464301391,1.6813497522428227,-0.226858479762014,1.8983271462832534,2.211521511630866,0.12708493052758452
8g,row,1362771960,50,V1,2.376162721292519,42,32,3.9520576,39.750584,11.116679249999999,0.7073979230097407,2.014667230516103,-0.15213414785826618,2.185779735369546,2.406578071833869,0.0801220321390338
8g,row,1362771960,50,V2,2.006857841080824,42,32,7.4416337,106.010735,22.2222512,0.7428356772333088,1.6640524777266519,-0.17081696388098377,1.77814669834572,2.050548010141362,0.11396479514061064
8g,row,1362771960,70,V1,2.2770794869938507,62,43,3.7184713,39.750584,11.116679249999999,0.6659319625973781,1.9538161991360248,-0.1419639892696899,2.1012320225815055,2.3069046484829685,0.0772250004520022
8g,row,1362771960,70,V2,1.9520773852531674,62,43,7.305966,106.010735,22.270414,0.6854967431219763,1.6569532168230134,-0.15118466647872109,1.7467972349331495,1.9906541906143378,0.10515984246874255
8g,row,1362771960,100,V1,2.3437261050610823,92,59,3.7184713,50.51095,12.351672900000006,0.7151606751195825,2.036358397930068,-0.1311448920875521,2.2223224114841718,2.452784998382182,0.051799437363755585
8g,row,1362771960,100,V2,1.89112820894488,92,59,6.966473,107.1606,30.31369160000001,0.6981261053287863,1.6653297064889732,-0.1193988336633649,1.7751426599246096,1.9978543103736037,0.06133140443448959
8g,row,1425370602,30,V1,1.7577702586761417,22,21,3.755535,11.419816,8.0219976,0.37961234309826464,1.9126916614298204,0.0881351826207124,1.5262894145296009,2.050982163055477,0.16680900301508506
8g,row,1425370602,30,V2,1.4449335977146545,22,21,6.675283,34.09411,16.2600692,0.5235193185012487,1.5687524684478156,0.08569173761963622,1.2228846473744608,1.748183653296895,0.20987127440449105
8g,row,1425370602,50,V1,1.9998557815267517,42,37,3.7184713,21.334711,10.250233199999997,0.5380554676596109,1.8395149353953784,-0.08017620451058938,1.8943700694183867,2.1205505520181718,0.060351737163405916
8g,row,1425370602,50,V2,1.611526826978894,42,37,6.675283,42.1924,32.05351739999999,0.5668742000920283,1.6235092729017881,0.007435461651828401,1.5466832932760906,1.7469500541850238,0.0840341128295119
8g,row,1425370602,70,V1,2.309311305461324,62,46,3.7184713,39.750584,11.112501349999999,0.6956004141283624,1.918092369863119,-0.16940935363413567,2.115311680191819,2.363255183840237,0.08400756745559268
8g,row,1425370602,70,V2,1.9002175724885255,62,46,6.675283,106.010735,33.294782999999995,0.7002709419248887,1.6656119561269058,-0.12346250227250566,1.656637639385769,1.9587186075957286,0.12818528605846136
8g,row,1425370602,100,V1,2.25611860288985,92,61,3.7184713,56.89812,11.656595200000002,0.7526320095050913,1.920436899065096,-0.14878725940860604,2.17423362515359,2.2893026742730003,0.0362946245961423
8g,row,1425370602,100,V2,1.8374826578642234,92,61,6.675283,114.823456,33.926833900000005,0.7124514792567396,1.6870697883085826,-0.08185811654433328,1.7236008024176286,1.8656081229250525,0.061977104904469726
8g,row,2767143051,30,V1,2.200570081993294,22,20,3.896998,31.897373,16.515605100000005,0.6945352864844494,2.21037486232343,0.004455563769754978,2.128839502897619,2.2903010079408728,0.04077621825445332
8g,row,2767143051,30,V2,1.83128603178537,22,20,7.96384,69.369545,39.6593907,0.6393991317131378,1.9600301304352534,0.07030256137779167,1.7365656669602807,1.8629623117836016,0.051723413590799905
8g,row,2767143051,50,V1,2.177424899077072,42,34,3.7184713,31.897373,14.7242883,0.5943815191034484,2.1671160160171854,-0.004734437942845338,2.127606049150439,2.222672541631268,0.02287970985715715
8g,row,2767143051,50,V2,1.802395631151407,42,34,6.966473,69.369545,35.651397499999995,0.5524580932168116,1.8782016566546036,0.042058482717676204,1.7399698926321685,1.8205393084264871,0.03463487008085997
8g,row,2767143051,70,V1,2.2026776104016745,62,46,3.7184713,50.51095,15.768687299999998,0.7019813760210025,2.1629096561640413,-0.018054368941617938,2.1556632444567265,2.3071992313555256,0.04745207399406515
8g,row,2767143051,70,V2,1.748704434144776,62,46,6.943158,107.1606,36.363296399999996,0.6543089389583794,1.8473972185525287,0.0564376589209139,1.715673326125626,1.8503043923717093,0.05810013187083962
8g,row,2767143051,100,V1,2.371545818992602,92,58,3.5858183,50.51095,14.724288300000001,0.7361544301715874,2.2017363446056786,-0.07160286469145938,2.2327185329929278,2.4755517117981176,0.05853873236935647
8g,row,2767143051,100,V2,1.8306326081958604,92,58,6.943158,122.58781,35.864771800000014,0.745479372581003,1.9060838890664318,0.04121596028212937,1.7618942604705925,1.8975852457532156,0.03754895844066242
