mode,seed,split,signal,error,n,spearman
compound,525,test,V2_q50,V2_abs_error,414,0.47584219467515626
compound,525,test,V2_q50,combined_normalized_error,414,0.5410280368312046
compound,525,test,true_retention_magnitude,V1_abs_error,414,0.510663037283071
compound,525,test,true_retention_magnitude,V2_abs_error,414,0.4378072508191774
compound,525,test,true_retention_magnitude,combined_normalized_error,414,0.6004715526700972
compound,525,test,predicted_retention_magnitude,V1_abs_error,414,0.38982989507309607
compound,525,test,predicted_retention_magnitude,V2_abs_error,414,0.4940650779703318
compound,525,test,predicted_retention_magnitude,combined_normalized_error,414,0.5214405605179148
compound,1101,train,V1_interval_width_clipped,V1_abs_error,3275,0.4685748974653537
compound,1101,train,V1_interval_width_clipped,V2_abs_error,3275,0.444905241313857
compound,1101,train,V1_interval_width_clipped,combined_normalized_error,3275,0.5772934078280962
compound,1101,train,V2_interval_width_clipped,V1_abs_error,3275,0.43567349737974154
compound,1101,train,V2_interval_width_clipped,V2_abs_error,3275,0.4439951741323241
compound,1101,train,V2_interval_width_clipped,combined_normalized_error,3275,0.5485944707756494
compound,1101,train,descriptor_nn_distance,V1_abs_error,3275,
compound,1101,train,descriptor_nn_distance,V2_abs_error,3275,
compound,1101,train,descriptor_nn_distance,combined_normalized_error,3275,
compound,1101,train,condition_nn_distance,V1_abs_error,3275,
compound,1101,train,condition_nn_distance,V2_abs_error,3275,
compound,1101,train,condition_nn_distance,combined_normalized_error,3275,
compound,1101,train,ea_fraction,V1_abs_error,3275,-0.2979865824952166
compound,1101,train,ea_fraction,V2_abs_error,3275,-0.2634323934214719
compound,1101,train,ea_fraction,combined_normalized_error,3275,-0.34408298685918504
compound,1101,train,V1_q50,V1_abs_error,3275,0.4946650291713659
compound,1101,train,V1_q50,V2_abs_error,3275,0.37050396471871977
compound,1101,train,V1_q50,combined_normalized_error,3275,0.5381839677478021
compound,1101,train,V2_q50,V1_abs_error,3275,0.4827465122020733
compound,1101,train,V2_q50,V2_abs_error,3275,0.47336789829491627
compound,1101,train,V2_q50,combined_normalized_error,3275,0.6065486112199261
compound,1101,train,true_retention_magnitude,V1_abs_error,3275,0.4871800940600077
compound,1101,train,true_retention_magnitude,V2_abs_error,3275,0.4443090120162913
compound,1101,train,true_retention_magnitude,combined_normalized_error,3275,0.5951476180939947
compound,1101,train,predicted_retention_magnitude,V1_abs_error,3275,0.49888014861695157
compound,1101,train,predicted_retention_magnitude,V2_abs_error,3275,0.46211207157717904
compound,1101,train,predicted_retention_magnitude,combined_normalized_error,3275,0.6082605963304345
compound,1101,validation,V1_interval_width_clipped,V1_abs_error,430,0.4610696056878731
compound,1101,validation,V1_interval_width_clipped,V2_abs_error,430,0.3928091144271513
compound,1101,validation,V1_interval_width_clipped,combined_normalized_error,430,0.5456569577728482
compound,1101,validation,V2_interval_width_clipped,V1_abs_error,430,0.4296048484203425
compound,1101,validation,V2_interval_width_clipped,V2_abs_error,430,0.38855225385427444
compound,1101,validation,V2_interval_width_clipped,combined_normalized_error,430,0.5185820325591879
compound,1101,validation,descriptor_nn_distance,V1_abs_error,430,-0.13814810146329898
compound,1101,validation,descriptor_nn_distance,V2_abs_error,430,-0.24725781990235357
compound,1101,validation,descriptor_nn_distance,combined_normalized_error,430,-0.21034759339125075
compound,1101,validation,condition_nn_distance,V1_abs_error,430,0.08731058144267044
compound,1101,validation,condition_nn_distance,V2_abs_error,430,0.15830192406238922
compound,1101,validation,condition_nn_distance,combined_normalized_error,430,0.17722510401305758
compound,1101,validation,ea_fraction,V1_abs_error,430,-0.34731719832668556
compound,1101,validation,ea_fraction,V2_abs_error,430,-0.2135574157737941
compound,1101,validation,ea_fraction,combined_normalized_error,430,-0.3696738353647488
compound,1101,validation,V1_q50,V1_abs_error,430,0.5090361128694488
compound,1101,validation,V1_q50,V2_abs_error,430,0.44996747434954887
compound,1101,validation,V1_q50,combined_normalized_error,430,0.5707252540928623
compound,1101,validation,V2_q50,V1_abs_error,430,0.48170822611122527
compound,1101,validation,V2_q50,V2_abs_error,430,0.5088550518149705
compound,1101,validation,V2_q50,combined_normalized_error,430,0.6295542702938436
compound,1101,validation,true_retention_magnitude,V1_abs_error,430,0.5492628908263646
compound,1101,validation,true_retention_magnitude,V2_abs_error,430,0.47233742762532344
compound,1101,validation,true_retention_magnitude,combined_normalized_error,430,0.6520519952678987
compound,1101,validation,predicted_retention_magnitude,V1_abs_error,430,0.49482594984083567
compound,1101,validation,predicted_retention_magnitude,V2_abs_error,430,0.5050082710242703
compound,1101,validation,predicted_retention_magnitude,combined_normalized_error,430,0.6277157786388226
compound,1101,test,V1_interval_width_clipped,V1_abs_error,458,0.4773445043007766
compound,1101,test,V1_interval_width_clipped,V2_abs_error,458,0.4778516431426065
compound,1101,test,V1_interval_width_clipped,combined_normalized_error,458,0.5495456478842189
compound,1101,test,V2_interval_width_clipped,V1_abs_error,458,0.5629331748696376
compound,1101,test,V2_interval_width_clipped,V2_abs_error,458,0.5808782606194501
compound,1101,test,V2_interval_width_clipped,combined_normalized_error,458,0.6528339453298828
compound,1101,test,descriptor_nn_distance,V1_abs_error,458,-0.06817464900173856
compound,1101,test,descriptor_nn_distance,V2_abs_error,458,-0.05841033550866325
compound,1101,test,descriptor_nn_distance,combined_normalized_error,458,-0.09891860927265371
compound,1101,test,condition_nn_distance,V1_abs_error,458,0.1856725132492436
compound,1101,test,condition_nn_distance,V2_abs_error,458,0.23086157218559172
compound,1101,test,condition_nn_distance,combined_normalized_error,458,0.2385201203281419
compound,1101,test,ea_fraction,V1_abs_error,458,-0.32000180268472195
compound,1101,test,ea_fraction,V2_abs_error,458,-0.25068724329118675
compound,1101,test,ea_fraction,combined_normalized_error,458,-0.31928242439119764
compound,1101,test,V1_q50,V1_abs_error,458,0.5039809541256105
compound,1101,test,V1_q50,V2_abs_error,458,0.46894526243509665
compound,1101,test,V1_q50,combined_normalized_error,458,0.567402423142732
compound,1101,test,V2_q50,V1_abs_error,458,0.5142430941074688
compound,1101,test,V2_q50,V2_abs_error,458,0.5556544023984734
compound,1101,test,V2_q50,combined_normalized_error,458,0.620296199102197
compound,1101,test,true_retention_magnitude,V1_abs_error,458,0.550081500293654
compound,1101,test,true_retention_magnitude,V2_abs_error,458,0.5146975328669602
compound,1101,test,true_retention_magnitude,combined_normalized_error,458,0.6259640365726764
compound,1101,test,predicted_retention_magnitude,V1_abs_error,458,0.518120889788302
compound,1101,test,predicted_retention_magnitude,V2_abs_error,458,0.5471851030489948
compound,1101,test,predicted_retention_magnitude,combined_normalized_error,458,0.6197409664749319
